"Step","fine tune shuffle_0_1e-05 - average_loss","fine tune shuffle_0_1e-05 - average_loss__MIN","fine tune shuffle_0_1e-05 - average_loss__MAX"
"10188","0.3302702522144132","0.3302702522144132","0.3302702522144132"
"10449","0.3255950678429857","0.3255950678429857","0.3255950678429857"
"10711","0.32717945041238433","0.32717945041238433","0.32717945041238433"
"10973","0.32790340508596383","0.32790340508596383","0.32790340508596383"
"11232","0.3254451136846469","0.3254451136846469","0.3254451136846469"
"11497","0.32443166189994754","0.32443166189994754","0.32443166189994754"
"11754","0.3182401070859641","0.3182401070859641","0.3182401070859641"
"12015","0.332203252714397","0.332203252714397","0.332203252714397"
"12276","0.33040728503346845","0.33040728503346845","0.33040728503346845"
"12536","0.3258359824728935","0.3258359824728935","0.3258359824728935"
"12797","0.33326008486399716","0.33326008486399716","0.33326008486399716"
"13061","0.3221268079242502","0.3221268079242502","0.3221268079242502"
"13321","0.33644684807832864","0.33644684807832864","0.33644684807832864"
"13582","0.32748944472038555","0.32748944472038555","0.32748944472038555"
"13839","0.3267221516921926","0.3267221516921926","0.3267221516921926"
"14096","0.3181579347001942","0.3181579347001942","0.3181579347001942"
"14355","0.32693577766033444","0.32693577766033444","0.32693577766033444"
"14617","0.32338318516326325","0.32338318516326325","0.32338318516326325"
"14880","0.3242375351532412","0.3242375351532412","0.3242375351532412"
"15140","0.3201230048173382","0.3201230048173382","0.3201230048173382"
"15396","0.31929266337542633","0.31929266337542633","0.31929266337542633"
"15660","0.32536658131026425","0.32536658131026425","0.32536658131026425"
"15922","0.328300866134363","0.328300866134363","0.328300866134363"
"16183","0.3225318344848066","0.3225318344848066","0.3225318344848066"
"16448","0.33261533314010727","0.33261533314010727","0.33261533314010727"
"16712","0.32857540713156397","0.32857540713156397","0.32857540713156397"
"16976","0.32486499130647883","0.32486499130647883","0.32486499130647883"
"17238","0.32366113905944754","0.32366113905944754","0.32366113905944754"
"17499","0.32939571222215774","0.32939571222215774","0.32939571222215774"
"17759","0.32533346319572465","0.32533346319572465","0.32533346319572465"
"18018","0.3278649369473664","0.3278649369473664","0.3278649369473664"
"18279","0.3207122817014839","0.3207122817014839","0.3207122817014839"
"18547","0.3290371482061741","0.3290371482061741","0.3290371482061741"
"18809","0.3333624696524706","0.3333624696524706","0.3333624696524706"
"19070","0.3245338212168113","0.3245338212168113","0.3245338212168113"
"19331","0.3187369019582217","0.3187369019582217","0.3187369019582217"
"19591","0.32400096294364367","0.32400096294364367","0.32400096294364367"
"19850","0.31474731858182214","0.31474731858182214","0.31474731858182214"
"20111","0.32080993785021805","0.32080993785021805","0.32080993785021805"
"20373","0.32312521516488635","0.32312521516488635","0.32312521516488635"
"20635","0.32451689886377494","0.32451689886377494","0.32451689886377494"
"20897","0.3218186696752918","0.3218186696752918","0.3218186696752918"
"21157","0.31930218728860316","0.31930218728860316","0.31930218728860316"
"21419","0.317432181018567","0.317432181018567","0.317432181018567"
"21678","0.32288173259099545","0.32288173259099545","0.32288173259099545"
"21940","0.3204721745334232","0.3204721745334232","0.3204721745334232"
"22201","0.3165575536594502","0.3165575536594502","0.3165575536594502"
"22463","0.3214925832991228","0.3214925832991228","0.3214925832991228"
"22729","0.32769051877837213","0.32769051877837213","0.32769051877837213"
"22989","0.3158539511621725","0.3158539511621725","0.3158539511621725"
"23251","0.3131777025935276","0.3131777025935276","0.3131777025935276"
"23511","0.32171871775411104","0.32171871775411104","0.32171871775411104"
"23773","0.32057793664678297","0.32057793664678297","0.32057793664678297"
"24034","0.3166196042184588","0.3166196042184588","0.3166196042184588"
"24298","0.31916564501841765","0.31916564501841765","0.31916564501841765"
"24558","0.31605206750156234","0.31605206750156234","0.31605206750156234"
"24819","0.31074787131760767","0.31074787131760767","0.31074787131760767"
"25083","0.3233384004040931","0.3233384004040931","0.3233384004040931"
"25346","0.31982488908411916","0.31982488908411916","0.31982488908411916"
"25603","0.3101565577411699","0.3101565577411699","0.3101565577411699"
"25864","0.323558520182544","0.323558520182544","0.323558520182544"
"26126","0.32462992805658636","0.32462992805658636","0.32462992805658636"
"26386","0.3132367903645385","0.3132367903645385","0.3132367903645385"
"26645","0.3165442961061578","0.3165442961061578","0.3165442961061578"
"26903","0.3166310150239624","0.3166310150239624","0.3166310150239624"
"27166","0.3204922718336127","0.3204922718336127","0.3204922718336127"
"27428","0.3208181553949681","0.3208181553949681","0.3208181553949681"
"27689","0.3170291690449447","0.3170291690449447","0.3170291690449447"
"27951","0.32726638066549363","0.32726638066549363","0.32726638066549363"
"28214","0.3214743638140266","0.3214743638140266","0.3214743638140266"
"28474","0.30825114103319","0.30825114103319","0.30825114103319"
"28735","0.32482683293433867","0.32482683293433867","0.32482683293433867"
"29001","0.31702696920825124","0.31702696920825124","0.31702696920825124"
"29262","0.3219322788877244","0.3219322788877244","0.3219322788877244"
"29522","0.3138377376128112","0.3138377376128112","0.3138377376128112"
"29780","0.3152213894623635","0.3152213894623635","0.3152213894623635"
"30045","0.31753757619188755","0.31753757619188755","0.31753757619188755"
"30301","0.3188929281914029","0.3188929281914029","0.3188929281914029"
"30560","0.30932522003643814","0.30932522003643814","0.30932522003643814"
"30813","0.3197594775367519","0.3197594775367519","0.3197594775367519"
"31075","0.3254823026040331","0.3254823026040331","0.3254823026040331"
"31336","0.3199114127051482","0.3199114127051482","0.3199114127051482"
"31594","0.3163169636588313","0.3163169636588313","0.3163169636588313"
"31857","0.32040244990379174","0.32040244990379174","0.32040244990379174"
"32117","0.3227213942055742","0.3227213942055742","0.3227213942055742"
"32378","0.3127341069587881","0.3127341069587881","0.3127341069587881"
"32637","0.31723777949999593","0.31723777949999593","0.31723777949999593"
"32899","0.3242938748820041","0.3242938748820041","0.3242938748820041"
"33159","0.3123192951164385","0.3123192951164385","0.3123192951164385"
"33420","0.31550611975842324","0.31550611975842324","0.31550611975842324"
"33680","0.31663910169803644","0.31663910169803644","0.31663910169803644"
"33942","0.3099387715656121","0.3099387715656121","0.3099387715656121"
"34200","0.3169739678560852","0.3169739678560852","0.3169739678560852"
"34459","0.32267808128753406","0.32267808128753406","0.32267808128753406"
"34721","0.3173537229573857","0.3173537229573857","0.3173537229573857"
"34987","0.3200117957311246","0.3200117957311246","0.3200117957311246"
"35247","0.30825726190602026","0.30825726190602026","0.30825726190602026"
"35510","0.31679747203406805","0.31679747203406805","0.31679747203406805"
"35772","0.32220524632252434","0.32220524632252434","0.32220524632252434"
"36034","0.3074312314855695","0.3074312314855695","0.3074312314855695"
"36296","0.3126642516460998","0.3126642516460998","0.3126642516460998"
"36553","0.311046548048594","0.311046548048594","0.311046548048594"
"36812","0.31093490634179255","0.31093490634179255","0.31093490634179255"
"37074","0.3276947516886778","0.3276947516886778","0.3276947516886778"
"37338","0.31603501995678845","0.31603501995678845","0.31603501995678845"
"37603","0.3158802346051192","0.3158802346051192","0.3158802346051192"
"37867","0.32007376497951456","0.32007376497951456","0.32007376497951456"
"38125","0.3109960396633351","0.3109960396633351","0.3109960396633351"
"38385","0.3192706287412315","0.3192706287412315","0.3192706287412315"
"38647","0.3120791147062566","0.3120791147062566","0.3120791147062566"
"38906","0.31908623532971747","0.31908623532971747","0.31908623532971747"
"39168","0.3105192064513384","0.3105192064513384","0.3105192064513384"
"39430","0.31657308999790346","0.31657308999790346","0.31657308999790346"
"39689","0.31167767212412034","0.31167767212412034","0.31167767212412034"
"39949","0.31142205395840133","0.31142205395840133","0.31142205395840133"
"40212","0.3164260685612083","0.3164260685612083","0.3164260685612083"
"40468","0.30348484796103764","0.30348484796103764","0.30348484796103764"
"40725","0.31619594758115616","0.31619594758115616","0.31619594758115616"
"40986","0.3110077963458135","0.3110077963458135","0.3110077963458135"
"41246","0.3153089703611549","0.3153089703611549","0.3153089703611549"
"41510","0.32520633758753204","0.32520633758753204","0.32520633758753204"
"41766","0.311860561224522","0.311860561224522","0.311860561224522"
"42027","0.3176790555791449","0.3176790555791449","0.3176790555791449"
"42287","0.3089646902828603","0.3089646902828603","0.3089646902828603"
"42549","0.3163270891406768","0.3163270891406768","0.3163270891406768"
"42808","0.30893148109822255","0.30893148109822255","0.30893148109822255"
"43069","0.3136828060355704","0.3136828060355704","0.3136828060355704"
"43334","0.3155915889169284","0.3155915889169284","0.3155915889169284"
"43595","0.3090684282046409","0.3090684282046409","0.3090684282046409"
"43861","0.3201247891792172","0.3201247891792172","0.3201247891792172"
"44125","0.31448880129156753","0.31448880129156753","0.31448880129156753"
"44389","0.3106552692668519","0.3106552692668519","0.3106552692668519"
"44651","0.3057603812380584","0.3057603812380584","0.3057603812380584"
"44913","0.3151923529017283","0.3151923529017283","0.3151923529017283"
"45177","0.315881834624289","0.315881834624289","0.315881834624289"
"45438","0.3095924029758994","0.3095924029758994","0.3095924029758994"
"45699","0.31521746375796184","0.31521746375796184","0.31521746375796184"
"45965","0.3121602952145154","0.3121602952145154","0.3121602952145154"
"46226","0.31337897397516545","0.31337897397516545","0.31337897397516545"
"46485","0.31156350905919905","0.31156350905919905","0.31156350905919905"
"46748","0.3100135198132248","0.3100135198132248","0.3100135198132248"
"47010","0.32251828634077984","0.32251828634077984","0.32251828634077984"
"47269","0.32293309511892754","0.32293309511892754","0.32293309511892754"
"47532","0.3190641403526771","0.3190641403526771","0.3190641403526771"
"47797","0.31751246253485016","0.31751246253485016","0.31751246253485016"
"48056","0.3118258704153155","0.3118258704153155","0.3118258704153155"
"48318","0.32076698666226733","0.32076698666226733","0.32076698666226733"
"48580","0.31032816664410623","0.31032816664410623","0.31032816664410623"
"48839","0.31255603063559284","0.31255603063559284","0.31255603063559284"
"49104","0.3160505459422789","0.3160505459422789","0.3160505459422789"
"49365","0.312043540961881","0.312043540961881","0.312043540961881"
"49625","0.3118822013578396","0.3118822013578396","0.3118822013578396"
"49884","0.30607890789755027","0.30607890789755027","0.30607890789755027"
"50145","0.3117665830267334","0.3117665830267334","0.3117665830267334"
"50410","0.31000874000231926","0.31000874000231926","0.31000874000231926"
"50670","0.3044074485110684","0.3044074485110684","0.3044074485110684"
"50931","0.3026809565385814","0.3026809565385814","0.3026809565385814"
"51190","0.31347380051450635","0.31347380051450635","0.31347380051450635"
"51456","0.31647916404555626","0.31647916404555626","0.31647916404555626"
"51720","0.31175469740745304","0.31175469740745304","0.31175469740745304"
"51984","0.3089131913203474","0.3089131913203474","0.3089131913203474"
"52246","0.30593193027311233","0.30593193027311233","0.30593193027311233"
"52505","0.3061200816317499","0.3061200816317499","0.3061200816317499"
"52767","0.3188436652608254","0.3188436652608254","0.3188436652608254"
"53029","0.31575722315814925","0.31575722315814925","0.31575722315814925"
"53294","0.31083201502977836","0.31083201502977836","0.31083201502977836"
"53557","0.31812476910768467","0.31812476910768467","0.31812476910768467"
"53820","0.30808065782228977","0.30808065782228977","0.30808065782228977"
"54076","0.30812284316987604","0.30812284316987604","0.30812284316987604"
"54340","0.3125379552632997","0.3125379552632997","0.3125379552632997"
"54603","0.3121809505397698","0.3121809505397698","0.3121809505397698"
"54861","0.30676257118362765","0.30676257118362765","0.30676257118362765"
"55119","0.3094297838273908","0.3094297838273908","0.3094297838273908"
"55380","0.31369565285541556","0.31369565285541556","0.31369565285541556"
"55638","0.3118666609146951","0.3118666609146951","0.3118666609146951"
"55904","0.31513269970219654","0.31513269970219654","0.31513269970219654"
"56167","0.3077580188019882","0.3077580188019882","0.3077580188019882"
"56434","0.30963074045287065","0.30963074045287065","0.30963074045287065"
"56698","0.31163149795835476","0.31163149795835476","0.31163149795835476"
"56957","0.3061191360796505","0.3061191360796505","0.3061191360796505"
"57221","0.3200819671283786","0.3200819671283786","0.3200819671283786"
"57481","0.3146609453710915","0.3146609453710915","0.3146609453710915"
"57745","0.3121930455384836","0.3121930455384836","0.3121930455384836"
"58006","0.3107236213641635","0.3107236213641635","0.3107236213641635"
"58270","0.3085463504002281","0.3085463504002281","0.3085463504002281"
"58530","0.31181542230869136","0.31181542230869136","0.31181542230869136"
"58794","0.30540459456708713","0.30540459456708713","0.30540459456708713"
"59060","0.31412598393857916","0.31412598393857916","0.31412598393857916"
"59320","0.31714414023287624","0.31714414023287624","0.31714414023287624"
"59588","0.3167677605160451","0.3167677605160451","0.3167677605160451"
"59848","0.30064741300286085","0.30064741300286085","0.30064741300286085"
"60110","0.30821673355621826","0.30821673355621826","0.30821673355621826"
"60375","0.31451443784181676","0.31451443784181676","0.31451443784181676"
"60639","0.3128391357311716","0.3128391357311716","0.3128391357311716"
"60903","0.3129037525517505","0.3129037525517505","0.3129037525517505"
"61168","0.31328744296393507","0.31328744296393507","0.31328744296393507"
"61428","0.3012227990587389","0.3012227990587389","0.3012227990587389"
"61689","0.3005937063160382","0.3005937063160382","0.3005937063160382"
"61949","0.3028600216068718","0.3028600216068718","0.3028600216068718"
"62211","0.3107210251314184","0.3107210251314184","0.3107210251314184"
"62469","0.312102739865835","0.312102739865835","0.312102739865835"
"62730","0.30031992320130413","0.30031992320130413","0.30031992320130413"
"62991","0.3101556843232003","0.3101556843232003","0.3101556843232003"
"63250","0.30385556306926087","0.30385556306926087","0.30385556306926087"
"63516","0.30706447891532423","0.30706447891532423","0.30706447891532423"
"63778","0.3142405722305496","0.3142405722305496","0.3142405722305496"
"64042","0.3105300226967002","0.3105300226967002","0.3105300226967002"
"64299","0.3096506126558438","0.3096506126558438","0.3096506126558438"
"64557","0.3047949667041854","0.3047949667041854","0.3047949667041854"
"64817","0.3159913803871969","0.3159913803871969","0.3159913803871969"
"65078","0.30807058950370725","0.30807058950370725","0.30807058950370725"
"65338","0.31216180054053927","0.31216180054053927","0.31216180054053927"
"65599","0.31645762591956245","0.31645762591956245","0.31645762591956245"
"65862","0.30671266413824255","0.30671266413824255","0.30671266413824255"
"66122","0.31287348860724146","0.31287348860724146","0.31287348860724146"
"66382","0.30714793462511425","0.30714793462511425","0.30714793462511425"
"66642","0.3086114061031018","0.3086114061031018","0.3086114061031018"
"66903","0.30580269001154514","0.30580269001154514","0.30580269001154514"
"67161","0.306554892430516","0.306554892430516","0.306554892430516"
"67425","0.30744356268370676","0.30744356268370676","0.30744356268370676"
"67684","0.30767296108902564","0.30767296108902564","0.30767296108902564"
"67945","0.3084259616209596","0.3084259616209596","0.3084259616209596"
"68201","0.3023180510885361","0.3023180510885361","0.3023180510885361"
"68460","0.3000589320970148","0.3000589320970148","0.3000589320970148"
"68730","0.31642652718924713","0.31642652718924713","0.31642652718924713"
"68997","0.3174031887175724","0.3174031887175724","0.3174031887175724"
"69258","0.31684215029713586","0.31684215029713586","0.31684215029713586"
"69520","0.31061152430117217","0.31061152430117217","0.31061152430117217"
"69783","0.302408926664129","0.302408926664129","0.302408926664129"
"70045","0.30002778070111574","0.30002778070111574","0.30002778070111574"
"70308","0.3057133250984282","0.3057133250984282","0.3057133250984282"
"70567","0.3055193430661577","0.3055193430661577","0.3055193430661577"
"70830","0.31063428954789607","0.31063428954789607","0.31063428954789607"
"71089","0.3064236068196924","0.3064236068196924","0.3064236068196924"
"71353","0.3112626559022898","0.3112626559022898","0.3112626559022898"
"71615","0.31205469305258215","0.31205469305258215","0.31205469305258215"
"71875","0.3023017187799854","0.3023017187799854","0.3023017187799854"
"72142","0.3133947385911185","0.3133947385911185","0.3133947385911185"
"72403","0.30693707676577286","0.30693707676577286","0.30693707676577286"
"72660","0.3016562296853274","0.3016562296853274","0.3016562296853274"
"72921","0.314519685222925","0.314519685222925","0.314519685222925"
"73177","0.30579901929240627","0.30579901929240627","0.30579901929240627"
"73440","0.31205406292613636","0.31205406292613636","0.31205406292613636"
"73703","0.30135516352132774","0.30135516352132774","0.30135516352132774"
"73958","0.3026371087385557","0.3026371087385557","0.3026371087385557"
"74218","0.3047740331249902","0.3047740331249902","0.3047740331249902"
"74481","0.30298583258194633","0.30298583258194633","0.30298583258194633"
"74741","0.30872593011483496","0.30872593011483496","0.30872593011483496"
"75004","0.3096157222300649","0.3096157222300649","0.3096157222300649"
"75270","0.3136981357386795","0.3136981357386795","0.3136981357386795"
"75532","0.3047114276887581","0.3047114276887581","0.3047114276887581"
"75793","0.31263429431618045","0.31263429431618045","0.31263429431618045"
"76053","0.3055745628796497","0.3055745628796497","0.3055745628796497"
"76315","0.3084199465962606","0.3084199465962606","0.3084199465962606"
"76577","0.300151621772343","0.300151621772343","0.300151621772343"
"76838","0.3025240809157757","0.3025240809157757","0.3025240809157757"
"77100","0.2994719716840323","0.2994719716840323","0.2994719716840323"
"77362","0.3170807018293338","0.3170807018293338","0.3170807018293338"
"77621","0.29693584207322543","0.29693584207322543","0.29693584207322543"
"77887","0.30989052137031325","0.30989052137031325","0.30989052137031325"
"78147","0.3077520789498048","0.3077520789498048","0.3077520789498048"
"78408","0.30095090065176167","0.30095090065176167","0.30095090065176167"
"78670","0.3087942422408761","0.3087942422408761","0.3087942422408761"
"78933","0.3166563225200441","0.3166563225200441","0.3166563225200441"
"79196","0.3133107194001406","0.3133107194001406","0.3133107194001406"
"79459","0.3013704525714549","0.3013704525714549","0.3013704525714549"
"79723","0.303428926194762","0.303428926194762","0.303428926194762"
"79983","0.3092943291368626","0.3092943291368626","0.3092943291368626"
"80249","0.31009825576670064","0.31009825576670064","0.31009825576670064"
"80508","0.30228288899043243","0.30228288899043243","0.30228288899043243"
"80773","0.3150530935716782","0.3150530935716782","0.3150530935716782"
"81036","0.3036089649644878","0.3036089649644878","0.3036089649644878"
"81300","0.3047710505507555","0.3047710505507555","0.3047710505507555"
"81563","0.31213305809700925","0.31213305809700925","0.31213305809700925"
"81825","0.31330141232516295","0.31330141232516295","0.31330141232516295"
"82086","0.3126663346238066","0.3126663346238066","0.3126663346238066"
"82347","0.29892618403403437","0.29892618403403437","0.29892618403403437"
"82606","0.30251873142719454","0.30251873142719454","0.30251873142719454"
"82866","0.3001087873183017","0.3001087873183017","0.3001087873183017"
"83126","0.3062319725227289","0.3062319725227289","0.3062319725227289"
"83386","0.3071866872588568","0.3071866872588568","0.3071866872588568"
"83647","0.30984727150953745","0.30984727150953745","0.30984727150953745"
"83908","0.30574649696499717","0.30574649696499717","0.30574649696499717"
"84164","0.30030236429890583","0.30030236429890583","0.30030236429890583"
"84427","0.30146209940257734","0.30146209940257734","0.30146209940257734"
"84692","0.3127333946076589","0.3127333946076589","0.3127333946076589"
"84955","0.3059043060567009","0.3059043060567009","0.3059043060567009"
"85217","0.30200668088863325","0.30200668088863325","0.30200668088863325"
"85476","0.30743677057645513","0.30743677057645513","0.30743677057645513"
"85733","0.30236124715927953","0.30236124715927953","0.30236124715927953"
"85993","0.2984340471619717","0.2984340471619717","0.2984340471619717"
"86256","0.3073210868001651","0.3073210868001651","0.3073210868001651"
"86512","0.30276397501128116","0.30276397501128116","0.30276397501128116"
"86772","0.307390432822335","0.307390432822335","0.307390432822335"
"87028","0.30565374907694676","0.30565374907694676","0.30565374907694676"
"87289","0.3064575956628298","0.3064575956628298","0.3064575956628298"
"87550","0.30236871197967774","0.30236871197967774","0.30236871197967774"
"87812","0.30335674881913155","0.30335674881913155","0.30335674881913155"
"88073","0.29807222056126303","0.29807222056126303","0.29807222056126303"
"88333","0.3045097442221306","0.3045097442221306","0.3045097442221306"
"88595","0.30467875921528037","0.30467875921528037","0.30467875921528037"
"88851","0.28910041392567687","0.28910041392567687","0.28910041392567687"
"89112","0.2950820928248407","0.2950820928248407","0.2950820928248407"
"89375","0.31080951455512934","0.31080951455512934","0.31080951455512934"
"89642","0.31158825165612214","0.31158825165612214","0.31158825165612214"
"89905","0.3014230245152","0.3014230245152","0.3014230245152"
"90163","0.307669193788378","0.307669193788378","0.307669193788378"
"90425","0.3061828560580631","0.3061828560580631","0.3061828560580631"
"90686","0.30682616095313836","0.30682616095313836","0.30682616095313836"
"90943","0.30436254858393597","0.30436254858393597","0.30436254858393597"
"91204","0.3099823170129989","0.3099823170129989","0.3099823170129989"
"91466","0.297780972334363","0.297780972334363","0.297780972334363"
"91728","0.30396214831803486","0.30396214831803486","0.30396214831803486"
"91986","0.3026335316140922","0.3026335316140922","0.3026335316140922"
"92245","0.3009492277831606","0.3009492277831606","0.3009492277831606"
"92505","0.30173136553389923","0.30173136553389923","0.30173136553389923"
"92767","0.3108277833603687","0.3108277833603687","0.3108277833603687"
"93030","0.3029563017186183","0.3029563017186183","0.3029563017186183"
"93295","0.3049683349951937","0.3049683349951937","0.3049683349951937"
"93561","0.3059648203013754","0.3059648203013754","0.3059648203013754"
"93825","0.30754489867111967","0.30754489867111967","0.30754489867111967"
"94087","0.3086301061914967","0.3086301061914967","0.3086301061914967"
"94347","0.3101380049364777","0.3101380049364777","0.3101380049364777"
"94608","0.30037561701401777","0.30037561701401777","0.30037561701401777"
"94867","0.30306908458040327","0.30306908458040327","0.30306908458040327"
"95131","0.30983170947423677","0.30983170947423677","0.30983170947423677"
"95392","0.2990401030356776","0.2990401030356776","0.2990401030356776"
"95656","0.3033658279010441","0.3033658279010441","0.3033658279010441"
"95915","0.30354324241536695","0.30354324241536695","0.30354324241536695"
"96179","0.309039141925413","0.309039141925413","0.309039141925413"
"96440","0.30804769076830124","0.30804769076830124","0.30804769076830124"
"96704","0.30622839698927157","0.30622839698927157","0.30622839698927157"
"96966","0.30499763005952474","0.30499763005952474","0.30499763005952474"
"97229","0.29927835690177745","0.29927835690177745","0.29927835690177745"
"97486","0.2963754768736215","0.2963754768736215","0.2963754768736215"
"97748","0.2973945165448172","0.2973945165448172","0.2973945165448172"
"98011","0.30039445639454154","0.30039445639454154","0.30039445639454154"
"98270","0.2975924882589355","0.2975924882589355","0.2975924882589355"
"98533","0.31121469346584585","0.31121469346584585","0.31121469346584585"
"98800","0.30392985495449176","0.30392985495449176","0.30392985495449176"
"99062","0.30118131420170685","0.30118131420170685","0.30118131420170685"
"99324","0.30114679090422325","0.30114679090422325","0.30114679090422325"
"99583","0.301471986460148","0.301471986460148","0.301471986460148"
"99847","0.2988272384386842","0.2988272384386842","0.2988272384386842"
"100107","0.3020667277995163","0.3020667277995163","0.3020667277995163"
"100370","0.30538152642844657","0.30538152642844657","0.30538152642844657"
"100633","0.3023915357066212","0.3023915357066212","0.3023915357066212"
"100896","0.3063796965057182","0.3063796965057182","0.3063796965057182"
"101156","0.29616314377164316","0.29616314377164316","0.29616314377164316"
"101416","0.305467071336035","0.305467071336035","0.305467071336035"
"101677","0.30102310558755174","0.30102310558755174","0.30102310558755174"
"101934","0.3101887516196232","0.3101887516196232","0.3101887516196232"
"102192","0.30255857460820135","0.30255857460820135","0.30255857460820135"
"102454","0.30975579329404923","0.30975579329404923","0.30975579329404923"
"102714","0.31098322627577507","0.31098322627577507","0.31098322627577507"
"102974","0.2991219073780228","0.2991219073780228","0.2991219073780228"
"103237","0.30899504703146313","0.30899504703146313","0.30899504703146313"
"103499","0.30622821625014457","0.30622821625014457","0.30622821625014457"
"103762","0.3113224985295744","0.3113224985295744","0.3113224985295744"
"104022","0.2967519873785092","0.2967519873785092","0.2967519873785092"
"104288","0.3069663196099529","0.3069663196099529","0.3069663196099529"
"104550","0.30253098546144785","0.30253098546144785","0.30253098546144785"
"104812","0.30972617306771927","0.30972617306771927","0.30972617306771927"
"105076","0.31987847232501054","0.31987847232501054","0.31987847232501054"
"105336","0.3033684879516388","0.3033684879516388","0.3033684879516388"
"105601","0.30407248805618264","0.30407248805618264","0.30407248805618264"
"105861","0.29860935725027404","0.29860935725027404","0.29860935725027404"
"106124","0.3050783869023717","0.3050783869023717","0.3050783869023717"
"106387","0.30666449651992234","0.30666449651992234","0.30666449651992234"
"106646","0.29675091259798636","0.29675091259798636","0.29675091259798636"
"106907","0.3055157305208631","0.3055157305208631","0.3055157305208631"
"107169","0.3026990402597882","0.3026990402597882","0.3026990402597882"
"107432","0.2988762233519055","0.2988762233519055","0.2988762233519055"
"107690","0.3006853212205869","0.3006853212205869","0.3006853212205869"
"107954","0.3052931636373455","0.3052931636373455","0.3052931636373455"
"108217","0.30457582678522827","0.30457582678522827","0.30457582678522827"
"108477","0.2977909349499166","0.2977909349499166","0.2977909349499166"
"108736","0.30181063486313975","0.30181063486313975","0.30181063486313975"
"109003","0.3004143137083558","0.3004143137083558","0.3004143137083558"
"109262","0.2969750412926909","0.2969750412926909","0.2969750412926909"
"109523","0.2948792385509633","0.2948792385509633","0.2948792385509633"
"109784","0.3047769358657116","0.3047769358657116","0.3047769358657116"
"110045","0.29865104472383125","0.29865104472383125","0.29865104472383125"
"110312","0.30731577398332705","0.30731577398332705","0.30731577398332705"
"110572","0.29976733136736444","0.29976733136736444","0.29976733136736444"
"110835","0.3082869420909342","0.3082869420909342","0.3082869420909342"
"111101","0.3052704819724223","0.3052704819724223","0.3052704819724223"
"111362","0.29893796032487124","0.29893796032487124","0.29893796032487124"
"111623","0.2986375737773623","0.2986375737773623","0.2986375737773623"
"111883","0.2954793336809777","0.2954793336809777","0.2954793336809777"
"112143","0.30000344981458127","0.30000344981458127","0.30000344981458127"
"112402","0.2971424776204143","0.2971424776204143","0.2971424776204143"
"112663","0.3111039141408356","0.3111039141408356","0.3111039141408356"
"112923","0.3042658842394443","0.3042658842394443","0.3042658842394443"
"113188","0.3002721155329901","0.3002721155329901","0.3002721155329901"
"113448","0.2928224367048016","0.2928224367048016","0.2928224367048016"
"113712","0.306102139915767","0.306102139915767","0.306102139915767"
