Step,1.g.4_0_0.0001 - average_loss,1.g.4_0_0.0001 - average_loss__MIN,1.g.4_0_0.0001 - average_loss__MAX
255,1.06866758716531,1.06866758716531,1.06866758716531
514,0.952001042493676,0.952001042493676,0.952001042493676
778,0.991739311792436,0.991739311792436,0.991739311792436
1044,1.13224034133738,1.13224034133738,1.13224034133738
1300,0.940051326997803,0.940051326997803,0.940051326997803
1565,1.04824023382551,1.04824023382551,1.04824023382551
1830,0.904412593997997,0.904412593997997,0.904412593997997
2091,0.99768160008597,0.99768160008597,0.99768160008597
2337,1.01693309310123,1.01693309310123,1.01693309310123
2603,1.04547453875442,1.04547453875442,1.04547453875442
2847,1.02157387692067,1.02157387692067,1.02157387692067
3109,1.02263475590972,1.02263475590972,1.02263475590972
3377,0.960396049526718,0.960396049526718,0.960396049526718
3626,1.08603929394982,1.08603929394982,1.08603929394982
3889,0.948676528903188,0.948676528903188,0.948676528903188
4139,0.878851708357108,0.878851708357108,0.878851708357108
4406,0.917542065122622,0.917542065122622,0.917542065122622
4667,1.15417727979624,1.15417727979624,1.15417727979624
4934,1.0210365352582,1.0210365352582,1.0210365352582
5198,0.994907971085006,0.994907971085006,0.994907971085006
5462,1.07670835030385,1.07670835030385,1.07670835030385
5721,1.01878566399862,1.01878566399862,1.01878566399862
5980,1.07468571057198,1.07468571057198,1.07468571057198
6248,1.04651029086758,1.04651029086758,1.04651029086758
6517,1.13462406398615,1.13462406398615,1.13462406398615
6772,0.955975140439885,0.955975140439885,0.955975140439885
7030,0.997753686678287,0.997753686678287,0.997753686678287
7283,1.0101879198575,1.0101879198575,1.0101879198575
7543,0.87270215097831,0.87270215097831,0.87270215097831
7804,0.951073591293836,0.951073591293836,0.951073591293836
8069,1.22819978786722,1.22819978786722,1.22819978786722
8333,0.933059026481998,0.933059026481998,0.933059026481998
8585,0.941778393758944,0.941778393758944,0.941778393758944
8847,0.889568003093844,0.889568003093844,0.889568003093844
9111,0.988411437646998,0.988411437646998,0.988411437646998
9380,1.09496533927925,1.09496533927925,1.09496533927925
9639,1.00766444042108,1.00766444042108,1.00766444042108
9897,1.13130396534431,1.13130396534431,1.13130396534431
10156,0.987719615379265,0.987719615379265,0.987719615379265
10417,1.01553227006565,1.01553227006565,1.01553227006565
10684,0.961970754843973,0.961970754843973,0.961970754843973
10941,0.979451928003975,0.979451928003975,0.979451928003975
11211,1.08726380179722,1.08726380179722,1.08726380179722
11482,0.996553560057051,0.996553560057051,0.996553560057051
11739,0.913525155655764,0.913525155655764,0.913525155655764
12008,1.04137464110692,1.04137464110692,1.04137464110692
12273,0.948213368765216,0.948213368765216,0.948213368765216
12535,0.943313236018124,0.943313236018124,0.943313236018124
12796,0.957951619651702,0.957951619651702,0.957951619651702
13063,1.05024047293198,1.05024047293198,1.05024047293198
13329,1.12795909444287,1.12795909444287,1.12795909444287
13592,0.93386996001319,0.93386996001319,0.93386996001319
13864,1.13515304830406,1.13515304830406,1.13515304830406
14105,0.985864512050308,0.985864512050308,0.985864512050308
14361,1.06383529244814,1.06383529244814,1.06383529244814
14632,1.08562909393293,1.08562909393293,1.08562909393293
14902,1.05633236455339,1.05633236455339,1.05633236455339
15169,1.02651666352437,1.02651666352437,1.02651666352437
15440,1.0554282586213,1.0554282586213,1.0554282586213
15697,1.0541113474888,1.0541113474888,1.0541113474888
15960,0.979392229247098,0.979392229247098,0.979392229247098
16220,1.04268275792201,1.04268275792201,1.04268275792201
16485,0.940309759824914,0.940309759824914,0.940309759824914
16738,0.974869236186775,0.974869236186775,0.974869236186775
16989,1.00998744788599,1.00998744788599,1.00998744788599
17231,0.835986516590723,0.835986516590723,0.835986516590723
17486,1.04663199243504,1.04663199243504,1.04663199243504
17749,0.99592889926263,0.99592889926263,0.99592889926263
18001,0.912467358232265,0.912467358232265,0.912467358232265
18262,1.04752778804885,1.04752778804885,1.04752778804885
18515,0.991017990055503,0.991017990055503,0.991017990055503
18782,0.901993380380174,0.901993380380174,0.901993380380174
19039,0.994194490172797,0.994194490172797,0.994194490172797
19303,1.08756756392277,1.08756756392277,1.08756756392277
19569,1.02030771974559,1.02030771974559,1.02030771974559
19831,0.992919788524917,0.992919788524917,0.992919788524917
20092,1.08028212760958,1.08028212760958,1.08028212760958
20363,1.04739213013176,1.04739213013176,1.04739213013176
20624,0.996965268448952,0.996965268448952,0.996965268448952
20882,1.02339906541079,1.02339906541079,1.02339906541079
21148,1.21352844646839,1.21352844646839,1.21352844646839
21419,0.953746693598893,0.953746693598893,0.953746693598893
21670,1.10139074492596,1.10139074492596,1.10139074492596
21930,0.927370140183692,0.927370140183692,0.927370140183692
22199,1.04795868505622,1.04795868505622,1.04795868505622
22466,0.947369059193329,0.947369059193329,0.947369059193329
22737,0.934551314289008,0.934551314289008,0.934551314289008
23003,1.05388825362752,1.05388825362752,1.05388825362752
23267,1.01828687568952,1.01828687568952,1.01828687568952
23521,0.938927766420651,0.938927766420651,0.938927766420651
23784,1.01538741235309,1.01538741235309,1.01538741235309
24041,1.07967227174239,1.07967227174239,1.07967227174239
24308,0.992142397903458,0.992142397903458,0.992142397903458
24549,1.00325037945639,1.00325037945639,1.00325037945639
24815,0.981249666659375,0.981249666659375,0.981249666659375
25081,1.07610875827726,1.07610875827726,1.07610875827726
25346,0.910277996052908,0.910277996052908,0.910277996052908
25616,0.998827033350651,0.998827033350651,0.998827033350651
25872,1.04557533609555,1.04557533609555,1.04557533609555
26128,1.00947175438769,1.00947175438769,1.00947175438769
26397,0.956430451646403,0.956430451646403,0.956430451646403
26667,0.997304174869968,0.997304174869968,0.997304174869968
26922,1.00313044310228,1.00313044310228,1.00313044310228
27185,0.958857204340683,0.958857204340683,0.958857204340683
27453,0.969447781864512,0.969447781864512,0.969447781864512
