"Step","fine tune drop_0_1e-05 - average_loss","fine tune drop_0_1e-05 - average_loss__MIN","fine tune drop_0_1e-05 - average_loss__MAX"
"262","0.367254448076356","0.367254448076356","0.367254448076356"
"526","0.3567281736246528","0.3567281736246528","0.3567281736246528"
"787","0.36996320464396887","0.36996320464396887","0.36996320464396887"
"1051","0.36448327326127944","0.36448327326127944","0.36448327326127944"
"1317","0.3728458012990696","0.3728458012990696","0.3728458012990696"
"1580","0.36786441195610453","0.36786441195610453","0.36786441195610453"
"1846","0.3539116887706714","0.3539116887706714","0.3539116887706714"
"2106","0.37251219896514665","0.37251219896514665","0.37251219896514665"
"2366","0.36161289922448714","0.36161289922448714","0.36161289922448714"
"2623","0.3386677244901082","0.3386677244901082","0.3386677244901082"
"2884","0.364909687367429","0.364909687367429","0.364909687367429"
"3145","0.345787332380835","0.345787332380835","0.345787332380835"
"3410","0.36181750630423654","0.36181750630423654","0.36181750630423654"
"3673","0.35185106347240647","0.35185106347240647","0.35185106347240647"
"3930","0.3554474233873547","0.3554474233873547","0.3554474233873547"
"4189","0.3520456701893216","0.3520456701893216","0.3520456701893216"
"4451","0.3405289117831995","0.3405289117831995","0.3405289117831995"
"4713","0.3600906137445267","0.3600906137445267","0.3600906137445267"
"4978","0.346614115175623","0.346614115175623","0.346614115175623"
"5244","0.35232073182758306","0.35232073182758306","0.35232073182758306"
"5504","0.35831247516207476","0.35831247516207476","0.35831247516207476"
"5762","0.3547402976422518","0.3547402976422518","0.3547402976422518"
"6020","0.3485567099902815","0.3485567099902815","0.3485567099902815"
"6279","0.3489929933062282","0.3489929933062282","0.3489929933062282"
"6539","0.344454885609288","0.344454885609288","0.344454885609288"
"6803","0.3528970641567825","0.3528970641567825","0.3528970641567825"
"7068","0.35154182723669114","0.35154182723669114","0.35154182723669114"
"7328","0.34982149677183405","0.34982149677183405","0.34982149677183405"
"7591","0.33562611394416964","0.33562611394416964","0.33562611394416964"
"7851","0.33353624269614146","0.33353624269614146","0.33353624269614146"
"8115","0.3536925329956367","0.3536925329956367","0.3536925329956367"
"8375","0.32291725823491585","0.32291725823491585","0.32291725823491585"
"8634","0.34151956210547646","0.34151956210547646","0.34151956210547646"
"8891","0.3322358645034552","0.3322358645034552","0.3322358645034552"
"9158","0.3487518013046422","0.3487518013046422","0.3487518013046422"
"9421","0.33561397145956867","0.33561397145956867","0.33561397145956867"
"9681","0.32473690030069485","0.32473690030069485","0.32473690030069485"
"9942","0.3360330093719004","0.3360330093719004","0.3360330093719004"
"10208","0.3490754384769595","0.3490754384769595","0.3490754384769595"
"10472","0.3603829564742904","0.3603829564742904","0.3603829564742904"
"10734","0.3548506499780875","0.3548506499780875","0.3548506499780875"
"10997","0.32443009510922977","0.32443009510922977","0.32443009510922977"
"11257","0.3329080038836005","0.3329080038836005","0.3329080038836005"
"11517","0.3355776346026355","0.3355776346026355","0.3355776346026355"
"11780","0.3356796766629624","0.3356796766629624","0.3356796766629624"
"12041","0.3188867792266929","0.3188867792266929","0.3188867792266929"
"12303","0.324852844517848","0.324852844517848","0.324852844517848"
"12562","0.33857456721173945","0.33857456721173945","0.33857456721173945"
"12823","0.34364514851127254","0.34364514851127254","0.34364514851127254"
"13081","0.3183804733214933","0.3183804733214933","0.3183804733214933"
"13344","0.34020520740167853","0.34020520740167853","0.34020520740167853"
"13611","0.3479699486231656","0.3479699486231656","0.3479699486231656"
"13871","0.32318927520760693","0.32318927520760693","0.32318927520760693"
"14135","0.3371771128034616","0.3371771128034616","0.3371771128034616"
"14402","0.34273571055945967","0.34273571055945967","0.34273571055945967"
"14660","0.32356036441003827","0.32356036441003827","0.32356036441003827"
"14922","0.3274627876316443","0.3274627876316443","0.3274627876316443"
"15188","0.3361493592524174","0.3361493592524174","0.3361493592524174"
"15444","0.35180359256407606","0.35180359256407606","0.35180359256407606"
"15703","0.3298334677942008","0.3298334677942008","0.3298334677942008"
"15963","0.33164613032812396","0.33164613032812396","0.33164613032812396"
"16224","0.3145196028415362","0.3145196028415362","0.3145196028415362"
"16484","0.3377700493028477","0.3377700493028477","0.3377700493028477"
"16744","0.3257623686781298","0.3257623686781298","0.3257623686781298"
"17004","0.3290744725970723","0.3290744725970723","0.3290744725970723"
"17266","0.325024561396469","0.325024561396469","0.325024561396469"
"17527","0.3229145037876289","0.3229145037876289","0.3229145037876289"
"17794","0.34284914891375007","0.34284914891375007","0.34284914891375007"
"18054","0.33798837286893696","0.33798837286893696","0.33798837286893696"
"18309","0.3298543160486855","0.3298543160486855","0.3298543160486855"
"18569","0.34443500426375323","0.34443500426375323","0.34443500426375323"
"18830","0.33227887885606044","0.33227887885606044","0.33227887885606044"
"19092","0.3139772602810836","0.3139772602810836","0.3139772602810836"
"19350","0.3282029111743855","0.3282029111743855","0.3282029111743855"
"19612","0.33482907106655246","0.33482907106655246","0.33482907106655246"
"19873","0.3012801168684986","0.3012801168684986","0.3012801168684986"
"20133","0.3307147353500973","0.3307147353500973","0.3307147353500973"
"20393","0.3252538047043247","0.3252538047043247","0.3252538047043247"
"20655","0.3366770459896173","0.3366770459896173","0.3366770459896173"
"20922","0.3299890388922966","0.3299890388922966","0.3299890388922966"
"21190","0.33217501060894133","0.33217501060894133","0.33217501060894133"
"21452","0.31507881006939875","0.31507881006939875","0.31507881006939875"
"21712","0.3321812672378697","0.3321812672378697","0.3321812672378697"
"21973","0.33148527451348153","0.33148527451348153","0.33148527451348153"
"22232","0.31924230442605184","0.31924230442605184","0.31924230442605184"
"22493","0.3176337817077113","0.3176337817077113","0.3176337817077113"
"22758","0.326324065237741","0.326324065237741","0.326324065237741"
"23021","0.3404645574786297","0.3404645574786297","0.3404645574786297"
"23281","0.3264469823843962","0.3264469823843962","0.3264469823843962"
"23545","0.3303422635410586","0.3303422635410586","0.3303422635410586"
"23807","0.32208815325376156","0.32208815325376156","0.32208815325376156"
"24067","0.3103953771559126","0.3103953771559126","0.3103953771559126"
"24327","0.313662479366044","0.313662479366044","0.313662479366044"
"24587","0.3238396611064448","0.3238396611064448","0.3238396611064448"
"24850","0.3134081899982889","0.3134081899982889","0.3134081899982889"
"25113","0.3234079230297396","0.3234079230297396","0.3234079230297396"
"25371","0.318557362281026","0.318557362281026","0.318557362281026"
"25631","0.34800595209375246","0.34800595209375246","0.34800595209375246"
"25896","0.3119190022525079","0.3119190022525079","0.3119190022525079"
"26156","0.32844912994906555","0.32844912994906555","0.32844912994906555"
"26420","0.30383088891946636","0.30383088891946636","0.30383088891946636"
"26683","0.327296215818808","0.327296215818808","0.327296215818808"
"26943","0.3197349668203527","0.3197349668203527","0.3197349668203527"
"27207","0.3178957008930011","0.3178957008930011","0.3178957008930011"
"27467","0.32377760653522136","0.32377760653522136","0.32377760653522136"
"27727","0.3255664312492828","0.3255664312492828","0.3255664312492828"
"27989","0.32490504137718956","0.32490504137718956","0.32490504137718956"
"28251","0.32013399156391664","0.32013399156391664","0.32013399156391664"
"28514","0.32170918524923614","0.32170918524923614","0.32170918524923614"
"28773","0.31093287550169246","0.31093287550169246","0.31093287550169246"
"29033","0.32953611198256716","0.32953611198256716","0.32953611198256716"
"29295","0.3358576692370326","0.3358576692370326","0.3358576692370326"
"29554","0.3175469236845002","0.3175469236845002","0.3175469236845002"
"29814","0.3133155865477163","0.3133155865477163","0.3133155865477163"
"30074","0.31917950168099196","0.31917950168099196","0.31917950168099196"
"30336","0.3224936998499013","0.3224936998499013","0.3224936998499013"
"30596","0.32082070648835603","0.32082070648835603","0.32082070648835603"
"30858","0.3278386519869153","0.3278386519869153","0.3278386519869153"
"31121","0.31473024623938844","0.31473024623938844","0.31473024623938844"
"31378","0.321424274470365","0.321424274470365","0.321424274470365"
"31643","0.33131846961532574","0.33131846961532574","0.33131846961532574"
"31904","0.33096096755311816","0.33096096755311816","0.33096096755311816"
"32162","0.3242592603041655","0.3242592603041655","0.3242592603041655"
"32423","0.3191354216355197","0.3191354216355197","0.3191354216355197"
"32686","0.3327109853181203","0.3327109853181203","0.3327109853181203"
"32949","0.32363865014476173","0.32363865014476173","0.32363865014476173"
"33213","0.31959075496829736","0.31959075496829736","0.31959075496829736"
"33478","0.3263664334128064","0.3263664334128064","0.3263664334128064"
"33737","0.309338149556397","0.309338149556397","0.309338149556397"
"34000","0.31214727783529117","0.31214727783529117","0.31214727783529117"
"34260","0.3231370278137407","0.3231370278137407","0.3231370278137407"
"34522","0.31465140911782463","0.31465140911782463","0.31465140911782463"
"34784","0.3179737611710624","0.3179737611710624","0.3179737611710624"
"35046","0.3319930110391996","0.3319930110391996","0.3319930110391996"
"35305","0.3016875017900936","0.3016875017900936","0.3016875017900936"
"35567","0.31710920945838084","0.31710920945838084","0.31710920945838084"
"35830","0.32439018200897796","0.32439018200897796","0.32439018200897796"
"36094","0.3203470775300235","0.3203470775300235","0.3203470775300235"
"36355","0.3211217433349476","0.3211217433349476","0.3211217433349476"
"36615","0.30987567218528383","0.30987567218528383","0.30987567218528383"
"36883","0.32248075224698836","0.32248075224698836","0.32248075224698836"
"37143","0.3193980176563792","0.3193980176563792","0.3193980176563792"
"37400","0.31228784416778854","0.31228784416778854","0.31228784416778854"
"37661","0.3315847093677201","0.3315847093677201","0.3315847093677201"
"37918","0.3060772775056526","0.3060772775056526","0.3060772775056526"
"38184","0.3106887281502288","0.3106887281502288","0.3106887281502288"
"38441","0.3159003033769993","0.3159003033769993","0.3159003033769993"
"38706","0.347085571095097","0.347085571095097","0.347085571095097"
"38966","0.31010066474368875","0.31010066474368875","0.31010066474368875"
"39228","0.29730056161095303","0.29730056161095303","0.29730056161095303"
"39494","0.32897400106108443","0.32897400106108443","0.32897400106108443"
"39757","0.3170276187086005","0.3170276187086005","0.3170276187086005"
"40016","0.3208067191996585","0.3208067191996585","0.3208067191996585"
"40281","0.32030618659445914","0.32030618659445914","0.32030618659445914"
"40541","0.3093827519957118","0.3093827519957118","0.3093827519957118"
"40803","0.31911263512033605","0.31911263512033605","0.31911263512033605"
"41065","0.3285850776366215","0.3285850776366215","0.3285850776366215"
"41326","0.30410058681470753","0.30410058681470753","0.30410058681470753"
"41588","0.3086523563262145","0.3086523563262145","0.3086523563262145"
"41850","0.3066121592379718","0.3066121592379718","0.3066121592379718"
"42107","0.3026370117820429","0.3026370117820429","0.3026370117820429"
"42370","0.32326543549220244","0.32326543549220244","0.32326543549220244"
"42627","0.30514841977800156","0.30514841977800156","0.30514841977800156"
"42889","0.2953529462052536","0.2953529462052536","0.2953529462052536"
"43154","0.3245303895441311","0.3245303895441311","0.3245303895441311"
"43415","0.32843572256370024","0.32843572256370024","0.32843572256370024"
"43681","0.3088301940088573","0.3088301940088573","0.3088301940088573"
"43943","0.3200605298475883","0.3200605298475883","0.3200605298475883"
"44203","0.3197618346887051","0.3197618346887051","0.3197618346887051"
"44468","0.2978697776694723","0.2978697776694723","0.2978697776694723"
"44729","0.3064550059222742","0.3064550059222742","0.3064550059222742"
"44993","0.31186291157360535","0.31186291157360535","0.31186291157360535"
"45256","0.3339488312813636","0.3339488312813636","0.3339488312813636"
"45517","0.31704690857003776","0.31704690857003776","0.31704690857003776"
"45783","0.3025522773869421","0.3025522773869421","0.3025522773869421"
"46044","0.32181959665664206","0.32181959665664206","0.32181959665664206"
"46306","0.2950158483250384","0.2950158483250384","0.2950158483250384"
"46569","0.317268377787411","0.317268377787411","0.317268377787411"
"46833","0.2948027910795147","0.2948027910795147","0.2948027910795147"
"47098","0.3175070129202312","0.3175070129202312","0.3175070129202312"
"47362","0.321057108880032","0.321057108880032","0.321057108880032"
"47624","0.3043037474527476","0.3043037474527476","0.3043037474527476"
"47883","0.30973881301566375","0.30973881301566375","0.30973881301566375"
"48143","0.30672110653541623","0.30672110653541623","0.30672110653541623"
"48407","0.3370557436637407","0.3370557436637407","0.3370557436637407"
"48672","0.29888902684348084","0.29888902684348084","0.29888902684348084"
"48937","0.2987896468163843","0.2987896468163843","0.2987896468163843"
"49195","0.3035990427389987","0.3035990427389987","0.3035990427389987"
"49458","0.30379329537185407","0.30379329537185407","0.30379329537185407"
"49717","0.29045234165502454","0.29045234165502454","0.29045234165502454"
"49984","0.31509863614619565","0.31509863614619565","0.31509863614619565"
"50241","0.2942433019057417","0.2942433019057417","0.2942433019057417"
"50506","0.31036569872232134","0.31036569872232134","0.31036569872232134"
"50768","0.3091007874584766","0.3091007874584766","0.3091007874584766"
"51030","0.29386428911190404","0.29386428911190404","0.29386428911190404"
"51290","0.2954190873517151","0.2954190873517151","0.2954190873517151"
"51550","0.3148225567152027","0.3148225567152027","0.3148225567152027"
"51815","0.3166703285140895","0.3166703285140895","0.3166703285140895"
"52069","0.3192168646684021","0.3192168646684021","0.3192168646684021"
"52333","0.3173489272655774","0.3173489272655774","0.3173489272655774"
"52592","0.29857922102126816","0.29857922102126816","0.29857922102126816"
"52855","0.29988660903420067","0.29988660903420067","0.29988660903420067"
"53117","0.31298610592176906","0.31298610592176906","0.31298610592176906"
"53381","0.2962103070256112","0.2962103070256112","0.2962103070256112"
"53645","0.3158733324823806","0.3158733324823806","0.3158733324823806"
"53909","0.3116416075881699","0.3116416075881699","0.3116416075881699"
"54170","0.29282689005794","0.29282689005794","0.29282689005794"
"54428","0.2971101563500464","0.2971101563500464","0.2971101563500464"
"54687","0.31277436945468323","0.31277436945468323","0.31277436945468323"
"54951","0.32112985195323923","0.32112985195323923","0.32112985195323923"
"55215","0.3202313516570124","0.3202313516570124","0.3202313516570124"
"55483","0.29726360993454637","0.29726360993454637","0.29726360993454637"
"55745","0.3236219956000161","0.3236219956000161","0.3236219956000161"
"56001","0.3067832938133485","0.3067832938133485","0.3067832938133485"
"56262","0.30594537292409824","0.30594537292409824","0.30594537292409824"
"56527","0.2941500187110021","0.2941500187110021","0.2941500187110021"
"56789","0.3000237677569254","0.3000237677569254","0.3000237677569254"
"57053","0.31245142175420343","0.31245142175420343","0.31245142175420343"
"57316","0.30712070827095167","0.30712070827095167","0.30712070827095167"
"57581","0.33624485591433234","0.33624485591433234","0.33624485591433234"
"57843","0.31566426721067264","0.31566426721067264","0.31566426721067264"
"58104","0.2974253122410477","0.2974253122410477","0.2974253122410477"
"58365","0.3376720052734992","0.3376720052734992","0.3376720052734992"
"58630","0.30101781566680863","0.30101781566680863","0.30101781566680863"
"58889","0.3180079448134531","0.3180079448134531","0.3180079448134531"
"59151","0.30962771556895446","0.30962771556895446","0.30962771556895446"
"59413","0.3227970140077011","0.3227970140077011","0.3227970140077011"
"59670","0.2880299291452957","0.2880299291452957","0.2880299291452957"
"59927","0.2995131334471033","0.2995131334471033","0.2995131334471033"
"60189","0.29161751906607924","0.29161751906607924","0.29161751906607924"
"60450","0.318567551000482","0.318567551000482","0.318567551000482"
"60709","0.3164127175569283","0.3164127175569283","0.3164127175569283"
"60971","0.30889476927396425","0.30889476927396425","0.30889476927396425"
"61231","0.30511662895964636","0.30511662895964636","0.30511662895964636"
"61495","0.32939968851624074","0.32939968851624074","0.32939968851624074"
"61755","0.2989846247096256","0.2989846247096256","0.2989846247096256"
"62016","0.296186578128395","0.296186578128395","0.296186578128395"
"62273","0.30479997447188895","0.30479997447188895","0.30479997447188895"
"62536","0.3159308558742078","0.3159308558742078","0.3159308558742078"
"62798","0.2980956110538878","0.2980956110538878","0.2980956110538878"
"63060","0.31326651841806163","0.31326651841806163","0.31326651841806163"
"63323","0.32534314536582915","0.32534314536582915","0.32534314536582915"
"63587","0.31184360827176305","0.31184360827176305","0.31184360827176305"
"63850","0.30165908613774883","0.30165908613774883","0.30165908613774883"
"64110","0.33287399487239816","0.33287399487239816","0.33287399487239816"
"64371","0.31721808217090147","0.31721808217090147","0.31721808217090147"
"64626","0.2883379620267148","0.2883379620267148","0.2883379620267148"
"64889","0.2943872561180363","0.2943872561180363","0.2943872561180363"
"65153","0.30326113011488937","0.30326113011488937","0.30326113011488937"
"65413","0.322255748622745","0.322255748622745","0.322255748622745"
"65673","0.30090469106255263","0.30090469106255263","0.30090469106255263"
"65933","0.3016820338351355","0.3016820338351355","0.3016820338351355"
"66196","0.28888698949073494","0.28888698949073494","0.28888698949073494"
"66455","0.2889136875513705","0.2889136875513705","0.2889136875513705"
"66718","0.3074679123724421","0.3074679123724421","0.3074679123724421"
"66980","0.29359170738748563","0.29359170738748563","0.29359170738748563"
"67241","0.31257260947220256","0.31257260947220256","0.31257260947220256"
"67502","0.31260119948438003","0.31260119948438003","0.31260119948438003"
"67768","0.30450115710504916","0.30450115710504916","0.30450115710504916"
"68031","0.32244507803542755","0.32244507803542755","0.32244507803542755"
"68293","0.3187074461352712","0.3187074461352712","0.3187074461352712"
"68556","0.30208583122862365","0.30208583122862365","0.30208583122862365"
"68817","0.30316047084763614","0.30316047084763614","0.30316047084763614"
"69079","0.3082799459258536","0.3082799459258536","0.3082799459258536"
"69342","0.33625924016778297","0.33625924016778297","0.33625924016778297"
"69604","0.31137352898716736","0.31137352898716736","0.31137352898716736"
"69865","0.2950624033097339","0.2950624033097339","0.2950624033097339"
"70124","0.294927759797278","0.294927759797278","0.294927759797278"
"70381","0.2929676509017764","0.2929676509017764","0.2929676509017764"
"70644","0.30018560711757436","0.30018560711757436","0.30018560711757436"
"70907","0.29347760587006977","0.29347760587006977","0.29347760587006977"
