"Step","1.shuffle_0_0.0001 - average_loss","1.shuffle_0_0.0001 - average_loss__MIN","1.shuffle_0_0.0001 - average_loss__MAX"
"12271","0.42450633259376386","0.42450633259376386","0.42450633259376386"
"12534","0.4313152390089552","0.4313152390089552","0.4313152390089552"
"12798","0.4263298700300028","0.4263298700300028","0.4263298700300028"
"13061","0.4293864540699305","0.4293864540699305","0.4293864540699305"
"13326","0.4277912909657044","0.4277912909657044","0.4277912909657044"
"13592","0.4236414185550092","0.4236414185550092","0.4236414185550092"
"13856","0.42767954869764563","0.42767954869764563","0.42767954869764563"
"14115","0.4053839217579945","0.4053839217579945","0.4053839217579945"
"14373","0.4225431776618979","0.4225431776618979","0.4225431776618979"
"14637","0.41116775365476055","0.41116775365476055","0.41116775365476055"
"14900","0.40562313200496275","0.40562313200496275","0.40562313200496275"
"15162","0.4093988725752658","0.4093988725752658","0.4093988725752658"
"15423","0.3990198663961967","0.3990198663961967","0.3990198663961967"
"15681","0.4148875113564016","0.4148875113564016","0.4148875113564016"
"15940","0.4032494075230202","0.4032494075230202","0.4032494075230202"
"16201","0.3992793892035788","0.3992793892035788","0.3992793892035788"
"16466","0.41460077302657405","0.41460077302657405","0.41460077302657405"
"16730","0.40841799474785195","0.40841799474785195","0.40841799474785195"
"16989","0.4025690397587963","0.4025690397587963","0.4025690397587963"
"17254","0.40718625312236917","0.40718625312236917","0.40718625312236917"
"17519","0.40521335599705915","0.40521335599705915","0.40521335599705915"
"17780","0.3983768806527209","0.3983768806527209","0.3983768806527209"
"18043","0.4108132845846552","0.4108132845846552","0.4108132845846552"
"18303","0.4052270285823557","0.4052270285823557","0.4052270285823557"
"18563","0.40041978595724614","0.40041978595724614","0.40041978595724614"
"18825","0.40263311691112985","0.40263311691112985","0.40263311691112985"
"19084","0.4005671526799917","0.4005671526799917","0.4005671526799917"
"19346","0.3932665386645991","0.3932665386645991","0.3932665386645991"
"19609","0.3840677146117126","0.3840677146117126","0.3840677146117126"
"19872","0.3978296673242286","0.3978296673242286","0.3978296673242286"
"20131","0.39536335708669806","0.39536335708669806","0.39536335708669806"
"20392","0.3940434798404996","0.3940434798404996","0.3940434798404996"
"20653","0.38569248218686797","0.38569248218686797","0.38569248218686797"
"20912","0.3852151388205799","0.3852151388205799","0.3852151388205799"
"21173","0.3812579172008278","0.3812579172008278","0.3812579172008278"
"21433","0.390733794323472","0.390733794323472","0.390733794323472"
"21696","0.38611810900990595","0.38611810900990595","0.38611810900990595"
"21957","0.3948029459192851","0.3948029459192851","0.3948029459192851"
"22220","0.3875191808875763","0.3875191808875763","0.3875191808875763"
"22478","0.3964585497971754","0.3964585497971754","0.3964585497971754"
"22738","0.37869695087152594","0.37869695087152594","0.37869695087152594"
"23002","0.38233568490139375","0.38233568490139375","0.38233568490139375"
"23262","0.3931625445086523","0.3931625445086523","0.3931625445086523"
"23519","0.38180270770297553","0.38180270770297553","0.38180270770297553"
"23784","0.39014689090518834","0.39014689090518834","0.39014689090518834"
"24047","0.38132612116388837","0.38132612116388837","0.38132612116388837"
"24303","0.37228993305105046","0.37228993305105046","0.37228993305105046"
"24561","0.37817028360027805","0.37817028360027805","0.37817028360027805"
"24823","0.39485067255034484","0.39485067255034484","0.39485067255034484"
"25088","0.3875298586120843","0.3875298586120843","0.3875298586120843"
"25352","0.3876234494219358","0.3876234494219358","0.3876234494219358"
"25612","0.3807235186206085","0.3807235186206085","0.3807235186206085"
"25874","0.3834889561536336","0.3834889561536336","0.3834889561536336"
"26134","0.3761900782191123","0.3761900782191123","0.3761900782191123"
"26395","0.37793177470141837","0.37793177470141837","0.37793177470141837"
"26653","0.37641886231205407","0.37641886231205407","0.37641886231205407"
"26911","0.37471345324559807","0.37471345324559807","0.37471345324559807"
"27173","0.3755489549828864","0.3755489549828864","0.3755489549828864"
"27431","0.36049895927269693","0.36049895927269693","0.36049895927269693"
"27689","0.36604245610792063","0.36604245610792063","0.36604245610792063"
"27954","0.3728037145551083","0.3728037145551083","0.3728037145551083"
"28215","0.3682179706120501","0.3682179706120501","0.3682179706120501"
"28484","0.3758772266522915","0.3758772266522915","0.3758772266522915"
"28745","0.36769481104592444","0.36769481104592444","0.36769481104592444"
"29008","0.3765614438516941","0.3765614438516941","0.3765614438516941"
"29271","0.37413465437778043","0.37413465437778043","0.37413465437778043"
"29534","0.3676749864706465","0.3676749864706465","0.3676749864706465"
"29794","0.36558910906012704","0.36558910906012704","0.36558910906012704"
"30056","0.37271350774583445","0.37271350774583445","0.37271350774583445"
"30317","0.3691319299772508","0.3691319299772508","0.3691319299772508"
"30578","0.37021943326890255","0.37021943326890255","0.37021943326890255"
"30842","0.36428390385073117","0.36428390385073117","0.36428390385073117"
"31102","0.3749884762120648","0.3749884762120648","0.3749884762120648"
"31361","0.3587145819625339","0.3587145819625339","0.3587145819625339"
"31625","0.35979229372627963","0.35979229372627963","0.35979229372627963"
"31885","0.3606612766759013","0.3606612766759013","0.3606612766759013"
"32146","0.3743311669093206","0.3743311669093206","0.3743311669093206"
"32412","0.3724908937509832","0.3724908937509832","0.3724908937509832"
"32674","0.3603397279441044","0.3603397279441044","0.3603397279441044"
"32935","0.3634299240280228","0.3634299240280228","0.3634299240280228"
"33192","0.3543407984694665","0.3543407984694665","0.3543407984694665"
"33452","0.3601272324000606","0.3601272324000606","0.3601272324000606"
"33714","0.36472949669410926","0.36472949669410926","0.36472949669410926"
"33978","0.3613505789441585","0.3613505789441585","0.3613505789441585"
"34238","0.36542219174750334","0.36542219174750334","0.36542219174750334"
"34503","0.37153278954439994","0.37153278954439994","0.37153278954439994"
"34764","0.351571902506194","0.351571902506194","0.351571902506194"
"35020","0.35104303205705834","0.35104303205705834","0.35104303205705834"
"35282","0.3586475516252482","0.3586475516252482","0.3586475516252482"
"35540","0.3537016978160514","0.3537016978160514","0.3537016978160514"
"35799","0.35835500855455565","0.35835500855455565","0.35835500855455565"
"36061","0.35962435667590725","0.35962435667590725","0.35962435667590725"
"36323","0.3582191853863399","0.3582191853863399","0.3582191853863399"
"36580","0.36275825047220467","0.36275825047220467","0.36275825047220467"
"36844","0.3581883637763729","0.3581883637763729","0.3581883637763729"
"37109","0.3521632556574222","0.3521632556574222","0.3521632556574222"
"37368","0.35461267679023295","0.35461267679023295","0.35461267679023295"
"37629","0.35352080637781935","0.35352080637781935","0.35352080637781935"
"37892","0.36842983703118287","0.36842983703118287","0.36842983703118287"
"38155","0.36550401484634915","0.36550401484634915","0.36550401484634915"
"38413","0.35383938955537114","0.35383938955537114","0.35383938955537114"
"38678","0.36038479409065494","0.36038479409065494","0.36038479409065494"
"38940","0.359454614817569","0.359454614817569","0.359454614817569"
"39204","0.3610669902513054","0.3610669902513054","0.3610669902513054"
"39463","0.3518858038925189","0.3518858038925189","0.3518858038925189"
"39726","0.351504098953982","0.351504098953982","0.351504098953982"
"39985","0.3482650777463582","0.3482650777463582","0.3482650777463582"
"40246","0.35200960366196477","0.35200960366196477","0.35200960366196477"
"40509","0.35348827038751035","0.35348827038751035","0.35348827038751035"
"40770","0.3612591087173384","0.3612591087173384","0.3612591087173384"
"41033","0.3476140845535595","0.3476140845535595","0.3476140845535595"
"41293","0.36376382685507297","0.36376382685507297","0.36376382685507297"
"41552","0.34648402981421883","0.34648402981421883","0.34648402981421883"
"41815","0.353520649641986","0.353520649641986","0.353520649641986"
"42075","0.35346700741384907","0.35346700741384907","0.35346700741384907"
"42338","0.35638083269702314","0.35638083269702314","0.35638083269702314"
"42601","0.35666823382632157","0.35666823382632157","0.35666823382632157"
"42864","0.3518162168406171","0.3518162168406171","0.3518162168406171"
"43128","0.36215118890289555","0.36215118890289555","0.36215118890289555"
"43387","0.3513375742229193","0.3513375742229193","0.3513375742229193"
"43646","0.3643632328902382","0.3643632328902382","0.3643632328902382"
"43909","0.3623518972700115","0.3623518972700115","0.3623518972700115"
"44167","0.35283138124687935","0.35283138124687935","0.35283138124687935"
"44428","0.34716808890787526","0.34716808890787526","0.34716808890787526"
"44693","0.35352575013618637","0.35352575013618637","0.35352575013618637"
"44953","0.3554456125761465","0.3554456125761465","0.3554456125761465"
"45215","0.3628757608993593","0.3628757608993593","0.3628757608993593"
"45473","0.34398508931873173","0.34398508931873173","0.34398508931873173"
"45736","0.35702664516259597","0.35702664516259597","0.35702664516259597"
"45995","0.35375891263700193","0.35375891263700193","0.35375891263700193"
"46261","0.3472241652594607","0.3472241652594607","0.3472241652594607"
"46526","0.3566397694137942","0.3566397694137942","0.3566397694137942"
"46784","0.35374713750106124","0.35374713750106124","0.35374713750106124"
"47042","0.34100337226373917","0.34100337226373917","0.34100337226373917"
"47304","0.35236145513992984","0.35236145513992984","0.35236145513992984"
"47569","0.35006139160018357","0.35006139160018357","0.35006139160018357"
"47826","0.35073149741197435","0.35073149741197435","0.35073149741197435"
"48090","0.3545627696217457","0.3545627696217457","0.3545627696217457"
"48354","0.3398759066413265","0.3398759066413265","0.3398759066413265"
"48615","0.35001289850200407","0.35001289850200407","0.35001289850200407"
"48881","0.3430603355353476","0.3430603355353476","0.3430603355353476"
"49143","0.3493577217606478","0.3493577217606478","0.3493577217606478"
"49404","0.338410941184541","0.338410941184541","0.338410941184541"
"49659","0.34167979772492135","0.34167979772492135","0.34167979772492135"
"49915","0.3461564692358176","0.3461564692358176","0.3461564692358176"
"50176","0.34645617774195386","0.34645617774195386","0.34645617774195386"
"50439","0.34104339854182136","0.34104339854182136","0.34104339854182136"
"50701","0.33918179289332395","0.33918179289332395","0.33918179289332395"
"50966","0.3478063447006653","0.3478063447006653","0.3478063447006653"
"51229","0.3414122422607651","0.3414122422607651","0.3414122422607651"
"51492","0.34096297692959987","0.34096297692959987","0.34096297692959987"
"51751","0.35232311595316934","0.35232311595316934","0.35232311595316934"
"52015","0.35164027703121564","0.35164027703121564","0.35164027703121564"
"52275","0.3441223030899232","0.3441223030899232","0.3441223030899232"
"52536","0.3415021896860279","0.3415021896860279","0.3415021896860279"
"52795","0.34231422321619503","0.34231422321619503","0.34231422321619503"
"53058","0.35166479036687365","0.35166479036687365","0.35166479036687365"
"53323","0.3521092151045609","0.3521092151045609","0.3521092151045609"
"53582","0.34684696907620843","0.34684696907620843","0.34684696907620843"
"53843","0.340362935585084","0.340362935585084","0.340362935585084"
"54110","0.34790029986234344","0.34790029986234344","0.34790029986234344"
"54372","0.3478068475320914","0.3478068475320914","0.3478068475320914"
"54635","0.3491954457840689","0.3491954457840689","0.3491954457840689"
"54894","0.34407736390936544","0.34407736390936544","0.34407736390936544"
"55157","0.34320470314010365","0.34320470314010365","0.34320470314010365"
"55424","0.34964623278938234","0.34964623278938234","0.34964623278938234"
"55683","0.35388940347441417","0.35388940347441417","0.35388940347441417"
"55947","0.3422420663190758","0.3422420663190758","0.3422420663190758"
"56208","0.34522181967067184","0.34522181967067184","0.34522181967067184"
"56466","0.3368021228421619","0.3368021228421619","0.3368021228421619"
"56730","0.34295679528568074","0.34295679528568074","0.34295679528568074"
"56992","0.3469618665201944","0.3469618665201944","0.3469618665201944"
"57253","0.3557133002004395","0.3557133002004395","0.3557133002004395"
"57513","0.34541811999938354","0.34541811999938354","0.34541811999938354"
"57778","0.3503712637152277","0.3503712637152277","0.3503712637152277"
"58041","0.3465854253714276","0.3465854253714276","0.3465854253714276"
"58301","0.3339357902322547","0.3339357902322547","0.3339357902322547"
"58562","0.34179354180491567","0.34179354180491567","0.34179354180491567"
"58823","0.33187672434603127","0.33187672434603127","0.33187672434603127"
"59083","0.3424943263278525","0.3424943263278525","0.3424943263278525"
"59339","0.3402941937220021","0.3402941937220021","0.3402941937220021"
"59604","0.3466314443466166","0.3466314443466166","0.3466314443466166"
"59866","0.3538308983939946","0.3538308983939946","0.3538308983939946"
"60130","0.34537702710845797","0.34537702710845797","0.34537702710845797"
"60394","0.3455290955229319","0.3455290955229319","0.3455290955229319"
"60653","0.3410742179693791","0.3410742179693791","0.3410742179693791"
"60916","0.3380569036001389","0.3380569036001389","0.3380569036001389"
"61177","0.34196070929685835","0.34196070929685835","0.34196070929685835"
"61437","0.3458398449879426","0.3458398449879426","0.3458398449879426"
"61698","0.3370014017383448","0.3370014017383448","0.3370014017383448"
"61955","0.3325791852399917","0.3325791852399917","0.3325791852399917"
"62214","0.343306546861759","0.343306546861759","0.343306546861759"
"62476","0.34134275588527974","0.34134275588527974","0.34134275588527974"
"62735","0.33480004923333617","0.33480004923333617","0.33480004923333617"
"62998","0.35312103237215936","0.35312103237215936","0.35312103237215936"
"63257","0.3473559886257996","0.3473559886257996","0.3473559886257996"
"63522","0.3463775182783248","0.3463775182783248","0.3463775182783248"
"63781","0.3429485489253019","0.3429485489253019","0.3429485489253019"
"64043","0.33875584328763286","0.33875584328763286","0.33875584328763286"
"64305","0.33948995962919587","0.33948995962919587","0.33948995962919587"
"64568","0.3415531393172084","0.3415531393172084","0.3415531393172084"
"64830","0.33502476975400847","0.33502476975400847","0.33502476975400847"
"65092","0.33754387733742536","0.33754387733742536","0.33754387733742536"
"65360","0.3332681248187086","0.3332681248187086","0.3332681248187086"
"65618","0.33469086373224854","0.33469086373224854","0.33469086373224854"
"65882","0.34294948501977185","0.34294948501977185","0.34294948501977185"
"66143","0.33127503875579317","0.33127503875579317","0.33127503875579317"
"66405","0.3342191391976402","0.3342191391976402","0.3342191391976402"
"66667","0.33301245263121837","0.33301245263121837","0.33301245263121837"
"66929","0.33453103739276047","0.33453103739276047","0.33453103739276047"
"67195","0.33984333665044986","0.33984333665044986","0.33984333665044986"
"67457","0.33173021800713753","0.33173021800713753","0.33173021800713753"
"67719","0.324350705347646","0.324350705347646","0.324350705347646"
"67980","0.3415055355278885","0.3415055355278885","0.3415055355278885"
"68238","0.3335845737128411","0.3335845737128411","0.3335845737128411"
"68502","0.34187179827903025","0.34187179827903025","0.34187179827903025"
"68763","0.3316541649337248","0.3316541649337248","0.3316541649337248"
"69025","0.3436154446641343","0.3436154446641343","0.3436154446641343"
"69286","0.33250338462579326","0.33250338462579326","0.33250338462579326"
"69550","0.33716884469719266","0.33716884469719266","0.33716884469719266"
"69808","0.3320161676633915","0.3320161676633915","0.3320161676633915"
"70066","0.3335471171303652","0.3335471171303652","0.3335471171303652"
"70329","0.33528459422907547","0.33528459422907547","0.33528459422907547"
"70592","0.3376099963882902","0.3376099963882902","0.3376099963882902"
"70853","0.3302436861025432","0.3302436861025432","0.3302436861025432"
"71114","0.3330783920360828","0.3330783920360828","0.3330783920360828"
"71377","0.336063861623202","0.336063861623202","0.336063861623202"
"71639","0.3388111738659824","0.3388111738659824","0.3388111738659824"
"71899","0.3267824768646972","0.3267824768646972","0.3267824768646972"
"72161","0.33427825743191303","0.33427825743191303","0.33427825743191303"
"72422","0.3360411137330106","0.3360411137330106","0.3360411137330106"
"72687","0.3440945422149856","0.3440945422149856","0.3440945422149856"
"72948","0.3423489315035642","0.3423489315035642","0.3423489315035642"
"73210","0.339238865488794","0.339238865488794","0.339238865488794"
"73470","0.33406800486252836","0.33406800486252836","0.33406800486252836"
"73731","0.3370521695969381","0.3370521695969381","0.3370521695969381"
"73992","0.32766310488139944","0.32766310488139944","0.32766310488139944"
"74255","0.34092171179914477","0.34092171179914477","0.34092171179914477"
"74517","0.33754766210334913","0.33754766210334913","0.33754766210334913"
"74780","0.33278990504835304","0.33278990504835304","0.33278990504835304"
"75040","0.331570070140591","0.331570070140591","0.331570070140591"
"75302","0.33069488365813654","0.33069488365813654","0.33069488365813654"
"75565","0.33997786381642625","0.33997786381642625","0.33997786381642625"
"75825","0.3406459678489891","0.3406459678489891","0.3406459678489891"
"76086","0.33152514659988536","0.33152514659988536","0.33152514659988536"
"76351","0.33244289669189564","0.33244289669189564","0.33244289669189564"
"76612","0.32964593353380267","0.32964593353380267","0.32964593353380267"
"76874","0.3284853040934126","0.3284853040934126","0.3284853040934126"
"77138","0.3307658691699158","0.3307658691699158","0.3307658691699158"
"77398","0.32033601652019017","0.32033601652019017","0.32033601652019017"
"77658","0.32033520270444127","0.32033520270444127","0.32033520270444127"
"77918","0.3311987280758884","0.3311987280758884","0.3311987280758884"
"78181","0.3281762482955329","0.3281762482955329","0.3281762482955329"
"78444","0.3268283443572354","0.3268283443572354","0.3268283443572354"
"78705","0.33439718501528126","0.33439718501528126","0.33439718501528126"
"78966","0.32424463243153173","0.32424463243153173","0.32424463243153173"
"79227","0.3327815340332445","0.3327815340332445","0.3327815340332445"
"79488","0.3317524500743631","0.3317524500743631","0.3317524500743631"
"79747","0.33772673643147927","0.33772673643147927","0.33772673643147927"
"80009","0.3276605453594949","0.3276605453594949","0.3276605453594949"
"80274","0.33001766076695244","0.33001766076695244","0.33001766076695244"
"80540","0.33625508502331974","0.33625508502331974","0.33625508502331974"
"80802","0.32695318206388035","0.32695318206388035","0.32695318206388035"
"81059","0.3219125000446533","0.3219125000446533","0.3219125000446533"
"81321","0.32534900594612415","0.32534900594612415","0.32534900594612415"
"81583","0.3267465100963175","0.3267465100963175","0.3267465100963175"
"81843","0.33429695436049883","0.33429695436049883","0.33429695436049883"
"82108","0.3272939438880685","0.3272939438880685","0.3272939438880685"
"82367","0.32804951740425986","0.32804951740425986","0.32804951740425986"
"82631","0.3389470089480817","0.3389470089480817","0.3389470089480817"
"82894","0.3420069552668076","0.3420069552668076","0.3420069552668076"
"83159","0.328682262650354","0.328682262650354","0.328682262650354"
"83419","0.32910395685399774","0.32910395685399774","0.32910395685399774"
"83678","0.3292575348949174","0.3292575348949174","0.3292575348949174"
"83943","0.3220809667791504","0.3220809667791504","0.3220809667791504"
"84200","0.33017195601812166","0.33017195601812166","0.33017195601812166"
"84461","0.33766856835114845","0.33766856835114845","0.33766856835114845"
"84725","0.3405855949799253","0.3405855949799253","0.3405855949799253"
"84981","0.31980738945157283","0.31980738945157283","0.31980738945157283"
"85242","0.3300782978677207","0.3300782978677207","0.3300782978677207"
"85506","0.3281139859553939","0.3281139859553939","0.3281139859553939"
"85768","0.32788496591037847","0.32788496591037847","0.32788496591037847"
"86030","0.33217424379558597","0.33217424379558597","0.33217424379558597"
"86288","0.32175565363632114","0.32175565363632114","0.32175565363632114"
"86545","0.32876405217326604","0.32876405217326604","0.32876405217326604"
"86805","0.3177266734051763","0.3177266734051763","0.3177266734051763"
"87065","0.32676522253314033","0.32676522253314033","0.32676522253314033"
"87326","0.3418905461045842","0.3418905461045842","0.3418905461045842"
"87591","0.3273528934289225","0.3273528934289225","0.3273528934289225"
"87856","0.3303902976337966","0.3303902976337966","0.3303902976337966"
"88116","0.3146532357734264","0.3146532357734264","0.3146532357734264"
"88380","0.33422801598499063","0.33422801598499063","0.33422801598499063"
"88641","0.3203693096920994","0.3203693096920994","0.3203693096920994"
"88903","0.329283519916975","0.329283519916975","0.329283519916975"
"89165","0.3271438822795605","0.3271438822795605","0.3271438822795605"
"89428","0.32946331655569444","0.32946331655569444","0.32946331655569444"
"89690","0.32843792698693114","0.32843792698693114","0.32843792698693114"
"89953","0.336517047728874","0.336517047728874","0.336517047728874"
"90217","0.3343412687822924","0.3343412687822924","0.3343412687822924"
"90479","0.33043841556388215","0.33043841556388215","0.33043841556388215"
"90737","0.33160367456168605","0.33160367456168605","0.33160367456168605"
"91001","0.3263389248067056","0.3263389248067056","0.3263389248067056"
"91262","0.32629315541143117","0.32629315541143117","0.32629315541143117"
"91522","0.32457277219708897","0.32457277219708897","0.32457277219708897"
"91786","0.33345304981180973","0.33345304981180973","0.33345304981180973"
"92044","0.32223098645389314","0.32223098645389314","0.32223098645389314"
"92302","0.31946889036325127","0.31946889036325127","0.31946889036325127"
"92564","0.3222239498151159","0.3222239498151159","0.3222239498151159"
"92825","0.32161086837213865","0.32161086837213865","0.32161086837213865"
"93091","0.32182453007503564","0.32182453007503564","0.32182453007503564"
"93351","0.3214393348550865","0.3214393348550865","0.3214393348550865"
"93612","0.3237811749697066","0.3237811749697066","0.3237811749697066"
"93871","0.3228630891500863","0.3228630891500863","0.3228630891500863"
"94128","0.3215255751499521","0.3215255751499521","0.3215255751499521"
"94394","0.32426954417619164","0.32426954417619164","0.32426954417619164"
"94654","0.3232061676402681","0.3232061676402681","0.3232061676402681"
"94917","0.3213855415969306","0.3213855415969306","0.3213855415969306"
"95177","0.31980856247130296","0.31980856247130296","0.31980856247130296"
"95439","0.32843665479776274","0.32843665479776274","0.32843665479776274"
"95699","0.3289200410147763","0.3289200410147763","0.3289200410147763"
"95961","0.3174551132753605","0.3174551132753605","0.3174551132753605"
"96222","0.32168198535593506","0.32168198535593506","0.32168198535593506"
"96486","0.3180329217019673","0.3180329217019673","0.3180329217019673"
"96750","0.3269774586762872","0.3269774586762872","0.3269774586762872"
"97010","0.3160196082994515","0.3160196082994515","0.3160196082994515"
"97274","0.32515371458755227","0.32515371458755227","0.32515371458755227"
"97537","0.33223031954592885","0.33223031954592885","0.33223031954592885"
"97793","0.32279057458164906","0.32279057458164906","0.32279057458164906"
"98056","0.32328476831410613","0.32328476831410613","0.32328476831410613"
"98315","0.31632618523930767","0.31632618523930767","0.31632618523930767"
"98573","0.3252788153355092","0.3252788153355092","0.3252788153355092"
"98837","0.31877409594335576","0.31877409594335576","0.31877409594335576"
"99098","0.31647487390450496","0.31647487390450496","0.31647487390450496"
"99362","0.3191698792511883","0.3191698792511883","0.3191698792511883"
"99624","0.3258347880214711","0.3258347880214711","0.3258347880214711"
"99883","0.32114345387943116","0.32114345387943116","0.32114345387943116"
"100144","0.32619339849666823","0.32619339849666823","0.32619339849666823"
"100403","0.32610285243713527","0.32610285243713527","0.32610285243713527"
"100663","0.3267106310555363","0.3267106310555363","0.3267106310555363"
"100922","0.3214357692507003","0.3214357692507003","0.3214357692507003"
"101184","0.31914854664559134","0.31914854664559134","0.31914854664559134"
"101446","0.32107727333530295","0.32107727333530295","0.32107727333530295"
"101711","0.3328933566932171","0.3328933566932171","0.3328933566932171"
"101972","0.3296412665802135","0.3296412665802135","0.3296412665802135"
"102236","0.3121125513192358","0.3121125513192358","0.3121125513192358"
"102498","0.32101225633787805","0.32101225633787805","0.32101225633787805"
"102763","0.32398529349574917","0.32398529349574917","0.32398529349574917"
"103021","0.3133062107703126","0.3133062107703126","0.3133062107703126"
"103283","0.3177799980026429","0.3177799980026429","0.3177799980026429"
"103548","0.31851155676665927","0.31851155676665927","0.31851155676665927"
"103809","0.32102889992701705","0.32102889992701705","0.32102889992701705"
"104072","0.3205085952413219","0.3205085952413219","0.3205085952413219"
"104336","0.32259840621820346","0.32259840621820346","0.32259840621820346"
"104595","0.323438876775061","0.323438876775061","0.323438876775061"
"104857","0.320828637929311","0.320828637929311","0.320828637929311"
"105120","0.3261454217473992","0.3261454217473992","0.3261454217473992"
"105380","0.31754793766483874","0.31754793766483874","0.31754793766483874"
"105643","0.3205181043902588","0.3205181043902588","0.3205181043902588"
"105905","0.33597752933414526","0.33597752933414526","0.33597752933414526"
"106166","0.32505736437634153","0.32505736437634153","0.32505736437634153"
"106427","0.31917031012927993","0.31917031012927993","0.31917031012927993"
"106690","0.3201958612054622","0.3201958612054622","0.3201958612054622"
"106949","0.31944122947788156","0.31944122947788156","0.31944122947788156"
"107209","0.3224290922078178","0.3224290922078178","0.3224290922078178"
"107473","0.32901770752472204","0.32901770752472204","0.32901770752472204"
"107735","0.32670945215856056","0.32670945215856056","0.32670945215856056"
"107998","0.31791103774646545","0.31791103774646545","0.31791103774646545"
"108267","0.32133069715124674","0.32133069715124674","0.32133069715124674"
"108530","0.3237696211565427","0.3237696211565427","0.3237696211565427"
"108794","0.3173499289792336","0.3173499289792336","0.3173499289792336"
"109059","0.3256107128888261","0.3256107128888261","0.3256107128888261"
"109320","0.31418763665099575","0.31418763665099575","0.31418763665099575"
"109577","0.3163516272415467","0.3163516272415467","0.3163516272415467"
"109833","0.3198702079699881","0.3198702079699881","0.3198702079699881"
"110094","0.32197429486346774","0.32197429486346774","0.32197429486346774"
"110357","0.32011503557025195","0.32011503557025195","0.32011503557025195"
"110617","0.31355237367142236","0.31355237367142236","0.31355237367142236"
"110879","0.3231360506713729","0.3231360506713729","0.3231360506713729"
"111137","0.31707572860894007","0.31707572860894007","0.31707572860894007"
"111396","0.317308391839043","0.317308391839043","0.317308391839043"
"111658","0.31907408686399297","0.31907408686399297","0.31907408686399297"
"111918","0.3126786580736128","0.3126786580736128","0.3126786580736128"
"112176","0.31613519471236845","0.31613519471236845","0.31613519471236845"
"112434","0.3048464694004955","0.3048464694004955","0.3048464694004955"
"112691","0.31799873695650827","0.31799873695650827","0.31799873695650827"
"112951","0.31519797710888","0.31519797710888","0.31519797710888"
"113213","0.31570550458281527","0.31570550458281527","0.31570550458281527"
"113477","0.31733615147690714","0.31733615147690714","0.31733615147690714"
"113737","0.3163223851256537","0.3163223851256537","0.3163223851256537"
