"Step","relabel+random_1_0_0.0001 - average_loss","relabel+random_1_0_0.0001 - average_loss__MIN","relabel+random_1_0_0.0001 - average_loss__MAX"
"17632","1.2049160949609898","1.2049160949609898","1.2049160949609898"
"17889","1.078548536941794","1.078548536941794","1.078548536941794"
"18156","1.0172369853214094","1.0172369853214094","1.0172369853214094"
"18423","1.0972348739013629","1.0972348739013629","1.0972348739013629"
"18691","1.0443836671894766","1.0443836671894766","1.0443836671894766"
"18954","1.05241080876646","1.05241080876646","1.05241080876646"
"19222","1.224912566739911","1.224912566739911","1.224912566739911"
"19481","1.185798679110705","1.185798679110705","1.185798679110705"
"19744","1.0698595912920104","1.0698595912920104","1.0698595912920104"
"20006","1.122334394592986","1.122334394592986","1.122334394592986"
"20270","0.9670242482720706","0.9670242482720706","0.9670242482720706"
"20528","1.0576701847753494","1.0576701847753494","1.0576701847753494"
"20783","1.1630030149288142","1.1630030149288142","1.1630030149288142"
"21045","1.150153386604236","1.150153386604236","1.150153386604236"
"21308","1.1072074537974528","1.1072074537974528","1.1072074537974528"
"21579","1.089150987913026","1.089150987913026","1.089150987913026"
"21828","1.0134263018618768","1.0134263018618768","1.0134263018618768"
"22073","1.0807265018699346","1.0807265018699346","1.0807265018699346"
"22328","1.1640515576729544","1.1640515576729544","1.1640515576729544"
"22591","1.0060126843872546","1.0060126843872546","1.0060126843872546"
"22861","1.1919158298246286","1.1919158298246286","1.1919158298246286"
"23118","0.997087152219481","0.997087152219481","0.997087152219481"
"23367","1.2288890272930817","1.2288890272930817","1.2288890272930817"
"23632","1.0821332650336806","1.0821332650336806","1.0821332650336806"
"23895","1.0229224173766043","1.0229224173766043","1.0229224173766043"
"24156","1.1859963764453727","1.1859963764453727","1.1859963764453727"
"24408","1.063596397821136","1.063596397821136","1.063596397821136"
"24672","1.092615074724071","1.092615074724071","1.092615074724071"
"24939","1.1007359734977837","1.1007359734977837","1.1007359734977837"
"25196","0.9667516681770545","0.9667516681770545","0.9667516681770545"
"25467","1.0480227424283748","1.0480227424283748","1.0480227424283748"
"25725","1.1910864465766482","1.1910864465766482","1.1910864465766482"
"25976","0.9211460547590697","0.9211460547590697","0.9211460547590697"
"26240","1.1579086563424832","1.1579086563424832","1.1579086563424832"
"26501","1.0641987842697374","1.0641987842697374","1.0641987842697374"
"26771","1.1336674334885781","1.1336674334885781","1.1336674334885781"
"27040","1.1767097994133278","1.1767097994133278","1.1767097994133278"
"27308","1.1256453682427052","1.1256453682427052","1.1256453682427052"
"27568","1.1593595442258648","1.1593595442258648","1.1593595442258648"
"27823","0.9759636272894405","0.9759636272894405","0.9759636272894405"
"28078","0.9706432889840731","0.9706432889840731","0.9706432889840731"
"28346","1.1907549462090086","1.1907549462090086","1.1907549462090086"
"28611","1.2068935605188555","1.2068935605188555","1.2068935605188555"
"28871","0.9686407017105623","0.9686407017105623","0.9686407017105623"
"29130","1.2848976935857712","1.2848976935857712","1.2848976935857712"
"29398","1.1725783692638483","1.1725783692638483","1.1725783692638483"
"29660","1.1716885531666101","1.1716885531666101","1.1716885531666101"
"29928","1.0799426179617444","1.0799426179617444","1.0799426179617444"
"30193","1.0778993578786966","1.0778993578786966","1.0778993578786966"
"30465","1.0517085012034737","1.0517085012034737","1.0517085012034737"
"30716","1.147757230044731","1.147757230044731","1.147757230044731"
"30972","1.1141528749901453","1.1141528749901453","1.1141528749901453"
"31237","1.0756737210502594","1.0756737210502594","1.0756737210502594"
"31494","1.0468819203865594","1.0468819203865594","1.0468819203865594"
"31758","1.1547385349317834","1.1547385349317834","1.1547385349317834"
"32025","1.1864312077249817","1.1864312077249817","1.1864312077249817"
"32288","1.0991961447417549","1.0991961447417549","1.0991961447417549"
"32549","1.0226141286355819","1.0226141286355819","1.0226141286355819"
"32805","1.1325774311579462","1.1325774311579462","1.1325774311579462"
"33066","1.2303208408671256","1.2303208408671256","1.2303208408671256"
"33323","1.2349009970787266","1.2349009970787266","1.2349009970787266"
"33586","1.1809627536954832","1.1809627536954832","1.1809627536954832"
"33855","1.1819000732567575","1.1819000732567575","1.1819000732567575"
"34125","1.0844997952933664","1.0844997952933664","1.0844997952933664"
"34381","1.1462985235629914","1.1462985235629914","1.1462985235629914"
"34640","1.145571238009466","1.145571238009466","1.145571238009466"
"34904","1.2422460829943753","1.2422460829943753","1.2422460829943753"
"35170","1.26198858807831","1.26198858807831","1.26198858807831"
"35436","1.1409370783966646","1.1409370783966646","1.1409370783966646"
"35707","1.0439440332133172","1.0439440332133172","1.0439440332133172"
"35976","0.9251745040827899","0.9251745040827899","0.9251745040827899"
"36240","1.0722052989038051","1.0722052989038051","1.0722052989038051"
"36496","1.1106939319711613","1.1106939319711613","1.1106939319711613"
"36753","1.0277331846721498","1.0277331846721498","1.0277331846721498"
"37005","1.1041786449926871","1.1041786449926871","1.1041786449926871"
"37274","1.118911841837719","1.118911841837719","1.118911841837719"
"37537","1.053442355541069","1.053442355541069","1.053442355541069"
"37791","1.0773379634168199","1.0773379634168199","1.0773379634168199"
"38049","1.0745911587905033","1.0745911587905033","1.0745911587905033"
"38306","1.0731229603733714","1.0731229603733714","1.0731229603733714"
"38560","1.0151973744618994","1.0151973744618994","1.0151973744618994"
"38806","1.0367279432689311","1.0367279432689311","1.0367279432689311"
"39065","1.0861249316030104","1.0861249316030104","1.0861249316030104"
"39325","1.1451535180238561","1.1451535180238561","1.1451535180238561"
"39575","1.1594193807330484","1.1594193807330484","1.1594193807330484"
"39846","1.0267324623861436","1.0267324623861436","1.0267324623861436"
"40115","1.1777991810882533","1.1777991810882533","1.1777991810882533"
"40376","1.0941429251562882","1.0941429251562882","1.0941429251562882"
"40636","1.1054868063583585","1.1054868063583585","1.1054868063583585"
"40894","1.1124112693087116","1.1124112693087116","1.1124112693087116"
"41153","1.0919780583569296","1.0919780583569296","1.0919780583569296"
"41404","1.1450491671553917","1.1450491671553917","1.1450491671553917"
"41655","1.0683672424795023","1.0683672424795023","1.0683672424795023"
"41919","1.0427441484260338","1.0427441484260338","1.0427441484260338"
"42175","1.0699688851777949","1.0699688851777949","1.0699688851777949"
"42436","0.9978656410619064","0.9978656410619064","0.9978656410619064"
"42692","1.071133712955254","1.071133712955254","1.071133712955254"
"42952","1.0280999609972021","1.0280999609972021","1.0280999609972021"
"43226","1.1071888124777212","1.1071888124777212","1.1071888124777212"
"43479","1.1595101974357762","1.1595101974357762","1.1595101974357762"
"43736","1.1263389250470532","1.1263389250470532","1.1263389250470532"
"44000","1.0693450184404192","1.0693450184404192","1.0693450184404192"
"44265","1.177866007921124","1.177866007921124","1.177866007921124"
"44511","1.13077400301713","1.13077400301713","1.13077400301713"
"44776","1.2136538143463458","1.2136538143463458","1.2136538143463458"
"45028","1.148928200916065","1.148928200916065","1.148928200916065"
"45290","1.145326904538605","1.145326904538605","1.145326904538605"
"45547","1.1637285780942686","1.1637285780942686","1.1637285780942686"
"45817","1.006531673559436","1.006531673559436","1.006531673559436"
"46079","1.2650424259065263","1.2650424259065263","1.2650424259065263"
"46339","1.115698049401665","1.115698049401665","1.115698049401665"
"46601","1.083790140845074","1.083790140845074","1.083790140845074"
"46851","1.1546266887156937","1.1546266887156937","1.1546266887156937"
"47112","1.0802323032155443","1.0802323032155443","1.0802323032155443"
"47382","0.9985945080053436","0.9985945080053436","0.9985945080053436"
"47656","1.0680314285463286","1.0680314285463286","1.0680314285463286"
"47922","1.0385751635737226","1.0385751635737226","1.0385751635737226"
"48187","1.1377607421241562","1.1377607421241562","1.1377607421241562"
"48447","1.2773824513100092","1.2773824513100092","1.2773824513100092"
"48707","1.0882504405417908","1.0882504405417908","1.0882504405417908"
"48966","1.1212374948806934","1.1212374948806934","1.1212374948806934"
"49234","1.0477943858965244","1.0477943858965244","1.0477943858965244"
"49499","1.0469000383328084","1.0469000383328084","1.0469000383328084"
"49756","1.0932603602332098","1.0932603602332098","1.0932603602332098"
"50008","1.0674174851441427","1.0674174851441427","1.0674174851441427"
"50257","1.2076695885687956","1.2076695885687956","1.2076695885687956"
"50519","1.1166858452808703","1.1166858452808703","1.1166858452808703"
"50786","1.1682021325385128","1.1682021325385128","1.1682021325385128"
"51050","1.162986050300607","1.162986050300607","1.162986050300607"
"51313","1.0554996508139152","1.0554996508139152","1.0554996508139152"
"51585","1.1462049559034684","1.1462049559034684","1.1462049559034684"
"51856","1.0997351900019028","1.0997351900019028","1.0997351900019028"
"52114","0.932498483656781","0.932498483656781","0.932498483656781"
"52364","1.2072234816821534","1.2072234816821534","1.2072234816821534"
"52628","1.1192687251118583","1.1192687251118583","1.1192687251118583"
"52890","1.0966517239697833","1.0966517239697833","1.0966517239697833"
"53140","0.9661765442905964","0.9661765442905964","0.9661765442905964"
"53408","1.153484228933653","1.153484228933653","1.153484228933653"
"53675","1.12148752225721","1.12148752225721","1.12148752225721"
"53932","1.1364447325579627","1.1364447325579627","1.1364447325579627"
"54203","1.0286799337473456","1.0286799337473456","1.0286799337473456"
"54460","1.203951147594575","1.203951147594575","1.203951147594575"
"54724","1.0416540680686337","1.0416540680686337","1.0416540680686337"
"54988","1.1050788014637907","1.1050788014637907","1.1050788014637907"
"55248","1.073444330759013","1.073444330759013","1.073444330759013"
"55512","1.2014054328065227","1.2014054328065227","1.2014054328065227"
"55774","1.1877044635790366","1.1877044635790366","1.1877044635790366"
"56036","1.1068731067019972","1.1068731067019972","1.1068731067019972"
"56290","1.0416709400737159","1.0416709400737159","1.0416709400737159"
"56559","1.1046398011837375","1.1046398011837375","1.1046398011837375"
"56817","1.1486618993045004","1.1486618993045004","1.1486618993045004"
"57071","1.1465888649197538","1.1465888649197538","1.1465888649197538"
"57344","1.1514943608177022","1.1514943608177022","1.1514943608177022"
"57610","1.1298269345493415","1.1298269345493415","1.1298269345493415"
"57872","1.1513284216617745","1.1513284216617745","1.1513284216617745"
"58133","1.1174913564214","1.1174913564214","1.1174913564214"
"58400","1.029254798590831","1.029254798590831","1.029254798590831"
"58672","1.1950338940929484","1.1950338940929484","1.1950338940929484"
"58924","1.0847630940878124","1.0847630940878124","1.0847630940878124"
"59189","1.2438630959846773","1.2438630959846773","1.2438630959846773"
"59454","1.1988547786959485","1.1988547786959485","1.1988547786959485"
"59716","1.0523925747897938","1.0523925747897938","1.0523925747897938"
"59985","1.1161490661146753","1.1161490661146753","1.1161490661146753"
"60237","1.0574188301704026","1.0574188301704026","1.0574188301704026"
"60500","1.1566350088077406","1.1566350088077406","1.1566350088077406"
"60762","1.2322175523749104","1.2322175523749104","1.2322175523749104"
"61022","1.0943299051908038","1.0943299051908038","1.0943299051908038"
"61269","1.1266737235715476","1.1266737235715476","1.1266737235715476"
"61532","1.1220038454992316","1.1220038454992316","1.1220038454992316"
"61797","1.189272197395265","1.189272197395265","1.189272197395265"
"62047","1.1211525925368853","1.1211525925368853","1.1211525925368853"
"62307","1.013040929550353","1.013040929550353","1.013040929550353"
"62574","1.1342293065332125","1.1342293065332125","1.1342293065332125"
"62833","1.1217455644559156","1.1217455644559156","1.1217455644559156"
"63087","1.159198947654026","1.159198947654026","1.159198947654026"
"63351","1.127085894036029","1.127085894036029","1.127085894036029"
"63610","0.9901911723708613","0.9901911723708613","0.9901911723708613"
"63870","1.2331639697905836","1.2331639697905836","1.2331639697905836"
"64116","1.1694035539861056","1.1694035539861056","1.1694035539861056"
"64383","1.1141314398497344","1.1141314398497344","1.1141314398497344"
"64656","1.1125750939113122","1.1125750939113122","1.1125750939113122"
"64924","1.2473026026054062","1.2473026026054062","1.2473026026054062"
"65194","1.184331566752739","1.184331566752739","1.184331566752739"
"65447","1.0164538824800196","1.0164538824800196","1.0164538824800196"
"65707","0.9632093076036765","0.9632093076036765","0.9632093076036765"
"65966","1.0769368866527522","1.0769368866527522","1.0769368866527522"
"66227","1.11535119899997","1.11535119899997","1.11535119899997"
"66471","1.042613023409137","1.042613023409137","1.042613023409137"
"66733","1.0972883600229224","1.0972883600229224","1.0972883600229224"
"66987","1.0602254331853","1.0602254331853","1.0602254331853"
"67250","1.093016273765181","1.093016273765181","1.093016273765181"
"67512","1.1267551967995095","1.1267551967995095","1.1267551967995095"
"67780","1.0981442962793355","1.0981442962793355","1.0981442962793355"
"68049","1.0994830462823637","1.0994830462823637","1.0994830462823637"
"68310","1.0479852456557974","1.0479852456557974","1.0479852456557974"
"68566","1.1476489269117611","1.1476489269117611","1.1476489269117611"
"68822","1.2360323221316196","1.2360323221316196","1.2360323221316196"
"69089","1.1198007472865963","1.1198007472865963","1.1198007472865963"
"69357","1.0316660480601267","1.0316660480601267","1.0316660480601267"
"69617","1.0679430624590034","1.0679430624590034","1.0679430624590034"
"69872","1.1239626563307066","1.1239626563307066","1.1239626563307066"
"70125","1.0834989622512272","1.0834989622512272","1.0834989622512272"
"70375","1.1460940948510923","1.1460940948510923","1.1460940948510923"
"70639","1.0220404022269778","1.0220404022269778","1.0220404022269778"
"70909","1.169886210586107","1.169886210586107","1.169886210586107"
"71160","1.0820420776821231","1.0820420776821231","1.0820420776821231"
"71417","0.9244046130539956","0.9244046130539956","0.9244046130539956"
"71670","1.2018396619336191","1.2018396619336191","1.2018396619336191"
"71930","1.1951842951337008","1.1951842951337008","1.1951842951337008"
"72193","1.1565581754243373","1.1565581754243373","1.1565581754243373"
"72443","1.0596010213214355","1.0596010213214355","1.0596010213214355"
"72712","1.0924031343147904","1.0924031343147904","1.0924031343147904"
"72969","1.1012083643886927","1.1012083643886927","1.1012083643886927"
"73227","1.133465521960927","1.133465521960927","1.133465521960927"
"73477","1.1771337023591202","1.1771337023591202","1.1771337023591202"
"73743","0.9357944119252067","0.9357944119252067","0.9357944119252067"
"74002","1.1371901857347066","1.1371901857347066","1.1371901857347066"
"74265","1.0702154058549138","1.0702154058549138","1.0702154058549138"
"74526","1.1643667394094293","1.1643667394094293","1.1643667394094293"
"74796","1.0047599658962638","1.0047599658962638","1.0047599658962638"
"75065","1.1442554164073147","1.1442554164073147","1.1442554164073147"
"75330","1.0739266377928016","1.0739266377928016","1.0739266377928016"
"75598","1.1167056155837969","1.1167056155837969","1.1167056155837969"
"75851","1.1536504327835426","1.1536504327835426","1.1536504327835426"
"76115","1.1075737714565481","1.1075737714565481","1.1075737714565481"
"76373","1.165319953003005","1.165319953003005","1.165319953003005"
"76635","1.103547856746942","1.103547856746942","1.103547856746942"
"76897","1.145049258584371","1.145049258584371","1.145049258584371"
"77160","1.1529714598147958","1.1529714598147958","1.1529714598147958"
"77433","1.0866790959128627","1.0866790959128627","1.0866790959128627"
"77700","1.1875272848767593","1.1875272848767593","1.1875272848767593"
"77968","0.9966674618615435","0.9966674618615435","0.9966674618615435"
"78226","1.0547655466486323","1.0547655466486323","1.0547655466486323"
"78487","1.2208129873025022","1.2208129873025022","1.2208129873025022"
"78748","0.9920795301147977","0.9920795301147977","0.9920795301147977"
"79003","1.1831133372338947","1.1831133372338947","1.1831133372338947"
"79253","1.0226766720524951","1.0226766720524951","1.0226766720524951"
"79526","0.9954634719559188","0.9954634719559188","0.9954634719559188"
"79784","1.1988923025689024","1.1988923025689024","1.1988923025689024"
"80050","1.072643669631023","1.072643669631023","1.072643669631023"
"80313","1.1098712261120112","1.1098712261120112","1.1098712261120112"
"80579","1.1102235052389984","1.1102235052389984","1.1102235052389984"
"80846","1.1826860698588226","1.1826860698588226","1.1826860698588226"
"81108","0.9349108364846971","0.9349108364846971","0.9349108364846971"
"81382","1.1333707716759684","1.1333707716759684","1.1333707716759684"
"81647","1.0637475691797846","1.0637475691797846","1.0637475691797846"
"81903","1.134275543154005","1.134275543154005","1.134275543154005"
"82150","1.184000628597256","1.184000628597256","1.184000628597256"
"82404","1.0601461708160784","1.0601461708160784","1.0601461708160784"
"82675","1.1487000203398274","1.1487000203398274","1.1487000203398274"
"82939","1.1717801212137255","1.1717801212137255","1.1717801212137255"
"83192","1.068452160269352","1.068452160269352","1.068452160269352"
"83457","1.0907176142534882","1.0907176142534882","1.0907176142534882"
"83716","1.1972048914275977","1.1972048914275977","1.1972048914275977"
"83980","1.2073839041562697","1.2073839041562697","1.2073839041562697"
"84243","1.2689894944318194","1.2689894944318194","1.2689894944318194"
"84501","0.9816320078530477","0.9816320078530477","0.9816320078530477"
"84766","1.0013931068984354","1.0013931068984354","1.0013931068984354"
"85018","1.0217524084065492","1.0217524084065492","1.0217524084065492"
"85272","1.220000864620562","1.220000864620562","1.220000864620562"
"85538","1.132696002087513","1.132696002087513","1.132696002087513"
"85799","1.1491914043134008","1.1491914043134008","1.1491914043134008"
"86057","1.1041603740271366","1.1041603740271366","1.1041603740271366"
"86308","1.0325950414884046","1.0325950414884046","1.0325950414884046"
"86577","1.1727399138818877","1.1727399138818877","1.1727399138818877"
"86844","1.0729090253991882","1.0729090253991882","1.0729090253991882"
"87090","1.1979592054128894","1.1979592054128894","1.1979592054128894"
"87353","1.0129807859684727","1.0129807859684727","1.0129807859684727"
"87618","1.066187498450745","1.066187498450745","1.066187498450745"
"87884","1.101190822106397","1.101190822106397","1.101190822106397"
"88147","1.1672296359584093","1.1672296359584093","1.1672296359584093"
"88410","1.1171821848556749","1.1171821848556749","1.1171821848556749"
"88678","1.10744038233516","1.10744038233516","1.10744038233516"
"88940","1.1404240377884372","1.1404240377884372","1.1404240377884372"
"89197","1.1586215421914956","1.1586215421914956","1.1586215421914956"
"89472","1.241777819598513","1.241777819598513","1.241777819598513"
"89743","1.1604367783671157","1.1604367783671157","1.1604367783671157"
"90001","1.1114800551899304","1.1114800551899304","1.1114800551899304"
"90259","1.1319968130495122","1.1319968130495122","1.1319968130495122"
"90513","1.014836162050141","1.014836162050141","1.014836162050141"
"90774","1.1808761350921317","1.1808761350921317","1.1808761350921317"
"91037","1.1725801622488181","1.1725801622488181","1.1725801622488181"
"91290","1.0117354446263225","1.0117354446263225","1.0117354446263225"
"91560","1.1518103637560098","1.1518103637560098","1.1518103637560098"
"91811","0.993663636105719","0.993663636105719","0.993663636105719"
"92065","1.0751843581321063","1.0751843581321063","1.0751843581321063"
"92322","1.0847936584719253","1.0847936584719253","1.0847936584719253"
"92594","1.1091269552692755","1.1091269552692755","1.1091269552692755"
"92860","1.107962158863113","1.107962158863113","1.107962158863113"
"93106","1.0077580415240641","1.0077580415240641","1.0077580415240641"
"93360","0.9845664370027492","0.9845664370027492","0.9845664370027492"
"93625","1.2339686152866811","1.2339686152866811","1.2339686152866811"
"93891","1.1989734343908451","1.1989734343908451","1.1989734343908451"
"94146","1.2091830571677162","1.2091830571677162","1.2091830571677162"
"94407","1.0453590678800295","1.0453590678800295","1.0453590678800295"
"94679","1.0569906998082061","1.0569906998082061","1.0569906998082061"
"94946","1.19635813520048","1.19635813520048","1.19635813520048"
"95211","1.1495579112426062","1.1495579112426062","1.1495579112426062"
"95465","1.1131678408637258","1.1131678408637258","1.1131678408637258"
"95724","1.2096396303594772","1.2096396303594772","1.2096396303594772"
"95986","1.1636160574483196","1.1636160574483196","1.1636160574483196"
"96245","1.1007234744480174","1.1007234744480174","1.1007234744480174"
"96506","1.0538352403925972","1.0538352403925972","1.0538352403925972"
"96766","1.1410437290910287","1.1410437290910287","1.1410437290910287"
"97023","1.097123319580874","1.097123319580874","1.097123319580874"
"97279","1.1305771731116154","1.1305771731116154","1.1305771731116154"
"97534","1.0678836739298818","1.0678836739298818","1.0678836739298818"
"97793","1.1027559420246196","1.1027559420246196","1.1027559420246196"
"98055","1.2281621776298801","1.2281621776298801","1.2281621776298801"
"98305","0.9898790755033217","0.9898790755033217","0.9898790755033217"
"98573","1.1664361375029575","1.1664361375029575","1.1664361375029575"
"98830","1.019771535040759","1.019771535040759","1.019771535040759"
"99098","0.991355163438455","0.991355163438455","0.991355163438455"
"99363","1.1311764120501657","1.1311764120501657","1.1311764120501657"
"99628","1.077103787853762","1.077103787853762","1.077103787853762"
"99886","1.0747183492567947","1.0747183492567947","1.0747183492567947"
"100156","1.122504679791963","1.122504679791963","1.122504679791963"
"100418","1.0929971907011888","1.0929971907011888","1.0929971907011888"
"100682","1.2037712089561419","1.2037712089561419","1.2037712089561419"
"100945","1.1496260516897396","1.1496260516897396","1.1496260516897396"
"101200","1.0619135096743104","1.0619135096743104","1.0619135096743104"
"101456","1.1046749407141625","1.1046749407141625","1.1046749407141625"
"101724","1.150506242071194","1.150506242071194","1.150506242071194"
"101994","1.1275115310948927","1.1275115310948927","1.1275115310948927"
"102248","1.0590259978101524","1.0590259978101524","1.0590259978101524"
"102518","0.9805347294137706","0.9805347294137706","0.9805347294137706"
"102787","1.1243310484483287","1.1243310484483287","1.1243310484483287"
"103051","1.1186742416157156","1.1186742416157156","1.1186742416157156"
"103314","1.1192838604535704","1.1192838604535704","1.1192838604535704"
"103576","1.0586301310746757","1.0586301310746757","1.0586301310746757"
"103840","1.2039014844436926","1.2039014844436926","1.2039014844436926"
"104101","1.096798763499825","1.096798763499825","1.096798763499825"
"104374","1.1558366674118816","1.1558366674118816","1.1558366674118816"
"104623","1.0480874142075118","1.0480874142075118","1.0480874142075118"
"104893","1.1898568230977011","1.1898568230977011","1.1898568230977011"
"105162","1.1996608129163304","1.1996608129163304","1.1996608129163304"
"105418","1.0804919494714937","1.0804919494714937","1.0804919494714937"
"105679","1.1624965864298968","1.1624965864298968","1.1624965864298968"
"105937","1.1141985464273332","1.1141985464273332","1.1141985464273332"
"106197","1.16035404629483","1.16035404629483","1.16035404629483"
"106455","1.0582029724100184","1.0582029724100184","1.0582029724100184"
"106716","1.2290667999811746","1.2290667999811746","1.2290667999811746"
"106976","1.1925114553188227","1.1925114553188227","1.1925114553188227"
"107238","1.0772040805330982","1.0772040805330982","1.0772040805330982"
"107494","1.1977190645652174","1.1977190645652174","1.1977190645652174"
"107739","1.1942594756829343","1.1942594756829343","1.1942594756829343"
"107995","1.058910653647375","1.058910653647375","1.058910653647375"
"108260","1.1097069259594987","1.1097069259594987","1.1097069259594987"
"108520","1.108481446377657","1.108481446377657","1.108481446377657"
"108779","1.156975534424853","1.156975534424853","1.156975534424853"
"109048","1.0982812945182154","1.0982812945182154","1.0982812945182154"
"109310","1.1546426840954356","1.1546426840954356","1.1546426840954356"
"109579","1.1475572067589328","1.1475572067589328","1.1475572067589328"
"109836","1.2418585378787856","1.2418585378787856","1.2418585378787856"
"110092","1.0369956436626038","1.0369956436626038","1.0369956436626038"
"110345","1.1290522813253725","1.1290522813253725","1.1290522813253725"
"110609","1.1636358168528036","1.1636358168528036","1.1636358168528036"
"110866","1.1764461361145382","1.1764461361145382","1.1764461361145382"
"111134","1.137975864917493","1.137975864917493","1.137975864917493"
"111392","1.0944083503550954","1.0944083503550954","1.0944083503550954"
"111661","1.2205401610996989","1.2205401610996989","1.2205401610996989"
"111906","1.0850251044291697","1.0850251044291697","1.0850251044291697"
"112162","1.1472156283756096","1.1472156283756096","1.1472156283756096"
"112423","1.0809858184598635","1.0809858184598635","1.0809858184598635"
"112698","1.177779695287182","1.177779695287182","1.177779695287182"
"112965","1.2741327346146771","1.2741327346146771","1.2741327346146771"
"113221","1.1417947950738447","1.1417947950738447","1.1417947950738447"
"113491","1.2384291485087016","1.2384291485087016","1.2384291485087016"
"113753","1.0482102311233605","1.0482102311233605","1.0482102311233605"
"114010","1.0537384251776694","1.0537384251776694","1.0537384251776694"
"114275","1.165497223859371","1.165497223859371","1.165497223859371"
"114537","1.0374319158851881","1.0374319158851881","1.0374319158851881"
"114799","1.0854507977468373","1.0854507977468373","1.0854507977468373"
"115065","1.1194484284492554","1.1194484284492554","1.1194484284492554"
"115314","1.0822352469105412","1.0822352469105412","1.0822352469105412"
