"Step","1.relabel_0_0.0001 - average_loss","1.relabel_0_0.0001 - average_loss__MIN","1.relabel_0_0.0001 - average_loss__MAX"
"36102","1.0215139689860002","1.0215139689860002","1.0215139689860002"
"36357","1.0791711847648382","1.0791711847648382","1.0791711847648382"
"36617","1.000479175648374","1.000479175648374","1.000479175648374"
"36885","1.1520431158251423","1.1520431158251423","1.1520431158251423"
"37145","1.0285412314261688","1.0285412314261688","1.0285412314261688"
"37388","1.0430951218516127","1.0430951218516127","1.0430951218516127"
"37652","1.0666075552923657","1.0666075552923657","1.0666075552923657"
"37919","1.016313235821604","1.016313235821604","1.016313235821604"
"38179","1.1263569638684945","1.1263569638684945","1.1263569638684945"
"38429","0.9716965332888153","0.9716965332888153","0.9716965332888153"
"38702","1.2371390152542565","1.2371390152542565","1.2371390152542565"
"38961","1.1716512580749294","1.1716512580749294","1.1716512580749294"
"39234","1.243246582295914","1.243246582295914","1.243246582295914"
"39485","1.085534576547885","1.085534576547885","1.085534576547885"
"39753","1.086599041872986","1.086599041872986","1.086599041872986"
"40013","1.121488288501719","1.121488288501719","1.121488288501719"
"40263","1.0808048443003215","1.0808048443003215","1.0808048443003215"
"40527","1.1878477151954063","1.1878477151954063","1.1878477151954063"
"40790","1.1466133985019265","1.1466133985019265","1.1466133985019265"
"41050","1.1180347066924528","1.1180347066924528","1.1180347066924528"
"41301","1.0790386174870137","1.0790386174870137","1.0790386174870137"
"41571","1.0565557880773866","1.0565557880773866","1.0565557880773866"
"41827","0.9297265236395356","0.9297265236395356","0.9297265236395356"
"42093","1.0559651352912136","1.0559651352912136","1.0559651352912136"
"42348","1.2090720766672383","1.2090720766672383","1.2090720766672383"
"42601","1.1813762427109329","1.1813762427109329","1.1813762427109329"
"42867","1.0617726201331674","1.0617726201331674","1.0617726201331674"
"43138","1.096526337032757","1.096526337032757","1.096526337032757"
"43408","1.037578199089384","1.037578199089384","1.037578199089384"
"43670","1.154675637560572","1.154675637560572","1.154675637560572"
"43935","1.057365915334502","1.057365915334502","1.057365915334502"
"44205","1.1266200809230753","1.1266200809230753","1.1266200809230753"
"44466","0.9407341498770553","0.9407341498770553","0.9407341498770553"
"44725","1.0237482712953785","1.0237482712953785","1.0237482712953785"
"44988","1.086291555653723","1.086291555653723","1.086291555653723"
"45255","1.116220375207464","1.116220375207464","1.116220375207464"
"45519","1.2059154333870374","1.2059154333870374","1.2059154333870374"
"45776","1.078137788673242","1.078137788673242","1.078137788673242"
"46034","1.0684338558732567","1.0684338558732567","1.0684338558732567"
"46299","1.075379613436401","1.075379613436401","1.075379613436401"
"46559","1.0945375923534737","1.0945375923534737","1.0945375923534737"
"46827","1.0448282931628894","1.0448282931628894","1.0448282931628894"
"47099","1.1472155398288464","1.1472155398288464","1.1472155398288464"
"47371","1.1856912498476622","1.1856912498476622","1.1856912498476622"
"47639","1.1062061528589024","1.1062061528589024","1.1062061528589024"
"47895","1.0329340895201637","1.0329340895201637","1.0329340895201637"
"48157","1.0505139574587699","1.0505139574587699","1.0505139574587699"
"48423","1.0992149651348555","1.0992149651348555","1.0992149651348555"
"48673","1.1979811526430806","1.1979811526430806","1.1979811526430806"
"48936","1.1237564370812227","1.1237564370812227","1.1237564370812227"
"49206","1.1594065394734954","1.1594065394734954","1.1594065394734954"
"49463","0.9056666722367397","0.9056666722367397","0.9056666722367397"
"49728","1.017647868403161","1.017647868403161","1.017647868403161"
"49978","1.003621501649498","1.003621501649498","1.003621501649498"
"50243","1.024382137851919","1.024382137851919","1.024382137851919"
"50517","1.0093519254027072","1.0093519254027072","1.0093519254027072"
"50776","1.0390060415673603","1.0390060415673603","1.0390060415673603"
"51031","1.090219719585643","1.090219719585643","1.090219719585643"
"51294","1.2511963818774179","1.2511963818774179","1.2511963818774179"
"51551","1.106858268831926","1.106858268831926","1.106858268831926"
"51814","1.1202817550687878","1.1202817550687878","1.1202817550687878"
"52073","0.9185449987395529","0.9185449987395529","0.9185449987395529"
"52331","1.0066610161697669","1.0066610161697669","1.0066610161697669"
"52596","1.116223868396547","1.116223868396547","1.116223868396547"
"52856","1.1005679851061083","1.1005679851061083","1.1005679851061083"
"53124","1.0534242698778329","1.0534242698778329","1.0534242698778329"
"53394","1.0634680000375267","1.0634680000375267","1.0634680000375267"
"53662","1.025175154346356","1.025175154346356","1.025175154346356"
"53922","1.1017816537094336","1.1017816537094336","1.1017816537094336"
"54187","1.0635678932720574","1.0635678932720574","1.0635678932720574"
"54451","1.1183055317084343","1.1183055317084343","1.1183055317084343"
"54708","1.094418956803646","1.094418956803646","1.094418956803646"
"54972","0.930915182270797","0.930915182270797","0.930915182270797"
"55235","1.0378561529306116","1.0378561529306116","1.0378561529306116"
"55486","0.9507503315363232","0.9507503315363232","0.9507503315363232"
"55751","1.0926050438521588","1.0926050438521588","1.0926050438521588"
"56009","0.9925186046033762","0.9925186046033762","0.9925186046033762"
"56278","1.087189632481672","1.087189632481672","1.087189632481672"
"56536","1.0632812454744622","1.0632812454744622","1.0632812454744622"
"56784","1.0914403527745726","1.0914403527745726","1.0914403527745726"
"57043","1.1183142949236315","1.1183142949236315","1.1183142949236315"
"57304","1.0733644471172872","1.0733644471172872","1.0733644471172872"
"57555","1.0601199565656123","1.0601199565656123","1.0601199565656123"
"57810","1.1318733408013402","1.1318733408013402","1.1318733408013402"
"58079","1.0813178565331871","1.0813178565331871","1.0813178565331871"
"58333","1.0543391149660717","1.0543391149660717","1.0543391149660717"
"58587","1.0463290059003392","1.0463290059003392","1.0463290059003392"
"58849","1.0606474855544616","1.0606474855544616","1.0606474855544616"
"59108","1.1993459526353216","1.1993459526353216","1.1993459526353216"
"59377","1.086770829491899","1.086770829491899","1.086770829491899"
"59636","1.0460313460185986","1.0460313460185986","1.0460313460185986"
"59904","1.1033597179791994","1.1033597179791994","1.1033597179791994"
"60159","1.1488129506995521","1.1488129506995521","1.1488129506995521"
"60420","1.0675357795236373","1.0675357795236373","1.0675357795236373"
"60684","1.0307253077334104","1.0307253077334104","1.0307253077334104"
"60940","1.160965698368069","1.160965698368069","1.160965698368069"
"61212","1.0398967428157977","1.0398967428157977","1.0398967428157977"
"61471","1.1105173811921334","1.1105173811921334","1.1105173811921334"
"61736","1.102737333961866","1.102737333961866","1.102737333961866"
"62002","0.9641622138360549","0.9641622138360549","0.9641622138360549"
"62270","1.0144462059576294","1.0144462059576294","1.0144462059576294"
"62533","1.0000752026633604","1.0000752026633604","1.0000752026633604"
"62803","1.083272987486648","1.083272987486648","1.083272987486648"
"63053","1.070201431511453","1.070201431511453","1.070201431511453"
"63312","0.936410582534458","0.936410582534458","0.936410582534458"
"63572","1.0198452321185525","1.0198452321185525","1.0198452321185525"
"63834","1.03407332645102","1.03407332645102","1.03407332645102"
"64091","1.0218042314632503","1.0218042314632503","1.0218042314632503"
"64354","1.1503633919324432","1.1503633919324432","1.1503633919324432"
"64610","1.1986688695744387","1.1986688695744387","1.1986688695744387"
"64870","1.0624572802491903","1.0624572802491903","1.0624572802491903"
"65125","0.9313124687067704","0.9313124687067704","0.9313124687067704"
"65393","1.168979614430298","1.168979614430298","1.168979614430298"
"65646","1.0237749477966442","1.0237749477966442","1.0237749477966442"
"65905","1.095057588693992","1.095057588693992","1.095057588693992"
"66171","1.157174348154648","1.157174348154648","1.157174348154648"
"66425","1.06195822699977","1.06195822699977","1.06195822699977"
"66690","0.996262950108697","0.996262950108697","0.996262950108697"
"66960","1.010113703330972","1.010113703330972","1.010113703330972"
"67229","0.8650233631023789","0.8650233631023789","0.8650233631023789"
"67494","1.035705090351338","1.035705090351338","1.035705090351338"
"67758","1.0142209801448987","1.0142209801448987","1.0142209801448987"
"68028","1.0893708818581744","1.0893708818581744","1.0893708818581744"
"68301","1.0073089879856543","1.0073089879856543","1.0073089879856543"
"68563","1.025339213214302","1.025339213214302","1.025339213214302"
"68827","1.0591603604725706","1.0591603604725706","1.0591603604725706"
"69085","0.9333632133103824","0.9333632133103824","0.9333632133103824"
"69355","1.1344842682518468","1.1344842682518468","1.1344842682518468"
"69620","1.0672526293423423","1.0672526293423423","1.0672526293423423"
"69891","1.0427733850713896","1.0427733850713896","1.0427733850713896"
"70152","1.1346757938230343","1.1346757938230343","1.1346757938230343"
"70404","1.032466607656316","1.032466607656316","1.032466607656316"
"70662","1.1835168596357106","1.1835168596357106","1.1835168596357106"
"70921","1.2106511861593254","1.2106511861593254","1.2106511861593254"
"71186","1.0666431114176371","1.0666431114176371","1.0666431114176371"
"71456","1.1733573754894746","1.1733573754894746","1.1733573754894746"
"71711","0.9893387417259402","0.9893387417259402","0.9893387417259402"
"71977","1.0531004108290953","1.0531004108290953","1.0531004108290953"
"72234","0.967633172603544","0.967633172603544","0.967633172603544"
"72493","1.0253373138162445","1.0253373138162445","1.0253373138162445"
"72749","1.1085057651507668","1.1085057651507668","1.1085057651507668"
"73007","0.9615222437795238","0.9615222437795238","0.9615222437795238"
"73276","1.1410341932733863","1.1410341932733863","1.1410341932733863"
"73537","1.025482490512163","1.025482490512163","1.025482490512163"
"73796","1.0320483308437463","1.0320483308437463","1.0320483308437463"
"74058","1.0966524149005978","1.0966524149005978","1.0966524149005978"
"74319","1.1211042755427632","1.1211042755427632","1.1211042755427632"
"74566","0.9191955111422224","0.9191955111422224","0.9191955111422224"
"74832","0.9425262586903517","0.9425262586903517","0.9425262586903517"
"75090","1.0458190139689207","1.0458190139689207","1.0458190139689207"
"75341","1.1034921020338382","1.1034921020338382","1.1034921020338382"
"75603","1.1402467522632194","1.1402467522632194","1.1402467522632194"
"75866","1.090660852700239","1.090660852700239","1.090660852700239"
"76131","1.0599869598578489","1.0599869598578489","1.0599869598578489"
"76375","1.0836175158897887","1.0836175158897887","1.0836175158897887"
"76637","1.0019163757170004","1.0019163757170004","1.0019163757170004"
"76906","1.1540353517423176","1.1540353517423176","1.1540353517423176"
"77170","1.0709751397807312","1.0709751397807312","1.0709751397807312"
"77436","0.9533420685431555","0.9533420685431555","0.9533420685431555"
"77694","1.1407913581881308","1.1407913581881308","1.1407913581881308"
"77951","1.0774692316711287","1.0774692316711287","1.0774692316711287"
"78220","0.9813689703527302","0.9813689703527302","0.9813689703527302"
"78475","1.109922426220871","1.109922426220871","1.109922426220871"
"78744","0.9786333327901137","0.9786333327901137","0.9786333327901137"
"79006","1.0255117860236889","1.0255117860236889","1.0255117860236889"
"79263","1.099117464535542","1.099117464535542","1.099117464535542"
"79524","1.0196305547267905","1.0196305547267905","1.0196305547267905"
"79782","1.022065494689038","1.022065494689038","1.022065494689038"
"80053","0.9225190812249314","0.9225190812249314","0.9225190812249314"
"80305","0.923411572734311","0.923411572734311","0.923411572734311"
"80569","1.1136552270516566","1.1136552270516566","1.1136552270516566"
"80825","1.1175797907738667","1.1175797907738667","1.1175797907738667"
"81091","1.0946521780681475","1.0946521780681475","1.0946521780681475"
"81355","1.1167753798458122","1.1167753798458122","1.1167753798458122"
"81618","1.0843345425351347","1.0843345425351347","1.0843345425351347"
"81879","1.0950963011337014","1.0950963011337014","1.0950963011337014"
"82137","1.167460240353391","1.167460240353391","1.167460240353391"
"82401","1.0857460626250226","1.0857460626250226","1.0857460626250226"
"82665","0.9556714203018971","0.9556714203018971","0.9556714203018971"
"82915","1.0443562899625847","1.0443562899625847","1.0443562899625847"
"83184","1.0225417526571956","1.0225417526571956","1.0225417526571956"
"83447","1.056974493305339","1.056974493305339","1.056974493305339"
"83703","0.9757859519970629","0.9757859519970629","0.9757859519970629"
"83958","0.97819655603468","0.97819655603468","0.97819655603468"
"84230","1.0040473139093544","1.0040473139093544","1.0040473139093544"
"84494","1.1759356446117903","1.1759356446117903","1.1759356446117903"
"84755","1.04199430167813","1.04199430167813","1.04199430167813"
"85022","1.1055153678468819","1.1055153678468819","1.1055153678468819"
"85265","1.2655893550000015","1.2655893550000015","1.2655893550000015"
"85529","0.9059810639881843","0.9059810639881843","0.9059810639881843"
"85795","1.0742503661126228","1.0742503661126228","1.0742503661126228"
"86063","0.9485669819818685","0.9485669819818685","0.9485669819818685"
"86330","1.0053056771107043","1.0053056771107043","1.0053056771107043"
"86593","1.084802672764268","1.084802672764268","1.084802672764268"
"86853","0.9456059868125085","0.9456059868125085","0.9456059868125085"
"87117","1.0481405681525606","1.0481405681525606","1.0481405681525606"
"87375","0.9158951762649749","0.9158951762649749","0.9158951762649749"
"87638","1.0797615121241608","1.0797615121241608","1.0797615121241608"
"87897","0.9242690325315509","0.9242690325315509","0.9242690325315509"
"88146","1.0798253268422036","1.0798253268422036","1.0798253268422036"
"88405","1.0219917281576625","1.0219917281576625","1.0219917281576625"
"88669","0.9527196357725188","0.9527196357725188","0.9527196357725188"
"88926","1.1703096533696495","1.1703096533696495","1.1703096533696495"
"89191","1.068410784727301","1.068410784727301","1.068410784727301"
"89456","1.0803369019805356","1.0803369019805356","1.0803369019805356"
"89723","1.0275006508362716","1.0275006508362716","1.0275006508362716"
"89984","1.0589005029675145","1.0589005029675145","1.0589005029675145"
"90238","0.966332987681596","0.966332987681596","0.966332987681596"
"90492","0.9884541427457912","0.9884541427457912","0.9884541427457912"
"90755","1.130982345837575","1.130982345837575","1.130982345837575"
"91019","1.167958077836131","1.167958077836131","1.167958077836131"
"91283","1.0826156331308152","1.0826156331308152","1.0826156331308152"
"91545","1.075799038702691","1.075799038702691","1.075799038702691"
"91807","1.07612351447326","1.07612351447326","1.07612351447326"
"92069","1.0416120117903276","1.0416120117903276","1.0416120117903276"
"92323","0.9898612301852276","0.9898612301852276","0.9898612301852276"
"92579","0.9961492880285658","0.9961492880285658","0.9961492880285658"
"92834","0.9189167890656478","0.9189167890656478","0.9189167890656478"
"93101","1.0667894099790014","1.0667894099790014","1.0667894099790014"
"93368","1.0814978926866985","1.0814978926866985","1.0814978926866985"
"93627","1.117482131321635","1.117482131321635","1.117482131321635"
"93897","1.0311374758983558","1.0311374758983558","1.0311374758983558"
"94149","0.9720115714916675","0.9720115714916675","0.9720115714916675"
"94408","1.0120721880399803","1.0120721880399803","1.0120721880399803"
"94673","1.1149818141192087","1.1149818141192087","1.1149818141192087"
"94935","0.8834469772287218","0.8834469772287218","0.8834469772287218"
"95200","1.010621961659479","1.010621961659479","1.010621961659479"
"95469","0.9238610130092302","0.9238610130092302","0.9238610130092302"
"95724","1.019133937466217","1.019133937466217","1.019133937466217"
"95990","1.05385309558683","1.05385309558683","1.05385309558683"
"96258","1.1172448921685771","1.1172448921685771","1.1172448921685771"
"96512","1.0819220805478362","1.0819220805478362","1.0819220805478362"
"96758","1.1274943621157567","1.1274943621157567","1.1274943621157567"
"97016","1.0586812151985443","1.0586812151985443","1.0586812151985443"
"97265","1.0322910498327285","1.0322910498327285","1.0322910498327285"
"97526","1.0392486258039113","1.0392486258039113","1.0392486258039113"
"97791","1.1459607345238016","1.1459607345238016","1.1459607345238016"
"98059","1.155566737090272","1.155566737090272","1.155566737090272"
"98328","1.0150833269541855","1.0150833269541855","1.0150833269541855"
"98585","1.0468157739826927","1.0468157739826927","1.0468157739826927"
"98855","0.9870035762921395","0.9870035762921395","0.9870035762921395"
"99107","1.0452524063144006","1.0452524063144006","1.0452524063144006"
"99365","1.1447662581505798","1.1447662581505798","1.1447662581505798"
"99633","1.1102113687774327","1.1102113687774327","1.1102113687774327"
"99894","1.0115044428725486","1.0115044428725486","1.0115044428725486"
"100160","1.0496922661067436","1.0496922661067436","1.0496922661067436"
"100419","0.9838391553944719","0.9838391553944719","0.9838391553944719"
"100676","1.0834329217005214","1.0834329217005214","1.0834329217005214"
"100938","0.8998376582270592","0.8998376582270592","0.8998376582270592"
"101204","1.0489763861764323","1.0489763861764323","1.0489763861764323"
"101472","0.9212747357796012","0.9212747357796012","0.9212747357796012"
"101728","1.0672353668273695","1.0672353668273695","1.0672353668273695"
"101992","1.0085326141101563","1.0085326141101563","1.0085326141101563"
"102245","0.9432060206100455","0.9432060206100455","0.9432060206100455"
"102504","0.9712353665451432","0.9712353665451432","0.9712353665451432"
"102775","1.19363014927406","1.19363014927406","1.19363014927406"
"103036","0.9755020112899526","0.9755020112899526","0.9755020112899526"
"103292","1.1015488992537958","1.1015488992537958","1.1015488992537958"
"103554","1.136362462398011","1.136362462398011","1.136362462398011"
"103813","0.9830302236823288","0.9830302236823288","0.9830302236823288"
"104071","0.951686803777307","0.951686803777307","0.951686803777307"
"104331","1.0687102004984477","1.0687102004984477","1.0687102004984477"
"104592","1.1102302888018551","1.1102302888018551","1.1102302888018551"
"104853","0.8726846429227239","0.8726846429227239","0.8726846429227239"
"105116","1.0921866319567521","1.0921866319567521","1.0921866319567521"
"105378","1.0872360126167122","1.0872360126167122","1.0872360126167122"
"105625","0.9924837129807695","0.9924837129807695","0.9924837129807695"
"105890","1.110259845441422","1.110259845441422","1.110259845441422"
"106160","1.108898572359316","1.108898572359316","1.108898572359316"
"106420","1.0622079981677928","1.0622079981677928","1.0622079981677928"
"106678","0.987742328542075","0.987742328542075","0.987742328542075"
"106945","0.9963818760282523","0.9963818760282523","0.9963818760282523"
"107213","0.9979625479104487","0.9979625479104487","0.9979625479104487"
"107477","1.1077815423133197","1.1077815423133197","1.1077815423133197"
"107738","0.9678349074114252","0.9678349074114252","0.9678349074114252"
"108006","1.023186209394394","1.023186209394394","1.023186209394394"
"108270","0.9316271202298521","0.9316271202298521","0.9316271202298521"
"108542","1.0119391003914644","1.0119391003914644","1.0119391003914644"
"108793","1.0503423855260567","1.0503423855260567","1.0503423855260567"
"109047","0.8668467569683861","0.8668467569683861","0.8668467569683861"
"109293","1.005433853048442","1.005433853048442","1.005433853048442"
"109555","1.10404920303349","1.10404920303349","1.10404920303349"
"109814","1.0591249090032997","1.0591249090032997","1.0591249090032997"
"110063","0.9781536951416162","0.9781536951416162","0.9781536951416162"
"110326","0.941749080932102","0.941749080932102","0.941749080932102"
"110577","0.9967006787591582","0.9967006787591582","0.9967006787591582"
"110838","1.0628144600601108","1.0628144600601108","1.0628144600601108"
"111096","0.9544610606451721","0.9544610606451721","0.9544610606451721"
"111357","0.9709672426015526","0.9709672426015526","0.9709672426015526"
"111602","1.0147363095219886","1.0147363095219886","1.0147363095219886"
"111856","1.1657771758957585","1.1657771758957585","1.1657771758957585"
"112126","0.9851851915911432","0.9851851915911432","0.9851851915911432"
"112384","0.990196794592585","0.990196794592585","0.990196794592585"
"112638","1.0338060072197053","1.0338060072197053","1.0338060072197053"
"112902","1.1493066634565055","1.1493066634565055","1.1493066634565055"
"113172","0.9366653756070364","0.9366653756070364","0.9366653756070364"
"113433","1.058076457187492","1.058076457187492","1.058076457187492"
"113689","0.9695612782146567","0.9695612782146567","0.9695612782146567"
"113948","1.0836968198721557","1.0836968198721557","1.0836968198721557"
"114217","0.946944391505144","0.946944391505144","0.946944391505144"
"114474","1.0380455620278957","1.0380455620278957","1.0380455620278957"
"114736","1.043739819687608","1.043739819687608","1.043739819687608"
"114986","0.9995585350869923","0.9995585350869923","0.9995585350869923"
"115249","0.9903005845933346","0.9903005845933346","0.9903005845933346"
"115514","0.9607608161798395","0.9607608161798395","0.9607608161798395"
"115768","0.9917264044877852","0.9917264044877852","0.9917264044877852"
