"Step","1.random_0_0.0001 - average_loss","1.random_0_0.0001 - average_loss__MIN","1.random_0_0.0001 - average_loss__MAX"
"42366","0.46413098961629934","0.46413098961629934","0.46413098961629934"
"42625","0.49580539360052356","0.49580539360052356","0.49580539360052356"
"42889","0.4725928377013073","0.4725928377013073","0.4725928377013073"
"43146","0.47911509731695595","0.47911509731695595","0.47911509731695595"
"43406","0.4790867154719308","0.4790867154719308","0.4790867154719308"
"43666","0.48360453855289454","0.48360453855289454","0.48360453855289454"
"43930","0.4629370214401702","0.4629370214401702","0.4629370214401702"
"44196","0.48687906989266166","0.48687906989266166","0.48687906989266166"
"44458","0.4837443287207084","0.4837443287207084","0.4837443287207084"
"44718","0.47218364716883604","0.47218364716883604","0.47218364716883604"
"44980","0.46640261660400284","0.46640261660400284","0.46640261660400284"
"45243","0.4924664287107452","0.4924664287107452","0.4924664287107452"
"45504","0.46753087145131733","0.46753087145131733","0.46753087145131733"
"45766","0.4727685704750282","0.4727685704750282","0.4727685704750282"
"46031","0.4727016732940134","0.4727016732940134","0.4727016732940134"
"46288","0.48490414602576903","0.48490414602576903","0.48490414602576903"
"46548","0.4570668480502982","0.4570668480502982","0.4570668480502982"
"46811","0.47410570950609926","0.47410570950609926","0.47410570950609926"
"47071","0.46746775233886156","0.46746775233886156","0.46746775233886156"
"47330","0.4706082034904993","0.4706082034904993","0.4706082034904993"
"47589","0.4780916645943832","0.4780916645943832","0.4780916645943832"
"47848","0.4662069552890257","0.4662069552890257","0.4662069552890257"
"48110","0.4482597989610921","0.4482597989610921","0.4482597989610921"
"48374","0.44993985068615316","0.44993985068615316","0.44993985068615316"
"48638","0.45494277632101143","0.45494277632101143","0.45494277632101143"
"48895","0.4588751197601271","0.4588751197601271","0.4588751197601271"
"49154","0.46121965239111046","0.46121965239111046","0.46121965239111046"
"49412","0.47501771292247047","0.47501771292247047","0.47501771292247047"
"49674","0.4780154695642312","0.4780154695642312","0.4780154695642312"
"49934","0.4530287414558133","0.4530287414558133","0.4530287414558133"
"50195","0.45585291824805046","0.45585291824805046","0.45585291824805046"
"50455","0.4788746837640309","0.4788746837640309","0.4788746837640309"
"50716","0.4705334412177432","0.4705334412177432","0.4705334412177432"
"50979","0.4672931889682909","0.4672931889682909","0.4672931889682909"
"51235","0.4685542603697756","0.4685542603697756","0.4685542603697756"
"51493","0.46747396646236505","0.46747396646236505","0.46747396646236505"
"51757","0.47343564137702243","0.47343564137702243","0.47343564137702243"
"52020","0.4673259980771195","0.4673259980771195","0.4673259980771195"
"52284","0.46457026126639295","0.46457026126639295","0.46457026126639295"
"52544","0.4505441366027127","0.4505441366027127","0.4505441366027127"
"52806","0.4775872095828303","0.4775872095828303","0.4775872095828303"
"53065","0.4699242773949315","0.4699242773949315","0.4699242773949315"
"53327","0.46611808135906474","0.46611808135906474","0.46611808135906474"
"53593","0.4624274730321662","0.4624274730321662","0.4624274730321662"
"53850","0.44855141987427205","0.44855141987427205","0.44855141987427205"
"54115","0.46838104201366526","0.46838104201366526","0.46838104201366526"
"54378","0.4531007704450592","0.4531007704450592","0.4531007704450592"
"54640","0.48543920218623404","0.48543920218623404","0.48543920218623404"
"54895","0.447464945160264","0.447464945160264","0.447464945160264"
"55157","0.4544690861842934","0.4544690861842934","0.4544690861842934"
"55421","0.45564292367071585","0.45564292367071585","0.45564292367071585"
"55684","0.45654354013417286","0.45654354013417286","0.45654354013417286"
"55944","0.4526263099095604","0.4526263099095604","0.4526263099095604"
"56207","0.46785611249365366","0.46785611249365366","0.46785611249365366"
"56470","0.4483673238007798","0.4483673238007798","0.4483673238007798"
"56729","0.4467654627797222","0.4467654627797222","0.4467654627797222"
"56992","0.46372856040111265","0.46372856040111265","0.46372856040111265"
"57256","0.4616389254740167","0.4616389254740167","0.4616389254740167"
"57520","0.4420516746403971","0.4420516746403971","0.4420516746403971"
"57780","0.45149916444929794","0.45149916444929794","0.45149916444929794"
"58038","0.44346032250437073","0.44346032250437073","0.44346032250437073"
"58302","0.45081955020856884","0.45081955020856884","0.45081955020856884"
"58557","0.45446940643431727","0.45446940643431727","0.45446940643431727"
"58820","0.46164110701980837","0.46164110701980837","0.46164110701980837"
"59086","0.4571640972569725","0.4571640972569725","0.4571640972569725"
"59341","0.4392692630611306","0.4392692630611306","0.4392692630611306"
"59603","0.46448436180679165","0.46448436180679165","0.46448436180679165"
"59863","0.480088078253991","0.480088078253991","0.480088078253991"
"60124","0.46120616254256325","0.46120616254256325","0.46120616254256325"
"60386","0.45967884298597433","0.45967884298597433","0.45967884298597433"
"60651","0.4560350672429744","0.4560350672429744","0.4560350672429744"
"60913","0.4442746737218994","0.4442746737218994","0.4442746737218994"
"61174","0.4617574067190432","0.4617574067190432","0.4617574067190432"
"61433","0.4628142975400596","0.4628142975400596","0.4628142975400596"
"61697","0.4725941649379514","0.4725941649379514","0.4725941649379514"
"61959","0.44289053457592115","0.44289053457592115","0.44289053457592115"
"62217","0.45309250108055915","0.45309250108055915","0.45309250108055915"
"62478","0.4688464198881489","0.4688464198881489","0.4688464198881489"
"62738","0.4497733139763033","0.4497733139763033","0.4497733139763033"
"62995","0.4441550013223245","0.4441550013223245","0.4441550013223245"
"63256","0.46591744738711544","0.46591744738711544","0.46591744738711544"
"63516","0.4499956651364131","0.4499956651364131","0.4499956651364131"
"63776","0.4534571501070932","0.4534571501070932","0.4534571501070932"
"64039","0.4424294849353959","0.4424294849353959","0.4424294849353959"
"64296","0.43556536606580504","0.43556536606580504","0.43556536606580504"
"64556","0.44685764620835716","0.44685764620835716","0.44685764620835716"
"64813","0.4328194530734506","0.4328194530734506","0.4328194530734506"
"65073","0.43347745685538935","0.43347745685538935","0.43347745685538935"
"65338","0.44842913934152645","0.44842913934152645","0.44842913934152645"
"65600","0.45034024395530275","0.45034024395530275","0.45034024395530275"
"65864","0.4324805070302153","0.4324805070302153","0.4324805070302153"
"66125","0.48560893709218916","0.48560893709218916","0.48560893709218916"
"66384","0.4400833224760411","0.4400833224760411","0.4400833224760411"
"66646","0.43340325796682583","0.43340325796682583","0.43340325796682583"
"66907","0.45287121245139883","0.45287121245139883","0.45287121245139883"
"67169","0.45366939853959665","0.45366939853959665","0.45366939853959665"
"67427","0.43402872379835455","0.43402872379835455","0.43402872379835455"
"67694","0.43710174787040323","0.43710174787040323","0.43710174787040323"
"67954","0.45902286164211825","0.45902286164211825","0.45902286164211825"
"68211","0.4693755288301541","0.4693755288301541","0.4693755288301541"
"68478","0.46936414675822236","0.46936414675822236","0.46936414675822236"
"68735","0.43547570924991025","0.43547570924991025","0.43547570924991025"
"68998","0.44573339734933776","0.44573339734933776","0.44573339734933776"
"69266","0.45599303317765866","0.45599303317765866","0.45599303317765866"
"69532","0.45595453283134496","0.45595453283134496","0.45595453283134496"
"69796","0.45223886208083114","0.45223886208083114","0.45223886208083114"
"70057","0.44906455091955033","0.44906455091955033","0.44906455091955033"
"70317","0.44293253493677653","0.44293253493677653","0.44293253493677653"
"70581","0.4383809226248573","0.4383809226248573","0.4383809226248573"
"70841","0.4455601667086878","0.4455601667086878","0.4455601667086878"
"71105","0.44859791086469847","0.44859791086469847","0.44859791086469847"
"71367","0.45097279269425306","0.45097279269425306","0.45097279269425306"
"71628","0.44820125990500853","0.44820125990500853","0.44820125990500853"
"71884","0.4393405549005249","0.4393405549005249","0.4393405549005249"
"72142","0.45144756033845385","0.45144756033845385","0.45144756033845385"
"72398","0.45092452102965247","0.45092452102965247","0.45092452102965247"
"72657","0.4492870648294532","0.4492870648294532","0.4492870648294532"
"72916","0.4511932339537036","0.4511932339537036","0.4511932339537036"
"73178","0.4464482776304728","0.4464482776304728","0.4464482776304728"
"73436","0.44790131579466386","0.44790131579466386","0.44790131579466386"
"73699","0.44286434238127087","0.44286434238127087","0.44286434238127087"
"73960","0.42469887736183154","0.42469887736183154","0.42469887736183154"
"74219","0.443605992418284","0.443605992418284","0.443605992418284"
"74481","0.441124412272026","0.441124412272026","0.441124412272026"
"74750","0.4525708352496201","0.4525708352496201","0.4525708352496201"
"75009","0.43111622375013614","0.43111622375013614","0.43111622375013614"
"75274","0.43274692250909563","0.43274692250909563","0.43274692250909563"
"75532","0.425499664794188","0.425499664794188","0.425499664794188"
"75792","0.45317958056314767","0.45317958056314767","0.45317958056314767"
"76053","0.42756407404716573","0.42756407404716573","0.42756407404716573"
"76314","0.44782320807684395","0.44782320807684395","0.44782320807684395"
"76575","0.45186342327225204","0.45186342327225204","0.45186342327225204"
"76832","0.42769947381981627","0.42769947381981627","0.42769947381981627"
"77093","0.43199610203161953","0.43199610203161953","0.43199610203161953"
"77351","0.43688793186356634","0.43688793186356634","0.43688793186356634"
"77610","0.48188767393081877","0.48188767393081877","0.48188767393081877"
"77866","0.4386501549079819","0.4386501549079819","0.4386501549079819"
"78126","0.4417429036861215","0.4417429036861215","0.4417429036861215"
"78384","0.43059056444437077","0.43059056444437077","0.43059056444437077"
"78648","0.45429385388787424","0.45429385388787424","0.45429385388787424"
"78907","0.47201633730248826","0.47201633730248826","0.47201633730248826"
"79172","0.43428245849714103","0.43428245849714103","0.43428245849714103"
"79432","0.4461196460678613","0.4461196460678613","0.4461196460678613"
"79691","0.4631905551050506","0.4631905551050506","0.4631905551050506"
"79952","0.4536101008903062","0.4536101008903062","0.4536101008903062"
"80214","0.4319272448007144","0.4319272448007144","0.4319272448007144"
"80476","0.4326441701444728","0.4326441701444728","0.4326441701444728"
"80739","0.4270566327815098","0.4270566327815098","0.4270566327815098"
"81003","0.458844305440883","0.458844305440883","0.458844305440883"
"81265","0.4551057697852769","0.4551057697852769","0.4551057697852769"
"81530","0.4323231103574302","0.4323231103574302","0.4323231103574302"
"81793","0.43712160190005067","0.43712160190005067","0.43712160190005067"
"82059","0.4579972478909026","0.4579972478909026","0.4579972478909026"
"82317","0.42853465039678307","0.42853465039678307","0.42853465039678307"
"82580","0.4402114295135734","0.4402114295135734","0.4402114295135734"
"82838","0.44480217509643316","0.44480217509643316","0.44480217509643316"
"83097","0.4389687756101433","0.4389687756101433","0.4389687756101433"
"83357","0.41562963575049205","0.41562963575049205","0.41562963575049205"
"83625","0.43889020856605904","0.43889020856605904","0.43889020856605904"
"83887","0.41905563036425175","0.41905563036425175","0.41905563036425175"
"84150","0.4218744134880999","0.4218744134880999","0.4218744134880999"
"84413","0.42749306298862916","0.42749306298862916","0.42749306298862916"
"84671","0.42978195196559693","0.42978195196559693","0.42978195196559693"
"84937","0.4312643918855923","0.4312643918855923","0.4312643918855923"
"85198","0.4302268650728881","0.4302268650728881","0.4302268650728881"
"85465","0.4461087518453088","0.4461087518453088","0.4461087518453088"
"85724","0.4448377669940859","0.4448377669940859","0.4448377669940859"
"85984","0.4457078229674907","0.4457078229674907","0.4457078229674907"
"86248","0.4324080100205713","0.4324080100205713","0.4324080100205713"
"86510","0.42856867544126376","0.42856867544126376","0.42856867544126376"
"86775","0.43919157993778674","0.43919157993778674","0.43919157993778674"
"87034","0.4250499748017013","0.4250499748017013","0.4250499748017013"
"87297","0.4265001694651448","0.4265001694651448","0.4265001694651448"
"87554","0.44934985834692065","0.44934985834692065","0.44934985834692065"
"87809","0.42336908795116396","0.42336908795116396","0.42336908795116396"
"88073","0.4270807852037251","0.4270807852037251","0.4270807852037251"
"88334","0.4407777384717191","0.4407777384717191","0.4407777384717191"
"88587","0.42570753087307894","0.42570753087307894","0.42570753087307894"
"88847","0.4306058118198626","0.4306058118198626","0.4306058118198626"
"89110","0.4300054400707844","0.4300054400707844","0.4300054400707844"
"89371","0.41794132359481695","0.41794132359481695","0.41794132359481695"
"89631","0.4349240876026844","0.4349240876026844","0.4349240876026844"
"89893","0.43155731500777994","0.43155731500777994","0.43155731500777994"
"90157","0.46196210029719503","0.46196210029719503","0.46196210029719503"
"90415","0.42580308244293663","0.42580308244293663","0.42580308244293663"
"90679","0.4258827839270216","0.4258827839270216","0.4258827839270216"
"90938","0.42498417617843043","0.42498417617843043","0.42498417617843043"
"91195","0.41770758426130905","0.41770758426130905","0.41770758426130905"
"91456","0.4137477910081888","0.4137477910081888","0.4137477910081888"
"91721","0.42954381840756856","0.42954381840756856","0.42954381840756856"
"91979","0.434908884963274","0.434908884963274","0.434908884963274"
"92243","0.4445478382778784","0.4445478382778784","0.4445478382778784"
"92505","0.4284724870580691","0.4284724870580691","0.4284724870580691"
"92767","0.4360334199123407","0.4360334199123407","0.4360334199123407"
"93024","0.41988327542516907","0.41988327542516907","0.41988327542516907"
"93282","0.41875569089082104","0.41875569089082104","0.41875569089082104"
"93544","0.4472122587588298","0.4472122587588298","0.4472122587588298"
"93805","0.41502512191327556","0.41502512191327556","0.41502512191327556"
"94066","0.4178403578472887","0.4178403578472887","0.4178403578472887"
"94329","0.45055582101780295","0.45055582101780295","0.45055582101780295"
"94587","0.42350294079221923","0.42350294079221923","0.42350294079221923"
"94848","0.43376408206786016","0.43376408206786016","0.43376408206786016"
"95108","0.42983693506129267","0.42983693506129267","0.42983693506129267"
"95370","0.4323791949329559","0.4323791949329559","0.4323791949329559"
"95632","0.4310010115259641","0.4310010115259641","0.4310010115259641"
"95892","0.42934710075188864","0.42934710075188864","0.42934710075188864"
"96153","0.4278836803255989","0.4278836803255989","0.4278836803255989"
"96414","0.4185869398578588","0.4185869398578588","0.4185869398578588"
"96677","0.427848477179482","0.427848477179482","0.427848477179482"
"96935","0.4201762197879501","0.4201762197879501","0.4201762197879501"
"97197","0.43046845107047615","0.43046845107047615","0.43046845107047615"
"97455","0.4202340461401823","0.4202340461401823","0.4202340461401823"
"97718","0.444530404451879","0.444530404451879","0.444530404451879"
"97977","0.42767532388197965","0.42767532388197965","0.42767532388197965"
"98244","0.4536342097665586","0.4536342097665586","0.4536342097665586"
"98507","0.4237382308578204","0.4237382308578204","0.4237382308578204"
"98769","0.43460327914509633","0.43460327914509633","0.43460327914509633"
"99033","0.42721048098514386","0.42721048098514386","0.42721048098514386"
"99293","0.4265549205860274","0.4265549205860274","0.4265549205860274"
"99551","0.40580683076293883","0.40580683076293883","0.40580683076293883"
"99812","0.4363548409761897","0.4363548409761897","0.4363548409761897"
"100077","0.4197501248468075","0.4197501248468075","0.4197501248468075"
"100341","0.41507295231669117","0.41507295231669117","0.41507295231669117"
"100604","0.41475920028637064","0.41475920028637064","0.41475920028637064"
"100864","0.4199911229262464","0.4199911229262464","0.4199911229262464"
"101126","0.4125534162863694","0.4125534162863694","0.4125534162863694"
"101387","0.4349972255123678","0.4349972255123678","0.4349972255123678"
"101648","0.4057654576801461","0.4057654576801461","0.4057654576801461"
"101913","0.40874033590430336","0.40874033590430336","0.40874033590430336"
"102172","0.46669936365806003","0.46669936365806003","0.46669936365806003"
"102431","0.43871626245050593","0.43871626245050593","0.43871626245050593"
"102697","0.4304822006144227","0.4304822006144227","0.4304822006144227"
"102952","0.40682351015543994","0.40682351015543994","0.40682351015543994"
"103214","0.4491061487240461","0.4491061487240461","0.4491061487240461"
"103475","0.45658963221256327","0.45658963221256327","0.45658963221256327"
"103737","0.42509725829008754","0.42509725829008754","0.42509725829008754"
"104001","0.4193599414502112","0.4193599414502112","0.4193599414502112"
"104260","0.41589938269701465","0.41589938269701465","0.41589938269701465"
"104522","0.40686370502226055","0.40686370502226055","0.40686370502226055"
"104784","0.41156562051037326","0.41156562051037326","0.41156562051037326"
"105045","0.4261452007109214","0.4261452007109214","0.4261452007109214"
"105305","0.4476491651650632","0.4476491651650632","0.4476491651650632"
"105566","0.4121281225723037","0.4121281225723037","0.4121281225723037"
"105827","0.4208426985746393","0.4208426985746393","0.4208426985746393"
"106090","0.42772927825723045","0.42772927825723045","0.42772927825723045"
"106355","0.4302117020728863","0.4302117020728863","0.4302117020728863"
"106616","0.4130004319865186","0.4130004319865186","0.4130004319865186"
"106879","0.41399732911020887","0.41399732911020887","0.41399732911020887"
"107148","0.43671280134966445","0.43671280134966445","0.43671280134966445"
"107413","0.4177910135640008","0.4177910135640008","0.4177910135640008"
"107671","0.4370297184276203","0.4370297184276203","0.4370297184276203"
"107933","0.4071320434591281","0.4071320434591281","0.4071320434591281"
"108194","0.41721915427634476","0.41721915427634476","0.41721915427634476"
"108453","0.4313156748766378","0.4313156748766378","0.4313156748766378"
"108716","0.4204617319031027","0.4204617319031027","0.4204617319031027"
"108978","0.4183374259278546","0.4183374259278546","0.4183374259278546"
"109237","0.41113858776113305","0.41113858776113305","0.41113858776113305"
"109502","0.4228736073184842","0.4228736073184842","0.4228736073184842"
"109761","0.4442570085787077","0.4442570085787077","0.4442570085787077"
"110029","0.415724846850431","0.415724846850431","0.415724846850431"
"110290","0.4043417505684215","0.4043417505684215","0.4043417505684215"
"110551","0.40763339155066775","0.40763339155066775","0.40763339155066775"
"110815","0.406108272383404","0.406108272383404","0.406108272383404"
"111078","0.42171595912466253","0.42171595912466253","0.42171595912466253"
"111339","0.4079894000759441","0.4079894000759441","0.4079894000759441"
"111604","0.42314764685103734","0.42314764685103734","0.42314764685103734"
"111867","0.41711363267431106","0.41711363267431106","0.41711363267431106"
"112126","0.42149007983427816","0.42149007983427816","0.42149007983427816"
"112388","0.4219589788584871","0.4219589788584871","0.4219589788584871"
"112652","0.42063482029468946","0.42063482029468946","0.42063482029468946"
"112914","0.4214792374603514","0.4214792374603514","0.4214792374603514"
"113173","0.4118174566745799","0.4118174566745799","0.4118174566745799"
"113435","0.4132990606933094","0.4132990606933094","0.4132990606933094"
"113696","0.40851370128003156","0.40851370128003156","0.40851370128003156"
"113954","0.4281501055611866","0.4281501055611866","0.4281501055611866"
