"Step","1.drop_0_0.0001 - average_loss","1.drop_0_0.0001 - average_loss__MIN","1.drop_0_0.0001 - average_loss__MAX"
"15695","0.38771625173260243","0.38771625173260243","0.38771625173260243"
"15960","0.3698763805393235","0.3698763805393235","0.3698763805393235"
"16219","0.36162235260074493","0.36162235260074493","0.36162235260074493"
"16480","0.37109743036897713","0.37109743036897713","0.37109743036897713"
"16744","0.3627520983184998","0.3627520983184998","0.3627520983184998"
"17001","0.3841059509531212","0.3841059509531212","0.3841059509531212"
"17260","0.35954532749064166","0.35954532749064166","0.35954532749064166"
"17523","0.37384360675823014","0.37384360675823014","0.37384360675823014"
"17783","0.39172553178633895","0.39172553178633895","0.39172553178633895"
"18043","0.3677072924223136","0.3677072924223136","0.3677072924223136"
"18307","0.3742387517764385","0.3742387517764385","0.3742387517764385"
"18568","0.3693422764423303","0.3693422764423303","0.3693422764423303"
"18830","0.3680645435655717","0.3680645435655717","0.3680645435655717"
"19089","0.34866367811584054","0.34866367811584054","0.34866367811584054"
"19347","0.35836316240802124","0.35836316240802124","0.35836316240802124"
"19610","0.37374027344740857","0.37374027344740857","0.37374027344740857"
"19868","0.3595607168092712","0.3595607168092712","0.3595607168092712"
"20132","0.37191010713524153","0.37191010713524153","0.37191010713524153"
"20395","0.3589077743275513","0.3589077743275513","0.3589077743275513"
"20656","0.36405935812967294","0.36405935812967294","0.36405935812967294"
"20917","0.35937773505309634","0.35937773505309634","0.35937773505309634"
"21182","0.3841457926393382","0.3841457926393382","0.3841457926393382"
"21443","0.3926750490209088","0.3926750490209088","0.3926750490209088"
"21704","0.35273817986414063","0.35273817986414063","0.35273817986414063"
"21962","0.35527284619344685","0.35527284619344685","0.35527284619344685"
"22222","0.3565340854356795","0.3565340854356795","0.3565340854356795"
"22485","0.35748496183022477","0.35748496183022477","0.35748496183022477"
"22748","0.3631260032752388","0.3631260032752388","0.3631260032752388"
"23011","0.36156284595015403","0.36156284595015403","0.36156284595015403"
"23277","0.3606974247890833","0.3606974247890833","0.3606974247890833"
"23541","0.34925720640140673","0.34925720640140673","0.34925720640140673"
"23799","0.33730827399768687","0.33730827399768687","0.33730827399768687"
"24061","0.34269954005905773","0.34269954005905773","0.34269954005905773"
"24322","0.35291861527077745","0.35291861527077745","0.35291861527077745"
"24587","0.3578823216826676","0.3578823216826676","0.3578823216826676"
"24852","0.36579692263270397","0.36579692263270397","0.36579692263270397"
"25114","0.3450264953648774","0.3450264953648774","0.3450264953648774"
"25371","0.33639046131418304","0.33639046131418304","0.33639046131418304"
"25631","0.361243987087977","0.361243987087977","0.361243987087977"
"25892","0.3524993470055051","0.3524993470055051","0.3524993470055051"
"26158","0.3667410708405956","0.3667410708405956","0.3667410708405956"
"26422","0.3544259018695228","0.3544259018695228","0.3544259018695228"
"26687","0.34842629304550815","0.34842629304550815","0.34842629304550815"
"26944","0.35229831710253406","0.35229831710253406","0.35229831710253406"
"27202","0.3526422112510331","0.3526422112510331","0.3526422112510331"
"27462","0.3749726046557479","0.3749726046557479","0.3749726046557479"
"27721","0.33707451455299564","0.33707451455299564","0.33707451455299564"
"27985","0.35736414421218354","0.35736414421218354","0.35736414421218354"
"28243","0.35875407887153454","0.35875407887153454","0.35875407887153454"
"28505","0.3589013912693912","0.3589013912693912","0.3589013912693912"
"28770","0.3562548884365242","0.3562548884365242","0.3562548884365242"
"29030","0.3732207543753947","0.3732207543753947","0.3732207543753947"
"29293","0.3656853558325495","0.3656853558325495","0.3656853558325495"
"29553","0.33484705464073217","0.33484705464073217","0.33484705464073217"
"29820","0.35343668458025285","0.35343668458025285","0.35343668458025285"
"30088","0.35521172231114695","0.35521172231114695","0.35521172231114695"
"30351","0.35300010564635326","0.35300010564635326","0.35300010564635326"
"30617","0.35861414626781357","0.35861414626781357","0.35861414626781357"
"30881","0.3475547379560896","0.3475547379560896","0.3475547379560896"
"31142","0.34300598270514593","0.34300598270514593","0.34300598270514593"
"31403","0.3450403716013191","0.3450403716013191","0.3450403716013191"
"31669","0.36476587867306964","0.36476587867306964","0.36476587867306964"
"31931","0.35209828357288975","0.35209828357288975","0.35209828357288975"
"32192","0.3343232521814057","0.3343232521814057","0.3343232521814057"
"32457","0.34188046545155387","0.34188046545155387","0.34188046545155387"
"32718","0.35220778075988785","0.35220778075988785","0.35220778075988785"
"32978","0.33561232296294913","0.33561232296294913","0.33561232296294913"
"33238","0.33576464901983116","0.33576464901983116","0.33576464901983116"
"33501","0.3607887010432106","0.3607887010432106","0.3607887010432106"
"33759","0.35379070099039533","0.35379070099039533","0.35379070099039533"
"34018","0.35277790094332045","0.35277790094332045","0.35277790094332045"
"34280","0.33079883509956054","0.33079883509956054","0.33079883509956054"
"34540","0.3367476790253862","0.3367476790253862","0.3367476790253862"
"34797","0.34304468103767577","0.34304468103767577","0.34304468103767577"
"35063","0.36301119464130327","0.36301119464130327","0.36301119464130327"
"35323","0.33521418527365926","0.33521418527365926","0.33521418527365926"
"35583","0.34600606661679334","0.34600606661679334","0.34600606661679334"
"35841","0.33719009603664746","0.33719009603664746","0.33719009603664746"
"36105","0.32917401223576304","0.32917401223576304","0.32917401223576304"
"36368","0.3624214936037169","0.3624214936037169","0.3624214936037169"
"36634","0.3529697131621696","0.3529697131621696","0.3529697131621696"
"36895","0.33953641688414876","0.33953641688414876","0.33953641688414876"
"37156","0.34000192714327","0.34000192714327","0.34000192714327"
"37419","0.33124509574406685","0.33124509574406685","0.33124509574406685"
"37680","0.35713402794504906","0.35713402794504906","0.35713402794504906"
"37936","0.3242483384280789","0.3242483384280789","0.3242483384280789"
"38199","0.3420028418538576","0.3420028418538576","0.3420028418538576"
"38459","0.3324777689309931","0.3324777689309931","0.3324777689309931"
"38719","0.32906917684278875","0.32906917684278875","0.32906917684278875"
"38982","0.3451329199010753","0.3451329199010753","0.3451329199010753"
"39244","0.3414140837027621","0.3414140837027621","0.3414140837027621"
"39511","0.3446607532632219","0.3446607532632219","0.3446607532632219"
"39775","0.3303966054974794","0.3303966054974794","0.3303966054974794"
"40040","0.346328811700245","0.346328811700245","0.346328811700245"
"40301","0.33999381123839895","0.33999381123839895","0.33999381123839895"
"40564","0.3378008297406654","0.3378008297406654","0.3378008297406654"
"40829","0.3437307444328326","0.3437307444328326","0.3437307444328326"
"41093","0.32864304900312347","0.32864304900312347","0.32864304900312347"
"41358","0.35087636641092657","0.35087636641092657","0.35087636641092657"
"41619","0.3330244127370396","0.3330244127370396","0.3330244127370396"
"41886","0.330115545715235","0.330115545715235","0.330115545715235"
"42145","0.348163337473076","0.348163337473076","0.348163337473076"
"42406","0.3574893960770658","0.3574893960770658","0.3574893960770658"
"42669","0.3303366370021964","0.3303366370021964","0.3303366370021964"
"42931","0.3357781127496944","0.3357781127496944","0.3357781127496944"
"43197","0.343332243476356","0.343332243476356","0.343332243476356"
"43458","0.36230550916833104","0.36230550916833104","0.36230550916833104"
"43721","0.3562655812875715","0.3562655812875715","0.3562655812875715"
"43984","0.32754443231137903","0.32754443231137903","0.32754443231137903"
"44246","0.34114777158421705","0.34114777158421705","0.34114777158421705"
"44506","0.32453188535364735","0.32453188535364735","0.32453188535364735"
"44774","0.32967628454327347","0.32967628454327347","0.32967628454327347"
"45041","0.34100712564588986","0.34100712564588986","0.34100712564588986"
"45306","0.3308108458560887","0.3308108458560887","0.3308108458560887"
"45567","0.3489030635920584","0.3489030635920584","0.3489030635920584"
"45827","0.3387638499927396","0.3387638499927396","0.3387638499927396"
"46090","0.3288338339762291","0.3288338339762291","0.3288338339762291"
"46349","0.3197523635416758","0.3197523635416758","0.3197523635416758"
"46610","0.3465825785058497","0.3465825785058497","0.3465825785058497"
"46866","0.3228897687628033","0.3228897687628033","0.3228897687628033"
"47126","0.3443156304609537","0.3443156304609537","0.3443156304609537"
"47388","0.3383028285827227","0.3383028285827227","0.3383028285827227"
"47650","0.33610771984467996","0.33610771984467996","0.33610771984467996"
"47908","0.3306850748880705","0.3306850748880705","0.3306850748880705"
"48168","0.34492100005612797","0.34492100005612797","0.34492100005612797"
"48430","0.32787036432901456","0.32787036432901456","0.32787036432901456"
"48685","0.3275096589587033","0.3275096589587033","0.3275096589587033"
"48946","0.31965204728072627","0.31965204728072627","0.31965204728072627"
"49204","0.3484824518292403","0.3484824518292403","0.3484824518292403"
"49465","0.3271326503700352","0.3271326503700352","0.3271326503700352"
"49727","0.32843531620269595","0.32843531620269595","0.32843531620269595"
"49987","0.3306209954200368","0.3306209954200368","0.3306209954200368"
"50251","0.33340500356092123","0.33340500356092123","0.33340500356092123"
"50519","0.33638737998185636","0.33638737998185636","0.33638737998185636"
"50780","0.30565667613081343","0.30565667613081343","0.30565667613081343"
"51040","0.3278575043676453","0.3278575043676453","0.3278575043676453"
"51302","0.33881953874000686","0.33881953874000686","0.33881953874000686"
"51563","0.32897584458454493","0.32897584458454493","0.32897584458454493"
"51829","0.3356345154350527","0.3356345154350527","0.3356345154350527"
"52089","0.338873799630464","0.338873799630464","0.338873799630464"
"52348","0.3142329660833945","0.3142329660833945","0.3142329660833945"
"52612","0.3236711924471177","0.3236711924471177","0.3236711924471177"
"52869","0.3202937627084871","0.3202937627084871","0.3202937627084871"
"53132","0.32866561925746923","0.32866561925746923","0.32866561925746923"
"53394","0.31664053541707","0.31664053541707","0.31664053541707"
"53654","0.30407242932586626","0.30407242932586626","0.30407242932586626"
"53918","0.32475536555725604","0.32475536555725604","0.32475536555725604"
"54183","0.3309723779661165","0.3309723779661165","0.3309723779661165"
"54446","0.3340768332252852","0.3340768332252852","0.3340768332252852"
"54708","0.33825301980048345","0.33825301980048345","0.33825301980048345"
"54972","0.35126842975672656","0.35126842975672656","0.35126842975672656"
"55236","0.3198705648991242","0.3198705648991242","0.3198705648991242"
"55497","0.32012308020298075","0.32012308020298075","0.32012308020298075"
"55757","0.3118580057885588","0.3118580057885588","0.3118580057885588"
"56025","0.31376842692286727","0.31376842692286727","0.31376842692286727"
"56286","0.31346911609750505","0.31346911609750505","0.31346911609750505"
"56545","0.3304477450307495","0.3304477450307495","0.3304477450307495"
"56806","0.33101436727373545","0.33101436727373545","0.33101436727373545"
"57069","0.32147887701348704","0.32147887701348704","0.32147887701348704"
"57330","0.31930144265171906","0.31930144265171906","0.31930144265171906"
"57594","0.3291169687074602","0.3291169687074602","0.3291169687074602"
"57858","0.31278095490448526","0.31278095490448526","0.31278095490448526"
"58121","0.3113433046400358","0.3113433046400358","0.3113433046400358"
"58382","0.3132764508184365","0.3132764508184365","0.3132764508184365"
"58649","0.31696280882049604","0.31696280882049604","0.31696280882049604"
"58910","0.32689343278277627","0.32689343278277627","0.32689343278277627"
"59174","0.3150306178400625","0.3150306178400625","0.3150306178400625"
"59435","0.3106858173302728","0.3106858173302728","0.3106858173302728"
"59696","0.3130408646864197","0.3130408646864197","0.3130408646864197"
"59957","0.3494628697907609","0.3494628697907609","0.3494628697907609"
"60221","0.30988432969380464","0.30988432969380464","0.30988432969380464"
"60483","0.35113790617046653","0.35113790617046653","0.35113790617046653"
"60744","0.3053282622753283","0.3053282622753283","0.3053282622753283"
"61000","0.29509852758240335","0.29509852758240335","0.29509852758240335"
"61264","0.30454179855681845","0.30454179855681845","0.30454179855681845"
"61523","0.3080209593557251","0.3080209593557251","0.3080209593557251"
"61783","0.3038942205245898","0.3038942205245898","0.3038942205245898"
"62046","0.33357542543794216","0.33357542543794216","0.33357542543794216"
"62306","0.3187318391183586","0.3187318391183586","0.3187318391183586"
"62568","0.3107132809890088","0.3107132809890088","0.3107132809890088"
"62832","0.3107150262340755","0.3107150262340755","0.3107150262340755"
"63096","0.31054912283080416","0.31054912283080416","0.31054912283080416"
"63361","0.30778187650250527","0.30778187650250527","0.30778187650250527"
"63623","0.31812656270508466","0.31812656270508466","0.31812656270508466"
"63884","0.3103868701779832","0.3103868701779832","0.3103868701779832"
"64150","0.30169359116799277","0.30169359116799277","0.30169359116799277"
"64409","0.30700812130221145","0.30700812130221145","0.30700812130221145"
"64668","0.29723384557092675","0.29723384557092675","0.29723384557092675"
"64931","0.2969644810050028","0.2969644810050028","0.2969644810050028"
"65191","0.3099242941375605","0.3099242941375605","0.3099242941375605"
"65453","0.3143018753806239","0.3143018753806239","0.3143018753806239"
"65712","0.29647926979489314","0.29647926979489314","0.29647926979489314"
"65975","0.30941974585557164","0.30941974585557164","0.30941974585557164"
"66237","0.28778987017724866","0.28778987017724866","0.28778987017724866"
"66496","0.31757414467036654","0.31757414467036654","0.31757414467036654"
"66758","0.3213884166402384","0.3213884166402384","0.3213884166402384"
"67019","0.2966014741399132","0.2966014741399132","0.2966014741399132"
"67279","0.31874111116116044","0.31874111116116044","0.31874111116116044"
"67539","0.317446279123165","0.317446279123165","0.317446279123165"
"67802","0.3033367286552745","0.3033367286552745","0.3033367286552745"
"68066","0.3008797971501322","0.3008797971501322","0.3008797971501322"
"68331","0.308163371646913","0.308163371646913","0.308163371646913"
"68592","0.30774183331956884","0.30774183331956884","0.30774183331956884"
"68852","0.32032377393088507","0.32032377393088507","0.32032377393088507"
"69115","0.32268028835431156","0.32268028835431156","0.32268028835431156"
"69380","0.30199259687604796","0.30199259687604796","0.30199259687604796"
"69641","0.29462520329299435","0.29462520329299435","0.29462520329299435"
"69907","0.31053625815334646","0.31053625815334646","0.31053625815334646"
"70169","0.2993172106162643","0.2993172106162643","0.2993172106162643"
"70425","0.3057597791670048","0.3057597791670048","0.3057597791670048"
"70684","0.31362103779283784","0.31362103779283784","0.31362103779283784"
"70946","0.2901028279851413","0.2901028279851413","0.2901028279851413"
"71208","0.29474737966571934","0.29474737966571934","0.29474737966571934"
"71471","0.30421425531974156","0.30421425531974156","0.30421425531974156"
"71729","0.31831119810817565","0.31831119810817565","0.31831119810817565"
"71989","0.3080265938804594","0.3080265938804594","0.3080265938804594"
"72249","0.2825782633665955","0.2825782633665955","0.2825782633665955"
"72506","0.29343913078114814","0.29343913078114814","0.29343913078114814"
"72770","0.3165370409365785","0.3165370409365785","0.3165370409365785"
"73034","0.2974292850558138","0.2974292850558138","0.2974292850558138"
"73297","0.30375967640633683","0.30375967640633683","0.30375967640633683"
"73556","0.30918823064226364","0.30918823064226364","0.30918823064226364"
"73815","0.2858150903348985","0.2858150903348985","0.2858150903348985"
"74079","0.30413872321395685","0.30413872321395685","0.30413872321395685"
"74341","0.3152615894619078","0.3152615894619078","0.3152615894619078"
"74603","0.2999383515772654","0.2999383515772654","0.2999383515772654"
"74863","0.28592690524903724","0.28592690524903724","0.28592690524903724"
"75124","0.2915066352636055","0.2915066352636055","0.2915066352636055"
"75387","0.3134603494854742","0.3134603494854742","0.3134603494854742"
"75646","0.3007356330594183","0.3007356330594183","0.3007356330594183"
"75909","0.2938638703039213","0.2938638703039213","0.2938638703039213"
"76171","0.31354319515678775","0.31354319515678775","0.31354319515678775"
"76433","0.29499750420430804","0.29499750420430804","0.29499750420430804"
"76693","0.3153712879969764","0.3153712879969764","0.3153712879969764"
"76951","0.29886885703746463","0.29886885703746463","0.29886885703746463"
"77207","0.31878263790132444","0.31878263790132444","0.31878263790132444"
"77467","0.2709099028713962","0.2709099028713962","0.2709099028713962"
"77727","0.29839558665032406","0.29839558665032406","0.29839558665032406"
"77987","0.3119993349849642","0.3119993349849642","0.3119993349849642"
"78249","0.28652512651916356","0.28652512651916356","0.28652512651916356"
"78513","0.29249277547858465","0.29249277547858465","0.29249277547858465"
"78777","0.2955813013554515","0.2955813013554515","0.2955813013554515"
"79041","0.28746196837076265","0.28746196837076265","0.28746196837076265"
"79303","0.30479222371458664","0.30479222371458664","0.30479222371458664"
"79567","0.3092872967485191","0.3092872967485191","0.3092872967485191"
"79825","0.2986883508698481","0.2986883508698481","0.2986883508698481"
"80084","0.28726273459805524","0.28726273459805524","0.28726273459805524"
"80347","0.3109344191337489","0.3109344191337489","0.3109344191337489"
"80607","0.2946357924864555","0.2946357924864555","0.2946357924864555"
"80869","0.29361749700229606","0.29361749700229606","0.29361749700229606"
"81127","0.31409265933197766","0.31409265933197766","0.31409265933197766"
"81391","0.29356716343262784","0.29356716343262784","0.29356716343262784"
"81656","0.2964873872101083","0.2964873872101083","0.2964873872101083"
"81918","0.3040792430888857","0.3040792430888857","0.3040792430888857"
"82180","0.2972119196864326","0.2972119196864326","0.2972119196864326"
"82443","0.3047071651365482","0.3047071651365482","0.3047071651365482"
"82702","0.2959397819748119","0.2959397819748119","0.2959397819748119"
"82963","0.2906383591902292","0.2906383591902292","0.2906383591902292"
"83224","0.29026302251585345","0.29026302251585345","0.29026302251585345"
"83487","0.29647691482694527","0.29647691482694527","0.29647691482694527"
"83747","0.2825667597609089","0.2825667597609089","0.2825667597609089"
"84010","0.28794733743059314","0.28794733743059314","0.28794733743059314"
"84270","0.2880500626219832","0.2880500626219832","0.2880500626219832"
"84531","0.2801339408522801","0.2801339408522801","0.2801339408522801"
"84792","0.2808332727301741","0.2808332727301741","0.2808332727301741"
"85052","0.31957340758986674","0.31957340758986674","0.31957340758986674"
"85309","0.30406528735357724","0.30406528735357724","0.30406528735357724"
"85570","0.30164608209329014","0.30164608209329014","0.30164608209329014"
"85829","0.28925265667773253","0.28925265667773253","0.28925265667773253"
"86092","0.3141125361646174","0.3141125361646174","0.3141125361646174"
"86356","0.28480732549617377","0.28480732549617377","0.28480732549617377"
"86619","0.29962618495458093","0.29962618495458093","0.29962618495458093"
"86875","0.2908428555784317","0.2908428555784317","0.2908428555784317"
"87135","0.2910607020616129","0.2910607020616129","0.2910607020616129"
"87396","0.29685425987121256","0.29685425987121256","0.29685425987121256"
"87654","0.2752525228273253","0.2752525228273253","0.2752525228273253"
"87915","0.2747350465079128","0.2747350465079128","0.2747350465079128"
"88178","0.3069222775155929","0.3069222775155929","0.3069222775155929"
"88438","0.2970807080326634","0.2970807080326634","0.2970807080326634"
"88700","0.2999754844315241","0.2999754844315241","0.2999754844315241"
"88963","0.2766887373132277","0.2766887373132277","0.2766887373132277"
"89225","0.28430702046974166","0.28430702046974166","0.28430702046974166"
"89492","0.31526451335239986","0.31526451335239986","0.31526451335239986"
"89754","0.29585755080486387","0.29585755080486387","0.29585755080486387"
"90014","0.2862384084916255","0.2862384084916255","0.2862384084916255"
"90277","0.2760761398786001","0.2760761398786001","0.2760761398786001"
"90537","0.2806800482661112","0.2806800482661112","0.2806800482661112"
"90803","0.2912515429880758","0.2912515429880758","0.2912515429880758"
"91067","0.2775823840503254","0.2775823840503254","0.2775823840503254"
"91328","0.27923891255923083","0.27923891255923083","0.27923891255923083"
"91588","0.2777182065185275","0.2777182065185275","0.2777182065185275"
"91851","0.28167976888354573","0.28167976888354573","0.28167976888354573"
"92115","0.29550618276183943","0.29550618276183943","0.29550618276183943"
"92376","0.28204670820930605","0.28204670820930605","0.28204670820930605"
"92634","0.2637333956094853","0.2637333956094853","0.2637333956094853"
"92893","0.27527394854936604","0.27527394854936604","0.27527394854936604"
"93152","0.29226471417568417","0.29226471417568417","0.29226471417568417"
"93409","0.31721756849676175","0.31721756849676175","0.31721756849676175"
"93666","0.286744243276301","0.286744243276301","0.286744243276301"
"93927","0.27098337524313626","0.27098337524313626","0.27098337524313626"
"94189","0.274935767719951","0.274935767719951","0.274935767719951"
"94449","0.2821988207621017","0.2821988207621017","0.2821988207621017"
"94712","0.28738330732954387","0.28738330732954387","0.28738330732954387"
"94975","0.30167267505972983","0.30167267505972983","0.30167267505972983"
"95234","0.27970221699723263","0.27970221699723263","0.27970221699723263"
"95499","0.2958107690296994","0.2958107690296994","0.2958107690296994"
"95761","0.28442782882872103","0.28442782882872103","0.28442782882872103"
"96022","0.3028713618327405","0.3028713618327405","0.3028713618327405"
"96282","0.29600018830215086","0.29600018830215086","0.29600018830215086"
"96545","0.2809223505608144","0.2809223505608144","0.2809223505608144"
"96807","0.271553428166461","0.271553428166461","0.271553428166461"
"97064","0.2819782208592697","0.2819782208592697","0.2819782208592697"
"97324","0.29848738545912723","0.29848738545912723","0.29848738545912723"
"97586","0.2743266237282204","0.2743266237282204","0.2743266237282204"
"97849","0.2594196969390864","0.2594196969390864","0.2594196969390864"
"98114","0.26782107931302995","0.26782107931302995","0.26782107931302995"
"98374","0.27073163307225173","0.27073163307225173","0.27073163307225173"
"98632","0.27606651438588825","0.27606651438588825","0.27606651438588825"
"98893","0.27820373490561917","0.27820373490561917","0.27820373490561917"
"99155","0.27967390503568174","0.27967390503568174","0.27967390503568174"
"99412","0.2880782830311389","0.2880782830311389","0.2880782830311389"
"99678","0.28248434021879393","0.28248434021879393","0.28248434021879393"
"99943","0.2985500336340392","0.2985500336340392","0.2985500336340392"
"100202","0.2772498193678738","0.2772498193678738","0.2772498193678738"
"100464","0.2704372852843328","0.2704372852843328","0.2704372852843328"
"100725","0.2849612435747014","0.2849612435747014","0.2849612435747014"
"100982","0.28547770908431147","0.28547770908431147","0.28547770908431147"
"101241","0.2793220267900129","0.2793220267900129","0.2793220267900129"
"101506","0.27036051090413876","0.27036051090413876","0.27036051090413876"
"101766","0.24918863487444773","0.24918863487444773","0.24918863487444773"
"102026","0.27305566409331733","0.27305566409331733","0.27305566409331733"
"102289","0.2907517827825843","0.2907517827825843","0.2907517827825843"
"102548","0.2640413887434877","0.2640413887434877","0.2640413887434877"
"102810","0.26865059376792527","0.26865059376792527","0.26865059376792527"
"103076","0.2530024628791539","0.2530024628791539","0.2530024628791539"
"103342","0.292581735140397","0.292581735140397","0.292581735140397"
"103603","0.2734781081806971","0.2734781081806971","0.2734781081806971"
"103868","0.2908740424803405","0.2908740424803405","0.2908740424803405"
"104133","0.26658501210989594","0.26658501210989594","0.26658501210989594"
"104392","0.2752185119934473","0.2752185119934473","0.2752185119934473"
"104649","0.2481794754619545","0.2481794754619545","0.2481794754619545"
"104910","0.2876757380894463","0.2876757380894463","0.2876757380894463"
"105173","0.27172491836116036","0.27172491836116036","0.27172491836116036"
"105437","0.2889873366701754","0.2889873366701754","0.2889873366701754"
"105696","0.2720284115112942","0.2720284115112942","0.2720284115112942"
"105955","0.2945799762858471","0.2945799762858471","0.2945799762858471"
"106216","0.26486365331100786","0.26486365331100786","0.26486365331100786"
"106477","0.2808143241413934","0.2808143241413934","0.2808143241413934"
"106740","0.2622847595612708","0.2622847595612708","0.2622847595612708"
"107001","0.25249930890405187","0.25249930890405187","0.25249930890405187"
"107263","0.2583872453042307","0.2583872453042307","0.2583872453042307"
"107523","0.26775103770545294","0.26775103770545294","0.26775103770545294"
"107783","0.28668487366014633","0.28668487366014633","0.28668487366014633"
"108038","0.27401928434422956","0.27401928434422956","0.27401928434422956"
"108298","0.2770660969517481","0.2770660969517481","0.2770660969517481"
"108562","0.26616541743294975","0.26616541743294975","0.26616541743294975"
"108822","0.24511882523911482","0.24511882523911482","0.24511882523911482"
"109084","0.26261212986532534","0.26261212986532534","0.26261212986532534"
"109347","0.2891085768832543","0.2891085768832543","0.2891085768832543"
"109610","0.2717622893688841","0.2717622893688841","0.2717622893688841"
"109872","0.2569640176522874","0.2569640176522874","0.2569640176522874"
"110135","0.2640410000068645","0.2640410000068645","0.2640410000068645"
"110394","0.2821822288346322","0.2821822288346322","0.2821822288346322"
"110653","0.2717315179891586","0.2717315179891586","0.2717315179891586"
"110913","0.24957222439826562","0.24957222439826562","0.24957222439826562"
"111173","0.2560904694610371","0.2560904694610371","0.2560904694610371"
"111433","0.25522302660034907","0.25522302660034907","0.25522302660034907"
"111693","0.2701101821114636","0.2701101821114636","0.2701101821114636"
"111957","0.2676026103149012","0.2676026103149012","0.2676026103149012"
"112218","0.27255145158523614","0.27255145158523614","0.27255145158523614"
"112483","0.2749455576768634","0.2749455576768634","0.2749455576768634"
"112744","0.2768127067724339","0.2768127067724339","0.2768127067724339"
"113002","0.2684611748123936","0.2684611748123936","0.2684611748123936"
"113266","0.26781952377223206","0.26781952377223206","0.26781952377223206"
"113530","0.27479637611969826","0.27479637611969826","0.27479637611969826"
"113792","0.2649504286032236","0.2649504286032236","0.2649504286032236"
