"Step","fine tune no_0_1e-05 - average_loss","fine tune no_0_1e-05 - average_loss__MIN","fine tune no_0_1e-05 - average_loss__MAX"
"99112","0.1809222636092045","0.1809222636092045","0.1809222636092045"
"99374","0.19974474163797878","0.19974474163797878","0.19974474163797878"
"99636","0.18059912525604954","0.18059912525604954","0.18059912525604954"
"99897","0.18176833676444015","0.18176833676444015","0.18176833676444015"
"100155","0.18669997931929597","0.18669997931929597","0.18669997931929597"
"100422","0.18458822341272635","0.18458822341272635","0.18458822341272635"
"100680","0.18746400822026021","0.18746400822026021","0.18746400822026021"
"100933","0.17848506394877006","0.17848506394877006","0.17848506394877006"
"101194","0.1828392040487633","0.1828392040487633","0.1828392040487633"
"101457","0.1837717597514718","0.1837717597514718","0.1837717597514718"
"101719","0.1884434617090453","0.1884434617090453","0.1884434617090453"
"101981","0.1834345903130806","0.1834345903130806","0.1834345903130806"
"102239","0.17612705381546107","0.17612705381546107","0.17612705381546107"
"102499","0.1833345489165044","0.1833345489165044","0.1833345489165044"
"102761","0.18413765647179994","0.18413765647179994","0.18413765647179994"
"103025","0.18222214123278968","0.18222214123278968","0.18222214123278968"
"103290","0.18403650075545974","0.18403650075545974","0.18403650075545974"
"103553","0.1771394725674189","0.1771394725674189","0.1771394725674189"
"103813","0.18098852129111828","0.18098852129111828","0.18098852129111828"
"104075","0.1778419121027596","0.1778419121027596","0.1778419121027596"
"104338","0.18115816630543713","0.18115816630543713","0.18115816630543713"
"104601","0.18320367577281904","0.18320367577281904","0.18320367577281904"
"104862","0.18135176591528843","0.18135176591528843","0.18135176591528843"
"105125","0.18273193180712233","0.18273193180712233","0.18273193180712233"
"105386","0.17984320668574927","0.17984320668574927","0.17984320668574927"
"105643","0.17524297436543235","0.17524297436543235","0.17524297436543235"
"105904","0.1866541980782629","0.1866541980782629","0.1866541980782629"
"106166","0.18597870743923955","0.18597870743923955","0.18597870743923955"
"106429","0.18263235853258017","0.18263235853258017","0.18263235853258017"
"106693","0.188348565647187","0.188348565647187","0.188348565647187"
"106959","0.18571076092075428","0.18571076092075428","0.18571076092075428"
"107221","0.17730497450584567","0.17730497450584567","0.17730497450584567"
"107489","0.17843088858669712","0.17843088858669712","0.17843088858669712"
"107753","0.19481721570889432","0.19481721570889432","0.19481721570889432"
"108016","0.1843380668394122","0.1843380668394122","0.1843380668394122"
"108279","0.1733651561388081","0.1733651561388081","0.1733651561388081"
"108542","0.1800514892281652","0.1800514892281652","0.1800514892281652"
"108803","0.17313311005461898","0.17313311005461898","0.17313311005461898"
"109067","0.18246944205375293","0.18246944205375293","0.18246944205375293"
"109324","0.1743119682999325","0.1743119682999325","0.1743119682999325"
"109585","0.17770675664233204","0.17770675664233204","0.17770675664233204"
"109841","0.17209927450171195","0.17209927450171195","0.17209927450171195"
"110102","0.18424541246553544","0.18424541246553544","0.18424541246553544"
"110359","0.17062016191574753","0.17062016191574753","0.17062016191574753"
"110622","0.18143296777045764","0.18143296777045764","0.18143296777045764"
"110888","0.18040971646449283","0.18040971646449283","0.18040971646449283"
"111148","0.17217127791457668","0.17217127791457668","0.17217127791457668"
"111410","0.17621028021849547","0.17621028021849547","0.17621028021849547"
"111672","0.1830642005253832","0.1830642005253832","0.1830642005253832"
"111934","0.1804294189776127","0.1804294189776127","0.1804294189776127"
"112197","0.17583190000010496","0.17583190000010496","0.17583190000010496"
"112457","0.16824872808746616","0.16824872808746616","0.16824872808746616"
"112718","0.1775789103953615","0.1775789103953615","0.1775789103953615"
"112979","0.17352127235026824","0.17352127235026824","0.17352127235026824"
"113240","0.17749443114777874","0.17749443114777874","0.17749443114777874"
"113508","0.18197195394012475","0.18197195394012475","0.18197195394012475"
