"Step","fine tune relabel+random_0_1e-05 - average_loss","fine tune relabel+random_0_1e-05 - average_loss__MIN","fine tune relabel+random_0_1e-05 - average_loss__MAX"
"25978","1.207781257654876","1.207781257654876","1.207781257654876"
"26241","1.2485163224808336","1.2485163224808336","1.2485163224808336"
"26504","1.281440825682812","1.281440825682812","1.281440825682812"
"26760","1.109176778203659","1.109176778203659","1.109176778203659"
"27013","1.067764477668846","1.067764477668846","1.067764477668846"
"27276","1.1276309972704557","1.1276309972704557","1.1276309972704557"
"27534","1.2019549586658316","1.2019549586658316","1.2019549586658316"
"27797","1.2174829757599919","1.2174829757599919","1.2174829757599919"
"28049","1.208905933157204","1.208905933157204","1.208905933157204"
"28319","1.1079805331430106","1.1079805331430106","1.1079805331430106"
"28590","1.1430092194014125","1.1430092194014125","1.1430092194014125"
"28861","1.1923978789971226","1.1923978789971226","1.1923978789971226"
"29136","1.0755510579973349","1.0755510579973349","1.0755510579973349"
"29395","1.0793112903799973","1.0793112903799973","1.0793112903799973"
"29657","1.241737488132936","1.241737488132936","1.241737488132936"
"29914","1.277362191267173","1.277362191267173","1.277362191267173"
"30179","1.1772800007052582","1.1772800007052582","1.1772800007052582"
"30433","1.2031413147772998","1.2031413147772998","1.2031413147772998"
"30694","1.0806873555113028","1.0806873555113028","1.0806873555113028"
"30952","1.145296717193803","1.145296717193803","1.145296717193803"
"31216","1.2136885045441212","1.2136885045441212","1.2136885045441212"
"31475","1.2221701517080268","1.2221701517080268","1.2221701517080268"
"31730","1.0398930440969574","1.0398930440969574","1.0398930440969574"
"31989","1.2165496383425933","1.2165496383425933","1.2165496383425933"
"32248","1.2143810632869714","1.2143810632869714","1.2143810632869714"
"32511","0.9982012869257023","0.9982012869257023","0.9982012869257023"
"32769","1.0158387375478115","1.0158387375478115","1.0158387375478115"
"33033","1.2147963257575476","1.2147963257575476","1.2147963257575476"
"33292","1.0595352656182784","1.0595352656182784","1.0595352656182784"
"33552","1.0638235119203778","1.0638235119203778","1.0638235119203778"
"33817","1.1977399494847778","1.1977399494847778","1.1977399494847778"
"34077","1.1946250608025937","1.1946250608025937","1.1946250608025937"
"34334","1.2273100627892053","1.2273100627892053","1.2273100627892053"
"34605","1.1502264377221163","1.1502264377221163","1.1502264377221163"
"34857","1.0835888381909442","1.0835888381909442","1.0835888381909442"
"35113","1.1354865574932234","1.1354865574932234","1.1354865574932234"
"35377","1.2346117289055623","1.2346117289055623","1.2346117289055623"
"35638","0.9713319055248116","0.9713319055248116","0.9713319055248116"
"35910","1.3099509763188848","1.3099509763188848","1.3099509763188848"
"36171","1.24132583689156","1.24132583689156","1.24132583689156"
"36443","1.1749638174091361","1.1749638174091361","1.1749638174091361"
"36697","1.1049454324775272","1.1049454324775272","1.1049454324775272"
"36968","1.0741234286673234","1.0741234286673234","1.0741234286673234"
"37240","0.9774516936529566","0.9774516936529566","0.9774516936529566"
"37501","1.0600928264161884","1.0600928264161884","1.0600928264161884"
"37758","1.0877597987873404","1.0877597987873404","1.0877597987873404"
"38023","1.2170302502644386","1.2170302502644386","1.2170302502644386"
"38285","1.2112013019648866","1.2112013019648866","1.2112013019648866"
"38560","1.1575605909685787","1.1575605909685787","1.1575605909685787"
"38826","1.1108132446747663","1.1108132446747663","1.1108132446747663"
"39092","1.225498300159137","1.225498300159137","1.225498300159137"
"39359","1.155982236410113","1.155982236410113","1.155982236410113"
"39622","1.2026713324275142","1.2026713324275142","1.2026713324275142"
"39888","1.1382909140342587","1.1382909140342587","1.1382909140342587"
"40148","1.1340788579286252","1.1340788579286252","1.1340788579286252"
"40408","1.1559958925661225","1.1559958925661225","1.1559958925661225"
"40663","1.1466566226270987","1.1466566226270987","1.1466566226270987"
"40932","1.192269600396658","1.192269600396658","1.192269600396658"
"41192","1.0447189339015175","1.0447189339015175","1.0447189339015175"
"41456","1.2187905240114087","1.2187905240114087","1.2187905240114087"
"41720","1.201448347363899","1.201448347363899","1.201448347363899"
"41989","1.2796187080166959","1.2796187080166959","1.2796187080166959"
"42245","1.0479293592986694","1.0479293592986694","1.0479293592986694"
"42511","1.2284312952460756","1.2284312952460756","1.2284312952460756"
"42756","1.1857118961170203","1.1857118961170203","1.1857118961170203"
"43016","1.104602184977255","1.104602184977255","1.104602184977255"
"43274","1.0776840948948154","1.0776840948948154","1.0776840948948154"
"43537","1.1478196839648178","1.1478196839648178","1.1478196839648178"
"43809","1.1922206252261445","1.1922206252261445","1.1922206252261445"
"44076","1.1801125298645416","1.1801125298645416","1.1801125298645416"
"44340","1.1422497174043909","1.1422497174043909","1.1422497174043909"
"44605","1.0774659268144104","1.0774659268144104","1.0774659268144104"
"44854","1.190337312588496","1.190337312588496","1.190337312588496"
"45109","1.3591315767435885","1.3591315767435885","1.3591315767435885"
"45366","1.102980963913277","1.102980963913277","1.102980963913277"
"45635","1.1902852595704136","1.1902852595704136","1.1902852595704136"
"45894","1.3073046437543696","1.3073046437543696","1.3073046437543696"
"46151","1.2098367138793553","1.2098367138793553","1.2098367138793553"
"46413","1.2148705909478739","1.2148705909478739","1.2148705909478739"
"46678","1.2137268348424524","1.2137268348424524","1.2137268348424524"
"46946","1.2601301236511158","1.2601301236511158","1.2601301236511158"
"47212","1.133530482344159","1.133530482344159","1.133530482344159"
"47467","1.2432246038566437","1.2432246038566437","1.2432246038566437"
"47720","1.1892752384405527","1.1892752384405527","1.1892752384405527"
"47979","1.218703139634898","1.218703139634898","1.218703139634898"
"48241","1.0117726961350089","1.0117726961350089","1.0117726961350089"
"48511","1.253988893661234","1.253988893661234","1.253988893661234"
"48777","1.256298462859637","1.256298462859637","1.256298462859637"
"49040","1.1204646941565226","1.1204646941565226","1.1204646941565226"
"49304","1.1064327260341358","1.1064327260341358","1.1064327260341358"
"49566","1.104578778285162","1.104578778285162","1.104578778285162"
"49829","1.2113680380913947","1.2113680380913947","1.2113680380913947"
"50087","1.0993034645915032","1.0993034645915032","1.0993034645915032"
"50352","1.1962106340737255","1.1962106340737255","1.1962106340737255"
"50612","1.2553154301049525","1.2553154301049525","1.2553154301049525"
"50873","1.232789037412383","1.232789037412383","1.232789037412383"
"51137","1.1486862029607208","1.1486862029607208","1.1486862029607208"
"51401","1.3294727041765495","1.3294727041765495","1.3294727041765495"
"51669","1.1492583951464406","1.1492583951464406","1.1492583951464406"
"51936","1.1402479198009994","1.1402479198009994","1.1402479198009994"
"52201","1.1571039435865749","1.1571039435865749","1.1571039435865749"
"52461","1.2070851146071047","1.2070851146071047","1.2070851146071047"
"52706","0.963946633728228","0.963946633728228","0.963946633728228"
"52969","1.2795127059763938","1.2795127059763938","1.2795127059763938"
"53238","1.2910575155015707","1.2910575155015707","1.2910575155015707"
"53498","1.1980626796994263","1.1980626796994263","1.1980626796994263"
"53766","1.2540758696979262","1.2540758696979262","1.2540758696979262"
"54023","1.1438229955099006","1.1438229955099006","1.1438229955099006"
"54280","1.0436858036900285","1.0436858036900285","1.0436858036900285"
"54548","1.07433606610906","1.07433606610906","1.07433606610906"
"54803","1.0655644285256294","1.0655644285256294","1.0655644285256294"
"55070","1.2310372823609133","1.2310372823609133","1.2310372823609133"
"55336","1.163915508501406","1.163915508501406","1.163915508501406"
"55578","1.2450139341099236","1.2450139341099236","1.2450139341099236"
"55847","1.0840076204326274","1.0840076204326274","1.0840076204326274"
"56106","1.1627578399871275","1.1627578399871275","1.1627578399871275"
"56350","1.124162898484851","1.124162898484851","1.124162898484851"
"56620","1.3331954200028486","1.3331954200028486","1.3331954200028486"
"56883","1.1413203464010835","1.1413203464010835","1.1413203464010835"
"57152","1.0995816116421742","1.0995816116421742","1.0995816116421742"
"57408","1.2196374162206791","1.2196374162206791","1.2196374162206791"
"57672","1.186288610185255","1.186288610185255","1.186288610185255"
"57933","1.2017162699515491","1.2017162699515491","1.2017162699515491"
"58190","1.0858010145589765","1.0858010145589765","1.0858010145589765"
"58445","1.0964722426125297","1.0964722426125297","1.0964722426125297"
"58701","1.0240627997640754","1.0240627997640754","1.0240627997640754"
"58965","1.16950232998146","1.16950232998146","1.16950232998146"
"59221","1.0679542113521503","1.0679542113521503","1.0679542113521503"
"59478","1.1835138852888334","1.1835138852888334","1.1835138852888334"
"59747","1.1579701273778618","1.1579701273778618","1.1579701273778618"
"60008","1.1669049609312896","1.1669049609312896","1.1669049609312896"
"60265","1.1859156722860709","1.1859156722860709","1.1859156722860709"
"60518","1.1540505115536117","1.1540505115536117","1.1540505115536117"
"60783","1.1240760264607768","1.1240760264607768","1.1240760264607768"
"61054","1.1292922466826283","1.1292922466826283","1.1292922466826283"
"61320","1.1253362863771987","1.1253362863771987","1.1253362863771987"
"61591","1.1326585754037344","1.1326585754037344","1.1326585754037344"
"61849","1.0889088770847266","1.0889088770847266","1.0889088770847266"
"62113","1.044442800393975","1.044442800393975","1.044442800393975"
"62384","1.2146787278275395","1.2146787278275395","1.2146787278275395"
"62650","1.2655304976604962","1.2655304976604962","1.2655304976604962"
"62910","1.1629229154575753","1.1629229154575753","1.1629229154575753"
"63167","1.2024577975825028","1.2024577975825028","1.2024577975825028"
"63432","1.1801948157008963","1.1801948157008963","1.1801948157008963"
"63696","1.1301110223152055","1.1301110223152055","1.1301110223152055"
"63954","0.9994935554531871","0.9994935554531871","0.9994935554531871"
"64208","1.085376196744727","1.085376196744727","1.085376196744727"
"64464","1.0348599127873226","1.0348599127873226","1.0348599127873226"
"64724","1.1147087289503328","1.1147087289503328","1.1147087289503328"
"64988","1.0446618185814627","1.0446618185814627","1.0446618185814627"
"65242","1.0599173553755363","1.0599173553755363","1.0599173553755363"
"65502","1.0797080603886897","1.0797080603886897","1.0797080603886897"
"65761","1.2376919782973244","1.2376919782973244","1.2376919782973244"
"66012","1.1187918382008561","1.1187918382008561","1.1187918382008561"
"66280","1.0476683392499413","1.0476683392499413","1.0476683392499413"
"66531","1.0870926343935552","1.0870926343935552","1.0870926343935552"
"66787","1.2200291595494437","1.2200291595494437","1.2200291595494437"
"67053","1.1445327746823817","1.1445327746823817","1.1445327746823817"
"67312","1.1269480981863902","1.1269480981863902","1.1269480981863902"
"67567","1.1575179636033612","1.1575179636033612","1.1575179636033612"
"67831","1.1418763082226548","1.1418763082226548","1.1418763082226548"
"68096","1.2189977491374138","1.2189977491374138","1.2189977491374138"
"68363","1.1640005354097984","1.1640005354097984","1.1640005354097984"
"68621","1.1606470051171813","1.1606470051171813","1.1606470051171813"
"68886","1.141724095603934","1.141724095603934","1.141724095603934"
"69155","1.1901393540575453","1.1901393540575453","1.1901393540575453"
"69414","1.1496146214780985","1.1496146214780985","1.1496146214780985"
"69687","1.0870455100531993","1.0870455100531993","1.0870455100531993"
"69955","1.1087631530370188","1.1087631530370188","1.1087631530370188"
"70228","1.1675577815432212","1.1675577815432212","1.1675577815432212"
"70502","1.2131244395618086","1.2131244395618086","1.2131244395618086"
"70771","1.0491448983046823","1.0491448983046823","1.0491448983046823"
"71035","1.1755635900957968","1.1755635900957968","1.1755635900957968"
"71299","1.19079911853916","1.19079911853916","1.19079911853916"
"71564","1.0978013556679893","1.0978013556679893","1.0978013556679893"
"71830","1.2004678593072","1.2004678593072","1.2004678593072"
"72087","1.109571985116005","1.109571985116005","1.109571985116005"
"72330","1.1825488700358957","1.1825488700358957","1.1825488700358957"
"72586","1.182266993046527","1.182266993046527","1.182266993046527"
"72851","1.1457025505118374","1.1457025505118374","1.1457025505118374"
"73115","1.217386655062712","1.217386655062712","1.217386655062712"
"73369","1.1541465657129606","1.1541465657129606","1.1541465657129606"
"73634","1.1832275755608592","1.1832275755608592","1.1832275755608592"
"73903","1.1162178896230794","1.1162178896230794","1.1162178896230794"
"74169","1.2278942568163242","1.2278942568163242","1.2278942568163242"
"74437","1.1351045809039242","1.1351045809039242","1.1351045809039242"
"74680","1.2344806396850834","1.2344806396850834","1.2344806396850834"
"74950","1.1537518660760893","1.1537518660760893","1.1537518660760893"
"75207","1.1528124176793628","1.1528124176793628","1.1528124176793628"
"75466","1.1381768936763947","1.1381768936763947","1.1381768936763947"
"75727","1.1822553960863122","1.1822553960863122","1.1822553960863122"
"75995","1.2354350715075713","1.2354350715075713","1.2354350715075713"
"76259","1.114121874524315","1.114121874524315","1.114121874524315"
"76512","1.1869940417471216","1.1869940417471216","1.1869940417471216"
"76776","1.1324542583244752","1.1324542583244752","1.1324542583244752"
"77024","1.1695232681348422","1.1695232681348422","1.1695232681348422"
"77274","1.0714544700665607","1.0714544700665607","1.0714544700665607"
"77528","1.1564340702168583","1.1564340702168583","1.1564340702168583"
"77785","1.146216338234645","1.146216338234645","1.146216338234645"
"78045","1.0489350524213579","1.0489350524213579","1.0489350524213579"
"78307","1.2516676567374143","1.2516676567374143","1.2516676567374143"
"78568","1.0608646196814435","1.0608646196814435","1.0608646196814435"
"78843","1.0783545002068422","1.0783545002068422","1.0783545002068422"
"79092","1.0547031565780534","1.0547031565780534","1.0547031565780534"
"79357","1.0963857848831826","1.0963857848831826","1.0963857848831826"
"79623","1.1306382559542287","1.1306382559542287","1.1306382559542287"
"79888","1.0806495836806878","1.0806495836806878","1.0806495836806878"
"80155","1.1942509811785487","1.1942509811785487","1.1942509811785487"
"80425","1.3478253852326478","1.3478253852326478","1.3478253852326478"
"80689","1.2306051399972704","1.2306051399972704","1.2306051399972704"
"80953","1.0445657131012753","1.0445657131012753","1.0445657131012753"
"81207","1.3349774884407057","1.3349774884407057","1.3349774884407057"
"81466","1.2140163249685862","1.2140163249685862","1.2140163249685862"
"81720","1.1498404027846028","1.1498404027846028","1.1498404027846028"
"81987","1.0219514772548186","1.0219514772548186","1.0219514772548186"
"82245","1.0665656832391235","1.0665656832391235","1.0665656832391235"
"82516","1.2505938931733445","1.2505938931733445","1.2505938931733445"
"82785","1.1467473644807424","1.1467473644807424","1.1467473644807424"
"83045","1.1235766180645335","1.1235766180645335","1.1235766180645335"
"83314","1.1365251866872885","1.1365251866872885","1.1365251866872885"
"83584","1.0928543778378723","1.0928543778378723","1.0928543778378723"
"83833","1.1693068259441004","1.1693068259441004","1.1693068259441004"
"84095","1.1252525232390977","1.1252525232390977","1.1252525232390977"
"84342","1.1185164614408105","1.1185164614408105","1.1185164614408105"
"84614","1.1839328810572625","1.1839328810572625","1.1839328810572625"
"84868","1.1624659712499341","1.1624659712499341","1.1624659712499341"
"85129","1.061809685385648","1.061809685385648","1.061809685385648"
"85384","1.2353355634547942","1.2353355634547942","1.2353355634547942"
"85640","1.1296148971275046","1.1296148971275046","1.1296148971275046"
"85901","1.283893785542912","1.283893785542912","1.283893785542912"
"86171","1.150588414949201","1.150588414949201","1.150588414949201"
"86421","1.0772502236760682","1.0772502236760682","1.0772502236760682"
"86692","1.1498948013078338","1.1498948013078338","1.1498948013078338"
"86947","1.1774703448700639","1.1774703448700639","1.1774703448700639"
"87213","1.1702383729119306","1.1702383729119306","1.1702383729119306"
"87480","1.326367592314879","1.326367592314879","1.326367592314879"
"87750","1.309492077169823","1.309492077169823","1.309492077169823"
"88006","1.1906134479050268","1.1906134479050268","1.1906134479050268"
"88275","1.183325239689591","1.183325239689591","1.183325239689591"
"88543","1.2138106071219226","1.2138106071219226","1.2138106071219226"
"88789","1.2027266894036264","1.2027266894036264","1.2027266894036264"
"89055","1.0824089116825828","1.0824089116825828","1.0824089116825828"
"89323","1.255059926378797","1.255059926378797","1.255059926378797"
"89594","1.2677959542982693","1.2677959542982693","1.2677959542982693"
"89852","1.1034529256186096","1.1034529256186096","1.1034529256186096"
"90108","1.0652302487694474","1.0652302487694474","1.0652302487694474"
"90370","1.1112471083528148","1.1112471083528148","1.1112471083528148"
"90640","1.1557928198642695","1.1557928198642695","1.1557928198642695"
"90897","1.2541004563873628","1.2541004563873628","1.2541004563873628"
"91142","1.1039665168925616","1.1039665168925616","1.1039665168925616"
"91402","1.04680458630771","1.04680458630771","1.04680458630771"
"91663","1.225771797626321","1.225771797626321","1.225771797626321"
"91919","1.1065129547541432","1.1065129547541432","1.1065129547541432"
"92186","1.2750734000776935","1.2750734000776935","1.2750734000776935"
"92445","1.1685970055991979","1.1685970055991979","1.1685970055991979"
"92696","1.3255788275644127","1.3255788275644127","1.3255788275644127"
"92968","1.129807335809148","1.129807335809148","1.129807335809148"
"93237","1.3040541362431315","1.3040541362431315","1.3040541362431315"
"93497","1.1860916466351779","1.1860916466351779","1.1860916466351779"
"93766","1.2281601939541165","1.2281601939541165","1.2281601939541165"
"94030","1.1437189247613673","1.1437189247613673","1.1437189247613673"
"94288","1.1879084870828571","1.1879084870828571","1.1879084870828571"
"94548","1.1005083144645849","1.1005083144645849","1.1005083144645849"
"94815","1.2428477498687078","1.2428477498687078","1.2428477498687078"
"95078","1.0220286027704917","1.0220286027704917","1.0220286027704917"
"95337","1.1739216328811226","1.1739216328811226","1.1739216328811226"
"95600","1.1412677676895686","1.1412677676895686","1.1412677676895686"
"95856","1.1242712491088442","1.1242712491088442","1.1242712491088442"
"96123","1.2451063272752885","1.2451063272752885","1.2451063272752885"
"96376","1.2669907790937818","1.2669907790937818","1.2669907790937818"
"96633","1.0281711254227028","1.0281711254227028","1.0281711254227028"
"96891","1.0672750893014449","1.0672750893014449","1.0672750893014449"
"97139","1.0702734786946098","1.0702734786946098","1.0702734786946098"
"97404","1.072864051619579","1.072864051619579","1.072864051619579"
"97668","1.1606953032290974","1.1606953032290974","1.1606953032290974"
"97914","1.037946618442531","1.037946618442531","1.037946618442531"
"98176","1.1022482456371354","1.1022482456371354","1.1022482456371354"
"98431","1.1507863521045352","1.1507863521045352","1.1507863521045352"
"98694","1.1700723054421986","1.1700723054421986","1.1700723054421986"
"98950","1.1250299811262938","1.1250299811262938","1.1250299811262938"
"99216","1.146249793112498","1.146249793112498","1.146249793112498"
"99473","1.2430298963078745","1.2430298963078745","1.2430298963078745"
"99725","1.1036508607209388","1.1036508607209388","1.1036508607209388"
"99984","1.0672656328122305","1.0672656328122305","1.0672656328122305"
"100248","1.0764566594337306","1.0764566594337306","1.0764566594337306"
"100508","1.0927401270885513","1.0927401270885513","1.0927401270885513"
"100767","1.2002055339210538","1.2002055339210538","1.2002055339210538"
"101022","1.1474977310339889","1.1474977310339889","1.1474977310339889"
"101277","1.1105440402531086","1.1105440402531086","1.1105440402531086"
"101530","1.1575672855006713","1.1575672855006713","1.1575672855006713"
"101783","0.99383939105971","0.99383939105971","0.99383939105971"
"102049","1.0930336705236523","1.0930336705236523","1.0930336705236523"
"102298","1.1296464177410144","1.1296464177410144","1.1296464177410144"
"102557","1.138471297389559","1.138471297389559","1.138471297389559"
"102808","1.1589160774631693","1.1589160774631693","1.1589160774631693"
"103065","1.2030587083904065","1.2030587083904065","1.2030587083904065"
"103333","1.0793920472458172","1.0793920472458172","1.0793920472458172"
"103595","1.1419122107742443","1.1419122107742443","1.1419122107742443"
"103840","1.2264715569485598","1.2264715569485598","1.2264715569485598"
"104104","1.1624231684911734","1.1624231684911734","1.1624231684911734"
"104350","1.1146599055731787","1.1146599055731787","1.1146599055731787"
"104608","1.2764876751436127","1.2764876751436127","1.2764876751436127"
"104874","1.1887929164873505","1.1887929164873505","1.1887929164873505"
"105136","1.1759895457161798","1.1759895457161798","1.1759895457161798"
"105403","1.218945871106235","1.218945871106235","1.218945871106235"
"105668","1.223951510741258","1.223951510741258","1.223951510741258"
"105940","1.128989565294241","1.128989565294241","1.128989565294241"
"106205","1.0833594242570668","1.0833594242570668","1.0833594242570668"
"106460","1.087833340740694","1.087833340740694","1.087833340740694"
"106720","1.063533993222431","1.063533993222431","1.063533993222431"
"106988","1.2615128721469435","1.2615128721469435","1.2615128721469435"
"107245","1.058211018561916","1.058211018561916","1.058211018561916"
"107513","1.2576144939697185","1.2576144939697185","1.2576144939697185"
"107782","1.2262574901372711","1.2262574901372711","1.2262574901372711"
"108041","1.2506628624525749","1.2506628624525749","1.2506628624525749"
"108302","1.2116995399342712","1.2116995399342712","1.2116995399342712"
"108563","1.0430465884933273","1.0430465884933273","1.0430465884933273"
"108835","1.0467272840084487","1.0467272840084487","1.0467272840084487"
"109092","1.2481195411374828","1.2481195411374828","1.2481195411374828"
"109341","1.1013150442654325","1.1013150442654325","1.1013150442654325"
"109594","1.1527613795661398","1.1527613795661398","1.1527613795661398"
"109842","1.1324761958585845","1.1324761958585845","1.1324761958585845"
"110107","1.1735366271664387","1.1735366271664387","1.1735366271664387"
"110361","1.1171823273051242","1.1171823273051242","1.1171823273051242"
"110622","1.1029249892133628","1.1029249892133628","1.1029249892133628"
"110885","1.1000887059512443","1.1000887059512443","1.1000887059512443"
"111151","1.0512963975161727","1.0512963975161727","1.0512963975161727"
"111409","1.1992087811257501","1.1992087811257501","1.1992087811257501"
"111673","1.128048799911307","1.128048799911307","1.128048799911307"
"111926","1.1629952072216168","1.1629952072216168","1.1629952072216168"
"112195","1.0906053369433653","1.0906053369433653","1.0906053369433653"
"112449","1.2532478936819782","1.2532478936819782","1.2532478936819782"
"112698","1.1224891197593951","1.1224891197593951","1.1224891197593951"
"112952","1.0958137902739322","1.0958137902739322","1.0958137902739322"
"113211","1.114128098132049","1.114128098132049","1.114128098132049"
"113474","1.0207154007559573","1.0207154007559573","1.0207154007559573"
"113740","1.204106325506052","1.204106325506052","1.204106325506052"
"114008","1.1134831624112447","1.1134831624112447","1.1134831624112447"
"114275","1.1856134617222631","1.1856134617222631","1.1856134617222631"
"114525","1.1621058511474345","1.1621058511474345","1.1621058511474345"
"114782","1.1913098133688043","1.1913098133688043","1.1913098133688043"
"115053","1.1065614489542932","1.1065614489542932","1.1065614489542932"
