"Step","1.g.4_0_0.0001 - average_loss","1.g.4_0_0.0001 - average_loss__MIN","1.g.4_0_0.0001 - average_loss__MAX"
"11219","1.2270851759998886","1.2270851759998886","1.2270851759998886"
"11485","1.2671845351429867","1.2671845351429867","1.2671845351429867"
"11749","1.283361110781078","1.283361110781078","1.283361110781078"
"12002","1.3079659510472603","1.3079659510472603","1.3079659510472603"
"12264","1.1296735526255415","1.1296735526255415","1.1296735526255415"
"12538","1.1046676062323428","1.1046676062323428","1.1046676062323428"
"12783","1.0962061251755113","1.0962061251755113","1.0962061251755113"
"13046","1.0516983657109518","1.0516983657109518","1.0516983657109518"
"13311","1.1773918822407723","1.1773918822407723","1.1773918822407723"
"13576","1.1783143566402425","1.1783143566402425","1.1783143566402425"
"13832","1.0573918365338233","1.0573918365338233","1.0573918365338233"
"14099","1.1111630151565703","1.1111630151565703","1.1111630151565703"
"14366","1.0341459218845652","1.0341459218845652","1.0341459218845652"
"14623","1.2207330571694506","1.2207330571694506","1.2207330571694506"
"14885","1.0034961400252989","1.0034961400252989","1.0034961400252989"
"15144","1.0294412424845005","1.0294412424845005","1.0294412424845005"
"15408","1.2944084247505223","1.2944084247505223","1.2944084247505223"
"15675","1.1175854533358855","1.1175854533358855","1.1175854533358855"
"15934","1.1287947107589356","1.1287947107589356","1.1287947107589356"
"16206","1.0476438025357546","1.0476438025357546","1.0476438025357546"
"16474","1.2091133748233096","1.2091133748233096","1.2091133748233096"
"16743","1.1388541259015235","1.1388541259015235","1.1388541259015235"
"17003","1.2179831709845292","1.2179831709845292","1.2179831709845292"
"17263","1.2016022942626654","1.2016022942626654","1.2016022942626654"
"17528","1.1429637672011894","1.1429637672011894","1.1429637672011894"
"17795","1.1947193778085488","1.1947193778085488","1.1947193778085488"
"18060","1.1815421671838566","1.1815421671838566","1.1815421671838566"
"18330","1.115412957476521","1.115412957476521","1.115412957476521"
"18596","1.142572526708314","1.142572526708314","1.142572526708314"
"18869","1.2021063517236126","1.2021063517236126","1.2021063517236126"
"19134","1.081192380786773","1.081192380786773","1.081192380786773"
"19405","1.1089316526654682","1.1089316526654682","1.1089316526654682"
"19674","1.1390612346559874","1.1390612346559874","1.1390612346559874"
"19941","1.1651479923287063","1.1651479923287063","1.1651479923287063"
"20213","1.1463930110074405","1.1463930110074405","1.1463930110074405"
"20465","1.0779846770391146","1.0779846770391146","1.0779846770391146"
"20719","1.2456292562601312","1.2456292562601312","1.2456292562601312"
"20985","1.1568560848028204","1.1568560848028204","1.1568560848028204"
"21251","1.1646941220457319","1.1646941220457319","1.1646941220457319"
"21508","1.122187527379504","1.122187527379504","1.122187527379504"
"21769","1.0629863897961396","1.0629863897961396","1.0629863897961396"
"22038","0.9496236645369155","0.9496236645369155","0.9496236645369155"
"22301","1.3649001417311837","1.3649001417311837","1.3649001417311837"
"22558","1.0327530252612214","1.0327530252612214","1.0327530252612214"
"22829","1.0698734462756072","1.0698734462756072","1.0698734462756072"
"23092","1.0744012166295764","1.0744012166295764","1.0744012166295764"
"23355","1.1679052656171498","1.1679052656171498","1.1679052656171498"
"23612","1.0816134025249975","1.0816134025249975","1.0816134025249975"
"23877","1.1649359638069723","1.1649359638069723","1.1649359638069723"
"24142","1.1271800295019356","1.1271800295019356","1.1271800295019356"
"24410","1.2156735210931344","1.2156735210931344","1.2156735210931344"
"24664","1.1478225595075393","1.1478225595075393","1.1478225595075393"
"24924","1.0640251918230206","1.0640251918230206","1.0640251918230206"
"25198","1.2170890397685408","1.2170890397685408","1.2170890397685408"
"25461","1.2972490205557639","1.2972490205557639","1.2972490205557639"
"25719","1.1314925611709004","1.1314925611709004","1.1314925611709004"
"25976","1.1251801029200403","1.1251801029200403","1.1251801029200403"
"26238","0.8820234604825943","0.8820234604825943","0.8820234604825943"
"26491","1.0374348486417067","1.0374348486417067","1.0374348486417067"
"26760","1.1406687566116143","1.1406687566116143","1.1406687566116143"
"27020","1.0433577204434301","1.0433577204434301","1.0433577204434301"
"27263","1.2164268070348987","1.2164268070348987","1.2164268070348987"
"27523","1.1757876808789594","1.1757876808789594","1.1757876808789594"
"27780","1.0748133917636653","1.0748133917636653","1.0748133917636653"
"28034","1.0215065647955277","1.0215065647955277","1.0215065647955277"
"28300","1.2460890249022698","1.2460890249022698","1.2460890249022698"
"28574","1.2281008573675123","1.2281008573675123","1.2281008573675123"
"28836","1.09651795216141","1.09651795216141","1.09651795216141"
"29087","1.041739301804137","1.041739301804137","1.041739301804137"
"29337","1.0381522562577208","1.0381522562577208","1.0381522562577208"
"29600","1.0604182383184124","1.0604182383184124","1.0604182383184124"
"29851","1.0771229562394293","1.0771229562394293","1.0771229562394293"
"30115","1.118651002064724","1.118651002064724","1.118651002064724"
"30377","1.1328043469044355","1.1328043469044355","1.1328043469044355"
"30633","1.2080432725653274","1.2080432725653274","1.2080432725653274"
"30874","1.1867467552755846","1.1867467552755846","1.1867467552755846"
"31136","0.8787055200625664","0.8787055200625664","0.8787055200625664"
"31402","1.023912453665623","1.023912453665623","1.023912453665623"
"31665","1.1111631928080763","1.1111631928080763","1.1111631928080763"
"31921","1.1169843014442162","1.1169843014442162","1.1169843014442162"
"32184","1.17655108968116","1.17655108968116","1.17655108968116"
"32441","1.110300608505547","1.110300608505547","1.110300608505547"
"32700","1.159702516739087","1.159702516739087","1.159702516739087"
"32961","0.90781640133053","0.90781640133053","0.90781640133053"
"33218","1.0336652088965943","1.0336652088965943","1.0336652088965943"
"33477","1.1340884468432282","1.1340884468432282","1.1340884468432282"
"33736","1.1312999908444625","1.1312999908444625","1.1312999908444625"
"33996","1.1760898216376665","1.1760898216376665","1.1760898216376665"
"34248","1.0973920100039654","1.0973920100039654","1.0973920100039654"
"34516","1.2162152401006738","1.2162152401006738","1.2162152401006738"
"34778","1.1713571797651745","1.1713571797651745","1.1713571797651745"
"35045","1.0753332882349782","1.0753332882349782","1.0753332882349782"
"35311","1.1361149253477891","1.1361149253477891","1.1361149253477891"
"35579","1.0552971317429385","1.0552971317429385","1.0552971317429385"
"35850","1.183584465547525","1.183584465547525","1.183584465547525"
"36111","1.2025790958993","1.2025790958993","1.2025790958993"
"36371","1.086041884559127","1.086041884559127","1.086041884559127"
"36629","1.1067405065866531","1.1067405065866531","1.1067405065866531"
"36896","1.2403223169739013","1.2403223169739013","1.2403223169739013"
"37167","1.1532702897731806","1.1532702897731806","1.1532702897731806"
"37434","0.9461664081621244","0.9461664081621244","0.9461664081621244"
"37695","1.0770905345499626","1.0770905345499626","1.0770905345499626"
"37955","1.029431499208438","1.029431499208438","1.029431499208438"
"38213","1.1497237499831106","1.1497237499831106","1.1497237499831106"
"38476","1.0560876200628828","1.0560876200628828","1.0560876200628828"
"38728","1.0671715941211395","1.0671715941211395","1.0671715941211395"
"38990","1.155850000777007","1.155850000777007","1.155850000777007"
"39247","1.0202006245357396","1.0202006245357396","1.0202006245357396"
"39516","1.1196179177276566","1.1196179177276566","1.1196179177276566"
"39769","1.1935147746462664","1.1935147746462664","1.1935147746462664"
"40016","1.1271151889460507","1.1271151889460507","1.1271151889460507"
"40280","1.1823895552877655","1.1823895552877655","1.1823895552877655"
"40539","1.1613536798291737","1.1613536798291737","1.1613536798291737"
"40807","1.1703432918323584","1.1703432918323584","1.1703432918323584"
"41067","1.2079789219079193","1.2079789219079193","1.2079789219079193"
"41331","1.0139503266842391","1.0139503266842391","1.0139503266842391"
"41586","1.1174369257564345","1.1174369257564345","1.1174369257564345"
"41850","1.1872484525734628","1.1872484525734628","1.1872484525734628"
"42120","1.044284911143283","1.044284911143283","1.044284911143283"
"42391","1.1523764257745117","1.1523764257745117","1.1523764257745117"
"42656","1.120218534432386","1.120218534432386","1.120218534432386"
"42922","1.15426883507835","1.15426883507835","1.15426883507835"
"43188","1.1845909413174485","1.1845909413174485","1.1845909413174485"
"43459","1.0336853931973708","1.0336853931973708","1.0336853931973708"
"43720","1.2557844953014166","1.2557844953014166","1.2557844953014166"
"43987","1.0405680213778234","1.0405680213778234","1.0405680213778234"
"44244","1.1245879953472737","1.1245879953472737","1.1245879953472737"
"44503","1.167184982489346","1.167184982489346","1.167184982489346"
"44760","1.060607462297668","1.060607462297668","1.060607462297668"
"45011","1.1594370527741091","1.1594370527741091","1.1594370527741091"
"45264","1.099110699602084","1.099110699602084","1.099110699602084"
"45526","1.055967516693668","1.055967516693668","1.055967516693668"
"45801","1.031200975924988","1.031200975924988","1.031200975924988"
"46069","1.137749788220282","1.137749788220282","1.137749788220282"
"46339","1.1662596112505508","1.1662596112505508","1.1662596112505508"
"46604","1.1127573822176504","1.1127573822176504","1.1127573822176504"
"46869","1.1938002408225934","1.1938002408225934","1.1938002408225934"
"47118","1.1147086036667504","1.1147086036667504","1.1147086036667504"
"47382","1.1060899306481642","1.1060899306481642","1.1060899306481642"
"47644","0.9737113870240832","0.9737113870240832","0.9737113870240832"
"47906","1.123420876620609","1.123420876620609","1.123420876620609"
"48179","1.083463826172886","1.083463826172886","1.083463826172886"
"48433","0.9974491943375647","0.9974491943375647","0.9974491943375647"
"48688","0.9339959932357156","0.9339959932357156","0.9339959932357156"
"48947","1.149653195345094","1.149653195345094","1.149653195345094"
"49209","1.1317707327430817","1.1317707327430817","1.1317707327430817"
"49469","1.0495590680859626","1.0495590680859626","1.0495590680859626"
"49732","1.1782133934680081","1.1782133934680081","1.1782133934680081"
"49992","1.142986524733285","1.142986524733285","1.142986524733285"
"50228","1.2061289585084278","1.2061289585084278","1.2061289585084278"
"50476","1.1207318746732253","1.1207318746732253","1.1207318746732253"
"50739","1.2293461625203403","1.2293461625203403","1.2293461625203403"
"50985","1.0390554603154736","1.0390554603154736","1.0390554603154736"
"51246","1.0299708274037889","1.0299708274037889","1.0299708274037889"
"51494","1.1396683432644716","1.1396683432644716","1.1396683432644716"
"51753","1.141810691056238","1.141810691056238","1.141810691056238"
"52005","1.0702475156682474","1.0702475156682474","1.0702475156682474"
"52273","1.0804583722211343","1.0804583722211343","1.0804583722211343"
"52543","1.0905049381935727","1.0905049381935727","1.0905049381935727"
"52801","0.9443819979104403","0.9443819979104403","0.9443819979104403"
"53068","1.1727775965426048","1.1727775965426048","1.1727775965426048"
"53339","1.188611728645478","1.188611728645478","1.188611728645478"
"53586","1.1565654447359561","1.1565654447359561","1.1565654447359561"
"53853","1.120983653252934","1.120983653252934","1.120983653252934"
"54108","1.1314570630998935","1.1314570630998935","1.1314570630998935"
"54376","1.0240736011553693","1.0240736011553693","1.0240736011553693"
"54640","1.077153316557114","1.077153316557114","1.077153316557114"
"54903","1.0982948927070808","1.0982948927070808","1.0982948927070808"
"55168","1.027145356602139","1.027145356602139","1.027145356602139"
"55423","1.0582050574854072","1.0582050574854072","1.0582050574854072"
"55683","1.0843238315427521","1.0843238315427521","1.0843238315427521"
"55951","0.9933645480854085","0.9933645480854085","0.9933645480854085"
"56215","0.9505971675124278","0.9505971675124278","0.9505971675124278"
"56465","1.17488009778171","1.17488009778171","1.17488009778171"
"56739","1.217709356909695","1.217709356909695","1.217709356909695"
"57005","1.0808940861033518","1.0808940861033518","1.0808940861033518"
"57269","1.0146836201021125","1.0146836201021125","1.0146836201021125"
"57529","1.1900455804111618","1.1900455804111618","1.1900455804111618"
"57792","1.0967214369249565","1.0967214369249565","1.0967214369249565"
"58053","1.0843110454855143","1.0843110454855143","1.0843110454855143"
"58319","1.1330975805485717","1.1330975805485717","1.1330975805485717"
"58584","0.9460857556615921","0.9460857556615921","0.9460857556615921"
"58840","1.167046365286432","1.167046365286432","1.167046365286432"
"59100","1.0656825797012532","1.0656825797012532","1.0656825797012532"
"59369","1.0732950837400999","1.0732950837400999","1.0732950837400999"
"59633","1.1114469191976892","1.1114469191976892","1.1114469191976892"
"59899","1.0491210363112211","1.0491210363112211","1.0491210363112211"
"60173","1.2640478860399325","1.2640478860399325","1.2640478860399325"
"60419","1.1067558461593257","1.1067558461593257","1.1067558461593257"
"60674","1.1351533491717418","1.1351533491717418","1.1351533491717418"
"60921","1.0884546870885063","1.0884546870885063","1.0884546870885063"
"61175","1.0475512326151466","1.0475512326151466","1.0475512326151466"
"61435","1.1181887155952672","1.1181887155952672","1.1181887155952672"
"61674","1.1563428808730183","1.1563428808730183","1.1563428808730183"
"61932","1.046426848192185","1.046426848192185","1.046426848192185"
"62198","1.0182575130751097","1.0182575130751097","1.0182575130751097"
"62448","1.0191676530163833","1.0191676530163833","1.0191676530163833"
"62703","1.0513208035975141","1.0513208035975141","1.0513208035975141"
"62957","1.1630805235868493","1.1630805235868493","1.1630805235868493"
"63211","1.0950418039783574","1.0950418039783574","1.0950418039783574"
"63470","1.0673087529691487","1.0673087529691487","1.0673087529691487"
"63734","1.1003646698702747","1.1003646698702747","1.1003646698702747"
"63996","1.0948161436345092","1.0948161436345092","1.0948161436345092"
"64261","1.067869506668972","1.067869506668972","1.067869506668972"
"64515","1.1317624670005886","1.1317624670005886","1.1317624670005886"
"64764","1.1854803093536792","1.1854803093536792","1.1854803093536792"
"65021","1.1241786404030838","1.1241786404030838","1.1241786404030838"
"65285","1.081072430547339","1.081072430547339","1.081072430547339"
"65549","1.0304553301476287","1.0304553301476287","1.0304553301476287"
"65815","1.109748601657854","1.109748601657854","1.109748601657854"
"66083","1.072404106100199","1.072404106100199","1.072404106100199"
"66330","0.9991400335507279","0.9991400335507279","0.9991400335507279"
"66577","1.1369613171796187","1.1369613171796187","1.1369613171796187"
"66845","1.1172155955547673","1.1172155955547673","1.1172155955547673"
"67113","1.2140465828010174","1.2140465828010174","1.2140465828010174"
"67375","1.0995482100681349","1.0995482100681349","1.0995482100681349"
"67635","1.1201924092015596","1.1201924092015596","1.1201924092015596"
"67896","1.0640023330847421","1.0640023330847421","1.0640023330847421"
"68140","1.021170946728736","1.021170946728736","1.021170946728736"
"68386","1.1020775383985084","1.1020775383985084","1.1020775383985084"
"68655","1.0554911898302148","1.0554911898302148","1.0554911898302148"
"68918","1.0456824315088111","1.0456824315088111","1.0456824315088111"
"69168","1.1827829398628738","1.1827829398628738","1.1827829398628738"
"69443","0.9954807000100265","0.9954807000100265","0.9954807000100265"
"69710","1.1667530748165316","1.1667530748165316","1.1667530748165316"
"69975","1.253399459394494","1.253399459394494","1.253399459394494"
"70222","0.9867812495916707","0.9867812495916707","0.9867812495916707"
"70484","0.9618624891211058","0.9618624891211058","0.9618624891211058"
"70749","0.9709014726539694","0.9709014726539694","0.9709014726539694"
"70998","1.1818019812324654","1.1818019812324654","1.1818019812324654"
"71262","0.877512920966487","0.877512920966487","0.877512920966487"
"71536","1.0415376944685164","1.0415376944685164","1.0415376944685164"
"71796","1.147661073647338","1.147661073647338","1.147661073647338"
"72053","1.149900370564824","1.149900370564824","1.149900370564824"
"72309","0.9455848384870967","0.9455848384870967","0.9455848384870967"
"72578","1.1200854104147708","1.1200854104147708","1.1200854104147708"
"72835","0.9988702325960518","0.9988702325960518","0.9988702325960518"
"73077","1.1535621526668656","1.1535621526668656","1.1535621526668656"
"73343","1.0160841310051856","1.0160841310051856","1.0160841310051856"
"73596","1.0156398719935507","1.0156398719935507","1.0156398719935507"
"73851","1.0688895832286969","1.0688895832286969","1.0688895832286969"
"74113","1.070665552683953","1.070665552683953","1.070665552683953"
"74368","1.00307164517166","1.00307164517166","1.00307164517166"
"74632","1.166918108689586","1.166918108689586","1.166918108689586"
"74901","1.075694497667805","1.075694497667805","1.075694497667805"
"75167","1.208469015298488","1.208469015298488","1.208469015298488"
"75435","1.1837362376652565","1.1837362376652565","1.1837362376652565"
"75705","1.1545419295537243","1.1545419295537243","1.1545419295537243"
"75978","1.1288092179776976","1.1288092179776976","1.1288092179776976"
"76229","1.0777289195005266","1.0777289195005266","1.0777289195005266"
"76488","0.9715531591756088","0.9715531591756088","0.9715531591756088"
"76738","1.0874287873246768","1.0874287873246768","1.0874287873246768"
"77004","1.1517121816796405","1.1517121816796405","1.1517121816796405"
"77252","1.135968166106984","1.135968166106984","1.135968166106984"
"77521","1.0530785729108134","1.0530785729108134","1.0530785729108134"
"77784","1.099885588938824","1.099885588938824","1.099885588938824"
"78043","1.092219086393123","1.092219086393123","1.092219086393123"
"78310","1.0543178293948856","1.0543178293948856","1.0543178293948856"
"78569","1.0895609531991486","1.0895609531991486","1.0895609531991486"
"78836","0.9744651603825627","0.9744651603825627","0.9744651603825627"
"79096","0.9998778571474376","0.9998778571474376","0.9998778571474376"
"79362","1.0298726075131628","1.0298726075131628","1.0298726075131628"
"79624","1.1023148418179955","1.1023148418179955","1.1023148418179955"
"79896","1.1170915932250451","1.1170915932250451","1.1170915932250451"
"80165","1.0879098088273262","1.0879098088273262","1.0879098088273262"
"80436","1.2776762240715187","1.2776762240715187","1.2776762240715187"
"80698","1.0084526590964429","1.0084526590964429","1.0084526590964429"
"80967","1.0568299233962608","1.0568299233962608","1.0568299233962608"
"81232","1.015740259423357","1.015740259423357","1.015740259423357"
"81494","1.1492496209295266","1.1492496209295266","1.1492496209295266"
"81759","1.1044569352016238","1.1044569352016238","1.1044569352016238"
"82009","1.0119356700032256","1.0119356700032256","1.0119356700032256"
"82270","1.1446791351598222","1.1446791351598222","1.1446791351598222"
"82530","1.0319479256588104","1.0319479256588104","1.0319479256588104"
"82794","1.036893209684848","1.036893209684848","1.036893209684848"
"83060","1.08580289966406","1.08580289966406","1.08580289966406"
"83322","0.9827174142102229","0.9827174142102229","0.9827174142102229"
"83591","1.2388038645701216","1.2388038645701216","1.2388038645701216"
"83853","1.0784379055003497","1.0784379055003497","1.0784379055003497"
"84125","1.1563366659587815","1.1563366659587815","1.1563366659587815"
"84392","1.1110758716861406","1.1110758716861406","1.1110758716861406"
"84648","1.061954161084045","1.061954161084045","1.061954161084045"
"84913","1.0378095406552785","1.0378095406552785","1.0378095406552785"
"85169","1.188920420054965","1.188920420054965","1.188920420054965"
"85428","1.034993847364051","1.034993847364051","1.034993847364051"
"85686","1.2043226895802137","1.2043226895802137","1.2043226895802137"
"85952","1.0812431989688236","1.0812431989688236","1.0812431989688236"
"86220","1.0925741340841315","1.0925741340841315","1.0925741340841315"
"86485","1.0938057817988684","1.0938057817988684","1.0938057817988684"
"86737","1.0723103714197861","1.0723103714197861","1.0723103714197861"
"86997","1.0790632278318724","1.0790632278318724","1.0790632278318724"
"87261","0.8822748563645452","0.8822748563645452","0.8822748563645452"
"87511","1.191948537408972","1.191948537408972","1.191948537408972"
"87769","1.1214103457572895","1.1214103457572895","1.1214103457572895"
"88034","1.1137428448349844","1.1137428448349844","1.1137428448349844"
"88295","1.125304044879697","1.125304044879697","1.125304044879697"
"88556","1.0976260577022967","1.0976260577022967","1.0976260577022967"
"88814","1.0891821852982126","1.0891821852982126","1.0891821852982126"
"89082","1.0942489194682428","1.0942489194682428","1.0942489194682428"
"89351","1.1264555778395646","1.1264555778395646","1.1264555778395646"
"89616","1.0771887957166135","1.0771887957166135","1.0771887957166135"
"89880","1.1032984968370627","1.1032984968370627","1.1032984968370627"
"90149","1.044985904544896","1.044985904544896","1.044985904544896"
"90404","1.021335342338094","1.021335342338094","1.021335342338094"
"90661","1.1692855465329355","1.1692855465329355","1.1692855465329355"
"90923","1.0340903328807824","1.0340903328807824","1.0340903328807824"
"91194","0.9763351356420942","0.9763351356420942","0.9763351356420942"
"91459","1.0762289489929875","1.0762289489929875","1.0762289489929875"
"91713","0.955975270230987","0.955975270230987","0.955975270230987"
"91965","0.998661192436854","0.998661192436854","0.998661192436854"
"92227","1.0265506366056334","1.0265506366056334","1.0265506366056334"
"92474","0.9957622940081853","0.9957622940081853","0.9957622940081853"
"92730","0.9416320955712184","0.9416320955712184","0.9416320955712184"
"92989","1.1502339068841756","1.1502339068841756","1.1502339068841756"
"93253","1.042559418341978","1.042559418341978","1.042559418341978"
"93521","1.199352097323502","1.199352097323502","1.199352097323502"
"93776","1.024487237467489","1.024487237467489","1.024487237467489"
"94033","1.1489395759723804","1.1489395759723804","1.1489395759723804"
"94290","1.0834722143333795","1.0834722143333795","1.0834722143333795"
"94544","1.1053596623774393","1.1053596623774393","1.1053596623774393"
"94811","1.1091771997912998","1.1091771997912998","1.1091771997912998"
"95077","0.9254269156640492","0.9254269156640492","0.9254269156640492"
"95336","1.0174173809608698","1.0174173809608698","1.0174173809608698"
"95592","1.0658572917508573","1.0658572917508573","1.0658572917508573"
"95854","1.0017018319422648","1.0017018319422648","1.0017018319422648"
"96117","1.0191577536004983","1.0191577536004983","1.0191577536004983"
"96390","1.1187214418310638","1.1187214418310638","1.1187214418310638"
"96656","1.0400143888512325","1.0400143888512325","1.0400143888512325"
"96917","1.0245294261563147","1.0245294261563147","1.0245294261563147"
"97190","1.1755176712419473","1.1755176712419473","1.1755176712419473"
"97439","1.157684701570758","1.157684701570758","1.157684701570758"
"97696","0.972897739007183","0.972897739007183","0.972897739007183"
"97956","1.0452796886159568","1.0452796886159568","1.0452796886159568"
"98226","1.1373415205062312","1.1373415205062312","1.1373415205062312"
"98494","1.145696019719967","1.145696019719967","1.145696019719967"
"98747","1.2391817204223305","1.2391817204223305","1.2391817204223305"
"99002","1.1018329462245198","1.1018329462245198","1.1018329462245198"
"99260","1.130297807392379","1.130297807392379","1.130297807392379"
"99520","1.162201319395576","1.162201319395576","1.162201319395576"
"99785","1.0918246860435206","1.0918246860435206","1.0918246860435206"
"100046","1.1205327658327642","1.1205327658327642","1.1205327658327642"
"100315","1.1743279570540632","1.1743279570540632","1.1743279570540632"
"100571","1.0992235346317842","1.0992235346317842","1.0992235346317842"
"100839","1.0576762423687291","1.0576762423687291","1.0576762423687291"
"101103","1.0998340040362236","1.0998340040362236","1.0998340040362236"
"101368","1.1014861815059347","1.1014861815059347","1.1014861815059347"
"101630","1.0836184851750152","1.0836184851750152","1.0836184851750152"
"101891","1.0029755084598817","1.0029755084598817","1.0029755084598817"
"102160","1.1130639172100714","1.1130639172100714","1.1130639172100714"
"102430","1.0470560605209656","1.0470560605209656","1.0470560605209656"
"102680","1.0597232361393634","1.0597232361393634","1.0597232361393634"
"102948","1.1400696182347558","1.1400696182347558","1.1400696182347558"
"103220","1.1821407801383261","1.1821407801383261","1.1821407801383261"
"103481","1.110884405401928","1.110884405401928","1.110884405401928"
"103733","1.147880119679569","1.147880119679569","1.147880119679569"
"104002","1.1966051734920344","1.1966051734920344","1.1966051734920344"
"104276","1.0392774927809283","1.0392774927809283","1.0392774927809283"
"104541","1.032471267148018","1.032471267148018","1.032471267148018"
"104811","1.1223940010837934","1.1223940010837934","1.1223940010837934"
"105056","1.1033942073549008","1.1033942073549008","1.1033942073549008"
"105313","1.1181727872441385","1.1181727872441385","1.1181727872441385"
"105568","1.0336023642083825","1.0336023642083825","1.0336023642083825"
"105833","1.0640927693358173","1.0640927693358173","1.0640927693358173"
"106103","1.0936974821849506","1.0936974821849506","1.0936974821849506"
"106373","0.9626856905386132","0.9626856905386132","0.9626856905386132"
"106637","1.0055276035320222","1.0055276035320222","1.0055276035320222"
"106906","1.1405721224388947","1.1405721224388947","1.1405721224388947"
"107164","1.0568286513710374","1.0568286513710374","1.0568286513710374"
"107421","1.021561533347578","1.021561533347578","1.021561533347578"
"107688","0.9928014974445658","0.9928014974445658","0.9928014974445658"
"107950","1.1488291324970272","1.1488291324970272","1.1488291324970272"
"108202","0.9607982537022848","0.9607982537022848","0.9607982537022848"
"108463","1.093535213287906","1.093535213287906","1.093535213287906"
"108726","1.107033867498839","1.107033867498839","1.107033867498839"
"108977","1.197583215255647","1.197583215255647","1.197583215255647"
"109246","1.1251640989242389","1.1251640989242389","1.1251640989242389"
"109509","1.1560364082231427","1.1560364082231427","1.1560364082231427"
"109768","1.1904959078217474","1.1904959078217474","1.1904959078217474"
"110037","1.13051668076855","1.13051668076855","1.13051668076855"
"110307","1.0368013388890918","1.0368013388890918","1.0368013388890918"
"110579","1.174571821154785","1.174571821154785","1.174571821154785"
"110839","1.0768304435508465","1.0768304435508465","1.0768304435508465"
"111105","0.9708817985380948","0.9708817985380948","0.9708817985380948"
"111371","1.1685586092873121","1.1685586092873121","1.1685586092873121"
"111643","0.9727706626271994","0.9727706626271994","0.9727706626271994"
"111892","1.095206894144333","1.095206894144333","1.095206894144333"
"112151","1.1429107482865328","1.1429107482865328","1.1429107482865328"
"112415","1.203090159267325","1.203090159267325","1.203090159267325"
"112664","1.0567838539447554","1.0567838539447554","1.0567838539447554"
"112920","0.9633674895425361","0.9633674895425361","0.9633674895425361"
"113172","0.9797562945662905","0.9797562945662905","0.9797562945662905"
"113442","1.1665192877248367","1.1665192877248367","1.1665192877248367"
"113705","0.8575562718133234","0.8575562718133234","0.8575562718133234"
"113972","1.154952651064676","1.154952651064676","1.154952651064676"
"114234","1.1191937843740998","1.1191937843740998","1.1191937843740998"
"114497","1.0229841451879582","1.0229841451879582","1.0229841451879582"
"114756","1.0711436248813158","1.0711436248813158","1.0711436248813158"
"115013","1.0598970859662056","1.0598970859662056","1.0598970859662056"
"115268","1.0545032248072794","1.0545032248072794","1.0545032248072794"
"115530","0.9975189913950888","0.9975189913950888","0.9975189913950888"
