"Step","1.no_0_0.0001 - average_loss","1.no_0_0.0001 - average_loss__MIN","1.no_0_0.0001 - average_loss__MAX"
"54853","0.13349202267673776","0.13349202267673776","0.13349202267673776"
"55115","0.1309970796284408","0.1309970796284408","0.1309970796284408"
"55375","0.13056262931794776","0.13056262931794776","0.13056262931794776"
"55638","0.1290762646767895","0.1290762646767895","0.1290762646767895"
"55893","0.12160912389800232","0.12160912389800232","0.12160912389800232"
"56153","0.13109019348941403","0.13109019348941403","0.13109019348941403"
"56416","0.13716186457309343","0.13716186457309343","0.13716186457309343"
"56681","0.13029355439114004","0.13029355439114004","0.13029355439114004"
"56940","0.12688087839115855","0.12688087839115855","0.12688087839115855"
"57206","0.1407807182114464","0.1407807182114464","0.1407807182114464"
"57471","0.13715585614477535","0.13715585614477535","0.13715585614477535"
"57734","0.13196650747340755","0.13196650747340755","0.13196650747340755"
"57993","0.12879279740074204","0.12879279740074204","0.12879279740074204"
"58251","0.1279932929888701","0.1279932929888701","0.1279932929888701"
"58512","0.12685575463276005","0.12685575463276005","0.12685575463276005"
"58770","0.11948759584580021","0.11948759584580021","0.11948759584580021"
"59037","0.1339794726002885","0.1339794726002885","0.1339794726002885"
"59296","0.12493885271028789","0.12493885271028789","0.12493885271028789"
"59557","0.12588183377904968","0.12588183377904968","0.12588183377904968"
"59818","0.12328736276141224","0.12328736276141224","0.12328736276141224"
"60080","0.12473031018511234","0.12473031018511234","0.12473031018511234"
"60340","0.12189524927284041","0.12189524927284041","0.12189524927284041"
"60601","0.12323407026332885","0.12323407026332885","0.12323407026332885"
"60867","0.1257896929327766","0.1257896929327766","0.1257896929327766"
"61128","0.12271074118601112","0.12271074118601112","0.12271074118601112"
"61387","0.11741339986805052","0.11741339986805052","0.11741339986805052"
"61648","0.11307170599021395","0.11307170599021395","0.11307170599021395"
"61916","0.12730862540088414","0.12730862540088414","0.12730862540088414"
"62176","0.11640796401522005","0.11640796401522005","0.11640796401522005"
"62439","0.11600009411490646","0.11600009411490646","0.11600009411490646"
"62697","0.13733087777141684","0.13733087777141684","0.13733087777141684"
"62964","0.12476000513709265","0.12476000513709265","0.12476000513709265"
"63230","0.12154919337970843","0.12154919337970843","0.12154919337970843"
"63487","0.11509862220477451","0.11509862220477451","0.11509862220477451"
"63750","0.11431443190215981","0.11431443190215981","0.11431443190215981"
"64014","0.12004559651497308","0.12004559651497308","0.12004559651497308"
"64277","0.11923488690511547","0.11923488690511547","0.11923488690511547"
"64539","0.1148214196491124","0.1148214196491124","0.1148214196491124"
"64798","0.10997227091049103","0.10997227091049103","0.10997227091049103"
"65062","0.11648666458888965","0.11648666458888965","0.11648666458888965"
"65327","0.11745026921802972","0.11745026921802972","0.11745026921802972"
"65592","0.11526965751018341","0.11526965751018341","0.11526965751018341"
"65858","0.1165427153488375","0.1165427153488375","0.1165427153488375"
"66121","0.1153474765363849","0.1153474765363849","0.1153474765363849"
"66386","0.12000465980027973","0.12000465980027973","0.12000465980027973"
"66646","0.11709319930645737","0.11709319930645737","0.11709319930645737"
"66913","0.12182108027513061","0.12182108027513061","0.12182108027513061"
"67176","0.12112180799899161","0.12112180799899161","0.12112180799899161"
"67435","0.10749097004683202","0.10749097004683202","0.10749097004683202"
"67695","0.11517931969904986","0.11517931969904986","0.11517931969904986"
"67953","0.11027686523316683","0.11027686523316683","0.11027686523316683"
"68216","0.11752538510280458","0.11752538510280458","0.11752538510280458"
"68479","0.11699028941855244","0.11699028941855244","0.11699028941855244"
"68741","0.11556719457797877","0.11556719457797877","0.11556719457797877"
"68999","0.11180894537325656","0.11180894537325656","0.11180894537325656"
"69264","0.11830423623683357","0.11830423623683357","0.11830423623683357"
"69523","0.10273283617641132","0.10273283617641132","0.10273283617641132"
"69781","0.1122384649891142","0.1122384649891142","0.1122384649891142"
"70039","0.1062533836448651","0.1062533836448651","0.1062533836448651"
"70300","0.11028828494412497","0.11028828494412497","0.11028828494412497"
"70556","0.10326878962933807","0.10326878962933807","0.10326878962933807"
"70821","0.11495756298328738","0.11495756298328738","0.11495756298328738"
"71084","0.1001356226729264","0.1001356226729264","0.1001356226729264"
"71348","0.10856732098992274","0.10856732098992274","0.10856732098992274"
"71608","0.10671031597058843","0.10671031597058843","0.10671031597058843"
"71869","0.11343912115967474","0.11343912115967474","0.11343912115967474"
"72130","0.10730960252090743","0.10730960252090743","0.10730960252090743"
"72394","0.10779309791559182","0.10779309791559182","0.10779309791559182"
"72652","0.10094365859913523","0.10094365859913523","0.10094365859913523"
"72913","0.10385925877452598","0.10385925877452598","0.10385925877452598"
"73177","0.10790247474591871","0.10790247474591871","0.10790247474591871"
"73439","0.10936713868030143","0.10936713868030143","0.10936713868030143"
"73698","0.10421590448380183","0.10421590448380183","0.10421590448380183"
"73957","0.10254593231995719","0.10254593231995719","0.10254593231995719"
"74215","0.09972957436165714","0.09972957436165714","0.09972957436165714"
"74481","0.10326738040241826","0.10326738040241826","0.10326738040241826"
"74743","0.11512500492901853","0.11512500492901853","0.11512500492901853"
"75004","0.10527881025495932","0.10527881025495932","0.10527881025495932"
"75266","0.11229369381297119","0.11229369381297119","0.11229369381297119"
"75527","0.10108886112683653","0.10108886112683653","0.10108886112683653"
"75787","0.09958094391441688","0.09958094391441688","0.09958094391441688"
"76049","0.09752059959234728","0.09752059959234728","0.09752059959234728"
"76311","0.09603097040996178","0.09603097040996178","0.09603097040996178"
"76573","0.09828173714347546","0.09828173714347546","0.09828173714347546"
"76835","0.09597863814201166","0.09597863814201166","0.09597863814201166"
"77094","0.09632794009734391","0.09632794009734391","0.09632794009734391"
"77352","0.1049834450115345","0.1049834450115345","0.1049834450115345"
"77616","0.10469708635268343","0.10469708635268343","0.10469708635268343"
"77880","0.10259796176824204","0.10259796176824204","0.10259796176824204"
"78140","0.10037835563260201","0.10037835563260201","0.10037835563260201"
"78397","0.09593436071490907","0.09593436071490907","0.09593436071490907"
"78658","0.09505278533467484","0.09505278533467484","0.09505278533467484"
"78921","0.0978162233218816","0.0978162233218816","0.0978162233218816"
"79181","0.10511624012865119","0.10511624012865119","0.10511624012865119"
"79439","0.09893114883033646","0.09893114883033646","0.09893114883033646"
"79702","0.1044290366605704","0.1044290366605704","0.1044290366605704"
"79964","0.09815056110488718","0.09815056110488718","0.09815056110488718"
"80223","0.09483466650072002","0.09483466650072002","0.09483466650072002"
"80485","0.09561593864084506","0.09561593864084506","0.09561593864084506"
"80739","0.09513357409282382","0.09513357409282382","0.09513357409282382"
"81001","0.09987508177684466","0.09987508177684466","0.09987508177684466"
"81259","0.0943356807967272","0.0943356807967272","0.0943356807967272"
"81523","0.09534391166464116","0.09534391166464116","0.09534391166464116"
"81785","0.09569590971025964","0.09569590971025964","0.09569590971025964"
"82046","0.09405880994243405","0.09405880994243405","0.09405880994243405"
"82311","0.09880948827677374","0.09880948827677374","0.09880948827677374"
"82574","0.10058423414292753","0.10058423414292753","0.10058423414292753"
"82834","0.09354004371547982","0.09354004371547982","0.09354004371547982"
"83096","0.09805384865080494","0.09805384865080494","0.09805384865080494"
"83357","0.09073895906587967","0.09073895906587967","0.09073895906587967"
"83617","0.0964926197141317","0.0964926197141317","0.0964926197141317"
"83878","0.0927935261805463","0.0927935261805463","0.0927935261805463"
"84143","0.10197417961487852","0.10197417961487852","0.10197417961487852"
"84402","0.1000447258400055","0.1000447258400055","0.1000447258400055"
"84661","0.09630193581407324","0.09630193581407324","0.09630193581407324"
"84921","0.09684457386937341","0.09684457386937341","0.09684457386937341"
"85188","0.09794450459243666","0.09794450459243666","0.09794450459243666"
"85445","0.08985105269691174","0.08985105269691174","0.08985105269691174"
"85703","0.09299430117563602","0.09299430117563602","0.09299430117563602"
"85962","0.09045185716036905","0.09045185716036905","0.09045185716036905"
"86226","0.0967035037303872","0.0967035037303872","0.0967035037303872"
"86488","0.09310164758513399","0.09310164758513399","0.09310164758513399"
"86748","0.09073228845967149","0.09073228845967149","0.09073228845967149"
"87009","0.09559111479887838","0.09559111479887838","0.09559111479887838"
"87274","0.11047364333391195","0.11047364333391195","0.11047364333391195"
"87533","0.08887510514023579","0.08887510514023579","0.08887510514023579"
"87790","0.08775880150122241","0.08775880150122241","0.08775880150122241"
"88050","0.09358654159792562","0.09358654159792562","0.09358654159792562"
"88313","0.09061948181486604","0.09061948181486604","0.09061948181486604"
"88573","0.0874004650540258","0.0874004650540258","0.0874004650540258"
"88835","0.0908752873306884","0.0908752873306884","0.0908752873306884"
"89094","0.09025496989971227","0.09025496989971227","0.09025496989971227"
"89355","0.09339767307782344","0.09339767307782344","0.09339767307782344"
"89620","0.09177259246241004","0.09177259246241004","0.09177259246241004"
"89883","0.09298377732394235","0.09298377732394235","0.09298377732394235"
"90147","0.09475060044376553","0.09475060044376553","0.09475060044376553"
"90409","0.09002410886317183","0.09002410886317183","0.09002410886317183"
"90674","0.09101424591209147","0.09101424591209147","0.09101424591209147"
"90935","0.08871292965426283","0.08871292965426283","0.08871292965426283"
"91197","0.08517620893529665","0.08517620893529665","0.08517620893529665"
"91463","0.11696777565223984","0.11696777565223984","0.11696777565223984"
"91726","0.09258153782876458","0.09258153782876458","0.09258153782876458"
"91988","0.1006575371296108","0.1006575371296108","0.1006575371296108"
"92250","0.09224685029516791","0.09224685029516791","0.09224685029516791"
"92513","0.0937502721339456","0.0937502721339456","0.0937502721339456"
"92775","0.08988769995118223","0.08988769995118223","0.08988769995118223"
"93035","0.08990534326542092","0.08990534326542092","0.08990534326542092"
"93298","0.09028116195086651","0.09028116195086651","0.09028116195086651"
"93557","0.0818432774709192","0.0818432774709192","0.0818432774709192"
"93819","0.08952079375395967","0.08952079375395967","0.08952079375395967"
"94077","0.0817848549794086","0.0817848549794086","0.0817848549794086"
"94340","0.0832279233280057","0.0832279233280057","0.0832279233280057"
"94598","0.08405469922405015","0.08405469922405015","0.08405469922405015"
"94861","0.08959976586362342","0.08959976586362342","0.08959976586362342"
"95124","0.08637781180652365","0.08637781180652365","0.08637781180652365"
"95378","0.08249953926472549","0.08249953926472549","0.08249953926472549"
"95638","0.08464274899492817","0.08464274899492817","0.08464274899492817"
"95903","0.09062064347741018","0.09062064347741018","0.09062064347741018"
"96169","0.08731277440177253","0.08731277440177253","0.08731277440177253"
"96431","0.08761134584748856","0.08761134584748856","0.08761134584748856"
"96695","0.0848016214874679","0.0848016214874679","0.0848016214874679"
"96957","0.08503220194923056","0.08503220194923056","0.08503220194923056"
"97216","0.08426303481235166","0.08426303481235166","0.08426303481235166"
"97476","0.07979712347781154","0.07979712347781154","0.07979712347781154"
"97741","0.08466894301362207","0.08466894301362207","0.08466894301362207"
"98007","0.0999182753256939","0.0999182753256939","0.0999182753256939"
"98267","0.08859028887203958","0.08859028887203958","0.08859028887203958"
"98531","0.08387131695871045","0.08387131695871045","0.08387131695871045"
"98788","0.08272594330755265","0.08272594330755265","0.08272594330755265"
"99050","0.0822007757489574","0.0822007757489574","0.0822007757489574"
"99308","0.08385520793443099","0.08385520793443099","0.08385520793443099"
"99568","0.08351327669014119","0.08351327669014119","0.08351327669014119"
"99828","0.08088169739697247","0.08088169739697247","0.08088169739697247"
"100091","0.082700945289781","0.082700945289781","0.082700945289781"
"100348","0.07996724769859032","0.07996724769859032","0.07996724769859032"
"100610","0.08582056855785788","0.08582056855785788","0.08582056855785788"
"100867","0.08157042081847263","0.08157042081847263","0.08157042081847263"
"101126","0.07946696331130985","0.07946696331130985","0.07946696331130985"
"101393","0.083822206180022","0.083822206180022","0.083822206180022"
"101650","0.07793142957192085","0.07793142957192085","0.07793142957192085"
"101909","0.0817874943538663","0.0817874943538663","0.0817874943538663"
"102167","0.07945002349626656","0.07945002349626656","0.07945002349626656"
"102429","0.07792435170647662","0.07792435170647662","0.07792435170647662"
"102692","0.07934145268981106","0.07934145268981106","0.07934145268981106"
"102952","0.088037496881868","0.088037496881868","0.088037496881868"
"103214","0.0876272023707517","0.0876272023707517","0.0876272023707517"
"103481","0.09051929808140659","0.09051929808140659","0.09051929808140659"
"103738","0.07841257977400279","0.07841257977400279","0.07841257977400279"
"104000","0.08030338725631715","0.08030338725631715","0.08030338725631715"
"104263","0.09764026470871191","0.09764026470871191","0.09764026470871191"
"104528","0.08394975286179411","0.08394975286179411","0.08394975286179411"
"104792","0.08051737985016846","0.08051737985016846","0.08051737985016846"
"105051","0.07686887550863272","0.07686887550863272","0.07686887550863272"
"105312","0.07650138569052363","0.07650138569052363","0.07650138569052363"
"105574","0.07858408370327351","0.07858408370327351","0.07858408370327351"
"105831","0.08035845095153309","0.08035845095153309","0.08035845095153309"
"106093","0.07943311435070481","0.07943311435070481","0.07943311435070481"
"106354","0.07993333015395512","0.07993333015395512","0.07993333015395512"
"106618","0.07610679734606801","0.07610679734606801","0.07610679734606801"
"106878","0.07756798322654875","0.07756798322654875","0.07756798322654875"
"107136","0.07592374647786249","0.07592374647786249","0.07592374647786249"
"107395","0.07923540918264849","0.07923540918264849","0.07923540918264849"
"107657","0.07472784809269592","0.07472784809269592","0.07472784809269592"
"107916","0.07490660650993015","0.07490660650993015","0.07490660650993015"
"108174","0.07486823335942916","0.07486823335942916","0.07486823335942916"
"108438","0.09496865758002518","0.09496865758002518","0.09496865758002518"
"108705","0.08361994010751897","0.08361994010751897","0.08361994010751897"
"108966","0.07673873220675174","0.07673873220675174","0.07673873220675174"
"109226","0.07615333989513173","0.07615333989513173","0.07615333989513173"
"109487","0.07688024246816755","0.07688024246816755","0.07688024246816755"
"109747","0.0774380012606561","0.0774380012606561","0.0774380012606561"
"110008","0.07453415573353393","0.07453415573353393","0.07453415573353393"
"110269","0.07684464264793307","0.07684464264793307","0.07684464264793307"
"110527","0.07483826078429758","0.07483826078429758","0.07483826078429758"
"110789","0.07422165177176708","0.07422165177176708","0.07422165177176708"
"111052","0.07640500142778868","0.07640500142778868","0.07640500142778868"
"111316","0.07859106531652078","0.07859106531652078","0.07859106531652078"
"111580","0.07736455974820979","0.07736455974820979","0.07736455974820979"
"111838","0.07215562537467865","0.07215562537467865","0.07215562537467865"
"112098","0.07380990366249242","0.07380990366249242","0.07380990366249242"
"112357","0.0715989062518212","0.0715989062518212","0.0715989062518212"
"112618","0.07195868363079302","0.07195868363079302","0.07195868363079302"
"112879","0.09040139782470044","0.09040139782470044","0.09040139782470044"
"113140","0.07577309393961934","0.07577309393961934","0.07577309393961934"
"113401","0.07655142058086972","0.07655142058086972","0.07655142058086972"
"113663","0.0771151220264633","0.0771151220264633","0.0771151220264633"
