"Step","fine tune relabel_0_1e-05 - average_loss","fine tune relabel_0_1e-05 - average_loss__MIN","fine tune relabel_0_1e-05 - average_loss__MAX"
"260","1.1657991183270242","1.1657991183270242","1.1657991183270242"
"519","0.9334189981534992","0.9334189981534992","0.9334189981534992"
"786","1.0244249362898887","1.0244249362898887","1.0244249362898887"
"1043","0.9635849334385798","0.9635849334385798","0.9635849334385798"
"1288","0.9575858185268217","0.9575858185268217","0.9575858185268217"
"1539","0.9978832745483256","0.9978832745483256","0.9978832745483256"
"1810","1.1402001801778983","1.1402001801778983","1.1402001801778983"
"2067","1.0672061103272317","1.0672061103272317","1.0672061103272317"
"2336","1.18399930514783","1.18399930514783","1.18399930514783"
"2608","1.0320605399981744","1.0320605399981744","1.0320605399981744"
"2865","1.0926425788137648","1.0926425788137648","1.0926425788137648"
"3138","1.1305715626122004","1.1305715626122004","1.1305715626122004"
"3401","1.050724284744201","1.050724284744201","1.050724284744201"
"3651","0.9311127626265968","0.9311127626265968","0.9311127626265968"
"3906","0.9424810495323801","0.9424810495323801","0.9424810495323801"
"4166","1.1193707386543803","1.1193707386543803","1.1193707386543803"
"4435","0.9093153936812013","0.9093153936812013","0.9093153936812013"
"4692","1.0755016713189738","1.0755016713189738","1.0755016713189738"
"4959","0.8462762117424902","0.8462762117424902","0.8462762117424902"
"5228","1.0393546555869864","1.0393546555869864","1.0393546555869864"
"5491","0.9582757027375864","0.9582757027375864","0.9582757027375864"
"5759","0.9474523180395064","0.9474523180395064","0.9474523180395064"
"6024","1.1478488924232229","1.1478488924232229","1.1478488924232229"
"6292","1.0834477753739296","1.0834477753739296","1.0834477753739296"
"6551","1.0512803807512143","1.0512803807512143","1.0512803807512143"
"6811","1.0430163790558085","1.0430163790558085","1.0430163790558085"
"7080","1.0641071026753015","1.0641071026753015","1.0641071026753015"
"7351","1.0471503883600235","1.0471503883600235","1.0471503883600235"
"7615","1.1242353828057448","1.1242353828057448","1.1242353828057448"
"7881","1.0753438254137464","1.0753438254137464","1.0753438254137464"
"8151","1.0077633603407177","1.0077633603407177","1.0077633603407177"
"8412","1.0049832914852435","1.0049832914852435","1.0049832914852435"
"8679","1.1620735782038076","1.1620735782038076","1.1620735782038076"
"8948","0.862404500289375","0.862404500289375","0.862404500289375"
"9210","1.0704695999829306","1.0704695999829306","1.0704695999829306"
"9475","1.0256766768931327","1.0256766768931327","1.0256766768931327"
"9735","1.0168816063467072","1.0168816063467072","1.0168816063467072"
"9989","0.9395510270647149","0.9395510270647149","0.9395510270647149"
"10253","1.093268737093442","1.093268737093442","1.093268737093442"
"10518","1.050490522511343","1.050490522511343","1.050490522511343"
"10781","0.9408119644049427","0.9408119644049427","0.9408119644049427"
"11045","0.8054555535211142","0.8054555535211142","0.8054555535211142"
"11306","1.1094199405250025","1.1094199405250025","1.1094199405250025"
"11565","1.1139395342129403","1.1139395342129403","1.1139395342129403"
"11830","0.9496618773400163","0.9496618773400163","0.9496618773400163"
"12091","0.968640045404822","0.968640045404822","0.968640045404822"
"12341","1.0951016043347686","1.0951016043347686","1.0951016043347686"
"12600","1.0527498068432306","1.0527498068432306","1.0527498068432306"
"12862","1.0188800835162917","1.0188800835162917","1.0188800835162917"
"13129","1.0217007303549355","1.0217007303549355","1.0217007303549355"
"13391","0.9722760400825075","0.9722760400825075","0.9722760400825075"
"13653","0.9749645235669723","0.9749645235669723","0.9749645235669723"
"13910","1.1911446042600329","1.1911446042600329","1.1911446042600329"
"14173","1.0692160274644131","1.0692160274644131","1.0692160274644131"
"14443","0.9865660547845807","0.9865660547845807","0.9865660547845807"
"14711","0.994092363702415","0.994092363702415","0.994092363702415"
"14975","0.9869790126738264","0.9869790126738264","0.9869790126738264"
"15229","1.108644151798001","1.108644151798001","1.108644151798001"
"15486","1.0598131487456461","1.0598131487456461","1.0598131487456461"
"15749","1.1087956382054203","1.1087956382054203","1.1087956382054203"
"15998","1.1322178294282332","1.1322178294282332","1.1322178294282332"
"16252","0.9964907466913301","0.9964907466913301","0.9964907466913301"
"16501","1.1502585056684496","1.1502585056684496","1.1502585056684496"
"16751","0.928431660367451","0.928431660367451","0.928431660367451"
"17014","0.9696537891271279","0.9696537891271279","0.9696537891271279"
"17281","1.0623348754589204","1.0623348754589204","1.0623348754589204"
"17547","0.9064244359361004","0.9064244359361004","0.9064244359361004"
"17798","0.9550761821231356","0.9550761821231356","0.9550761821231356"
"18066","1.0290124071872255","1.0290124071872255","1.0290124071872255"
"18311","0.9173339740131741","0.9173339740131741","0.9173339740131741"
"18568","1.0137480204338554","1.0137480204338554","1.0137480204338554"
"18824","0.9394621633948961","0.9394621633948961","0.9394621633948961"
"19088","0.9298137870701564","0.9298137870701564","0.9298137870701564"
"19337","1.0788058495140394","1.0788058495140394","1.0788058495140394"
"19595","0.9722342649656909","0.9722342649656909","0.9722342649656909"
"19856","1.157444018996065","1.157444018996065","1.157444018996065"
"20124","0.9735785889995626","0.9735785889995626","0.9735785889995626"
"20390","1.0919667571401601","1.0919667571401601","1.0919667571401601"
"20657","1.1022749167311867","1.1022749167311867","1.1022749167311867"
"20914","0.9106062221172309","0.9106062221172309","0.9106062221172309"
"21162","0.9781537027546752","0.9781537027546752","0.9781537027546752"
"21418","1.1105212394085593","1.1105212394085593","1.1105212394085593"
"21671","1.0650464493958116","1.0650464493958116","1.0650464493958116"
"21933","1.064159106172372","1.064159106172372","1.064159106172372"
"22196","0.9368370952179518","0.9368370952179518","0.9368370952179518"
"22461","0.7729140013363501","0.7729140013363501","0.7729140013363501"
"22723","1.0153767739206112","1.0153767739206112","1.0153767739206112"
"22982","1.0370331023440547","1.0370331023440547","1.0370331023440547"
"23245","1.0764788483027918","1.0764788483027918","1.0764788483027918"
"23505","1.1541764865117319","1.1541764865117319","1.1541764865117319"
"23767","1.0372294914281406","1.0372294914281406","1.0372294914281406"
"24032","1.17909865274301","1.17909865274301","1.17909865274301"
"24293","0.9995167816097684","0.9995167816097684","0.9995167816097684"
"24555","1.1245441137525969","1.1245441137525969","1.1245441137525969"
"24812","1.1313741335379475","1.1313741335379475","1.1313741335379475"
"25069","1.0019202156147609","1.0019202156147609","1.0019202156147609"
"25331","0.9267523001921912","0.9267523001921912","0.9267523001921912"
"25595","0.9924928154279796","0.9924928154279796","0.9924928154279796"
"25858","0.9693337527459234","0.9693337527459234","0.9693337527459234"
"26125","1.1427189262402224","1.1427189262402224","1.1427189262402224"
"26393","0.9460976665123961","0.9460976665123961","0.9460976665123961"
"26664","0.9918319479088948","0.9918319479088948","0.9918319479088948"
"26925","0.9540954564737145","0.9540954564737145","0.9540954564737145"
"27195","0.9929886259579453","0.9929886259579453","0.9929886259579453"
"27457","1.0263433348577111","1.0263433348577111","1.0263433348577111"
"27715","1.0361660984925982","1.0361660984925982","1.0361660984925982"
"27977","0.9459375120229745","0.9459375120229745","0.9459375120229745"
"28244","0.9034640313436587","0.9034640313436587","0.9034640313436587"
"28496","1.0713868377250413","1.0713868377250413","1.0713868377250413"
"28757","0.9368935816099436","0.9368935816099436","0.9368935816099436"
"29012","1.0144165328358887","1.0144165328358887","1.0144165328358887"
"29275","0.9844334156427706","0.9844334156427706","0.9844334156427706"
"29540","1.0191278457589863","1.0191278457589863","1.0191278457589863"
"29793","0.9722123655363423","0.9722123655363423","0.9722123655363423"
"30055","1.08342764526941","1.08342764526941","1.08342764526941"
"30319","1.0234097434982181","1.0234097434982181","1.0234097434982181"
"30578","1.1217950826165852","1.1217950826165852","1.1217950826165852"
"30830","1.137149832262984","1.137149832262984","1.137149832262984"
"31090","1.0125964406343644","1.0125964406343644","1.0125964406343644"
"31360","1.1184433198979942","1.1184433198979942","1.1184433198979942"
"31623","0.9786414299989326","0.9786414299989326","0.9786414299989326"
"31891","1.1734189187076123","1.1734189187076123","1.1734189187076123"
"32151","0.8594338687220727","0.8594338687220727","0.8594338687220727"
"32404","0.9592098529191895","0.9592098529191895","0.9592098529191895"
"32661","0.8981556646608339","0.8981556646608339","0.8981556646608339"
"32918","0.9680466020806973","0.9680466020806973","0.9680466020806973"
"33182","1.003012590411865","1.003012590411865","1.003012590411865"
"33448","1.0102847822549226","1.0102847822549226","1.0102847822549226"
"33711","0.9931299287075613","0.9931299287075613","0.9931299287075613"
"33983","1.0714579362969008","1.0714579362969008","1.0714579362969008"
"34242","1.0492778184973388","1.0492778184973388","1.0492778184973388"
"34498","0.985005845803602","0.985005845803602","0.985005845803602"
"34766","1.046050588447049","1.046050588447049","1.046050588447049"
"35034","0.9536623426604474","0.9536623426604474","0.9536623426604474"
"35301","1.0933060511029888","1.0933060511029888","1.0933060511029888"
"35573","1.1456900230749685","1.1456900230749685","1.1456900230749685"
"35828","0.9788665071295983","0.9788665071295983","0.9788665071295983"
"36095","1.0610476123462258","1.0610476123462258","1.0610476123462258"
"36359","1.029123311874821","1.029123311874821","1.029123311874821"
"36626","0.9931559446241851","0.9931559446241851","0.9931559446241851"
"36893","1.1174429833041764","1.1174429833041764","1.1174429833041764"
"37154","1.001258255776749","1.001258255776749","1.001258255776749"
"37407","0.8643650582267178","0.8643650582267178","0.8643650582267178"
"37665","1.0290014394056353","1.0290014394056353","1.0290014394056353"
"37913","0.8905095978329579","0.8905095978329579","0.8905095978329579"
"38177","1.1441425822407376","1.1441425822407376","1.1441425822407376"
"38432","0.9796230553420494","0.9796230553420494","0.9796230553420494"
"38692","0.9305544667783924","0.9305544667783924","0.9305544667783924"
"38958","0.9913573567657183","0.9913573567657183","0.9913573567657183"
"39228","0.9483985499712179","0.9483985499712179","0.9483985499712179"
"39477","1.0610565855926661","1.0610565855926661","1.0610565855926661"
"39738","0.9462954879238108","0.9462954879238108","0.9462954879238108"
"40002","0.9749181744295871","0.9749181744295871","0.9749181744295871"
"40261","1.0918017499695034","1.0918017499695034","1.0918017499695034"
"40526","0.9973885934115886","0.9973885934115886","0.9973885934115886"
"40786","1.135538426593498","1.135538426593498","1.135538426593498"
"41057","1.0164138372664657","1.0164138372664657","1.0164138372664657"
"41320","1.1555675643800234","1.1555675643800234","1.1555675643800234"
