"Step","fine tune relabel+shuffle_0_1e-05 - average_loss","fine tune relabel+shuffle_0_1e-05 - average_loss__MIN","fine tune relabel+shuffle_0_1e-05 - average_loss__MAX"
"28208","0.9479473297816154","0.9479473297816154","0.9479473297816154"
"28476","0.9289585193875239","0.9289585193875239","0.9289585193875239"
"28748","1.181318496512594","1.181318496512594","1.181318496512594"
"29018","1.1799514046953117","1.1799514046953117","1.1799514046953117"
"29275","1.104951031201391","1.104951031201391","1.104951031201391"
"29535","0.9825688645994424","0.9825688645994424","0.9825688645994424"
"29798","1.119801420238809","1.119801420238809","1.119801420238809"
"30061","1.021893878169849","1.021893878169849","1.021893878169849"
"30321","1.0441326451529938","1.0441326451529938","1.0441326451529938"
"30571","1.0132689030358084","1.0132689030358084","1.0132689030358084"
"30828","1.00718947212394","1.00718947212394","1.00718947212394"
"31094","1.0333330610296514","1.0333330610296514","1.0333330610296514"
"31350","1.019449053888451","1.019449053888451","1.019449053888451"
"31617","1.046284349943292","1.046284349943292","1.046284349943292"
"31887","1.02644144215935","1.02644144215935","1.02644144215935"
"32155","1.0212819437543104","1.0212819437543104","1.0212819437543104"
"32418","1.120623370016798","1.120623370016798","1.120623370016798"
"32680","1.0185945299272765","1.0185945299272765","1.0185945299272765"
"32933","1.031774465324802","1.031774465324802","1.031774465324802"
"33194","0.9944162775394662","0.9944162775394662","0.9944162775394662"
"33438","0.9255854967584255","0.9255854967584255","0.9255854967584255"
"33703","1.08823972027092","1.08823972027092","1.08823972027092"
"33971","1.1505697539248891","1.1505697539248891","1.1505697539248891"
"34232","0.9974881824336653","0.9974881824336653","0.9974881824336653"
"34497","1.0042550878414656","1.0042550878414656","1.0042550878414656"
"34763","1.0836893469440165","1.0836893469440165","1.0836893469440165"
"35033","1.0892995465645212","1.0892995465645212","1.0892995465645212"
"35291","1.023387435371815","1.023387435371815","1.023387435371815"
"35552","1.1130338933696986","1.1130338933696986","1.1130338933696986"
"35817","1.0176495883723558","1.0176495883723558","1.0176495883723558"
"36089","1.0105603799743996","1.0105603799743996","1.0105603799743996"
"36347","1.0305812622948929","1.0305812622948929","1.0305812622948929"
"36608","0.9774475943532575","0.9774475943532575","0.9774475943532575"
"36883","0.8625429156966732","0.8625429156966732","0.8625429156966732"
"37131","1.1087360740129413","1.1087360740129413","1.1087360740129413"
"37397","1.0049737975764939","1.0049737975764939","1.0049737975764939"
"37642","1.0109040265281994","1.0109040265281994","1.0109040265281994"
"37913","1.1109309749723366","1.1109309749723366","1.1109309749723366"
"38180","1.147622810135147","1.147622810135147","1.147622810135147"
"38446","1.0702253722231767","1.0702253722231767","1.0702253722231767"
"38703","0.9565296450810682","0.9565296450810682","0.9565296450810682"
"38968","1.0775756873328377","1.0775756873328377","1.0775756873328377"
"39225","0.9109686802111727","0.9109686802111727","0.9109686802111727"
"39473","1.0270753866433426","1.0270753866433426","1.0270753866433426"
"39733","1.1971733071721018","1.1971733071721018","1.1971733071721018"
"39993","0.9727453938461977","0.9727453938461977","0.9727453938461977"
"40249","1.096625281610779","1.096625281610779","1.096625281610779"
"40506","1.1108125977086265","1.1108125977086265","1.1108125977086265"
"40759","0.9954313717641854","0.9954313717641854","0.9954313717641854"
"41020","0.9699820639032523","0.9699820639032523","0.9699820639032523"
"41277","0.995876754898938","0.995876754898938","0.995876754898938"
"41534","0.9580962981987177","0.9580962981987177","0.9580962981987177"
"41797","1.068035382943021","1.068035382943021","1.068035382943021"
"42066","1.1181745891134096","1.1181745891134096","1.1181745891134096"
"42314","1.127325641768005","1.127325641768005","1.127325641768005"
"42573","1.0316181702698162","1.0316181702698162","1.0316181702698162"
"42838","1.03897481531101","1.03897481531101","1.03897481531101"
"43092","0.9553538606674583","0.9553538606674583","0.9553538606674583"
"43361","1.0258745396887143","1.0258745396887143","1.0258745396887143"
"43620","1.1170748295660047","1.1170748295660047","1.1170748295660047"
"43887","1.0916682441906571","1.0916682441906571","1.0916682441906571"
"44150","1.1057732384402967","1.1057732384402967","1.1057732384402967"
"44413","0.9557808105506254","0.9557808105506254","0.9557808105506254"
"44657","0.9293282692604975","0.9293282692604975","0.9293282692604975"
"44918","1.0248943336141818","1.0248943336141818","1.0248943336141818"
"45176","1.138341576175992","1.138341576175992","1.138341576175992"
"45432","1.0681563825312037","1.0681563825312037","1.0681563825312037"
"45704","1.1439277365310032","1.1439277365310032","1.1439277365310032"
"45964","1.001279545418284","1.001279545418284","1.001279545418284"
"46227","1.0903769997415933","1.0903769997415933","1.0903769997415933"
"46498","1.045685446276157","1.045685446276157","1.045685446276157"
"46769","0.975017037095948","0.975017037095948","0.975017037095948"
"47031","0.96909490751393","0.96909490751393","0.96909490751393"
"47289","1.035454048598566","1.035454048598566","1.035454048598566"
"47530","0.9531279905262287","0.9531279905262287","0.9531279905262287"
"47790","0.9124056524838562","0.9124056524838562","0.9124056524838562"
"48055","1.031089981025259","1.031089981025259","1.031089981025259"
"48312","1.0014617800207108","1.0014617800207108","1.0014617800207108"
"48577","1.0353503612960608","1.0353503612960608","1.0353503612960608"
"48835","1.1070985695036748","1.1070985695036748","1.1070985695036748"
"49087","0.9588161635475629","0.9588161635475629","0.9588161635475629"
"49359","1.2520278328167345","1.2520278328167345","1.2520278328167345"
"49614","0.9984720120790708","0.9984720120790708","0.9984720120790708"
"49879","1.085349149528749","1.085349149528749","1.085349149528749"
"50135","1.0986877952736838","1.0986877952736838","1.0986877952736838"
"50397","1.0095628087784283","1.0095628087784283","1.0095628087784283"
"50660","0.9909654640085903","0.9909654640085903","0.9909654640085903"
"50911","1.0669806649494502","1.0669806649494502","1.0669806649494502"
"51174","0.9391640597883872","0.9391640597883872","0.9391640597883872"
"51438","1.153319995083455","1.153319995083455","1.153319995083455"
"51708","1.1263262315287867","1.1263262315287867","1.1263262315287867"
"51963","1.0050599787444399","1.0050599787444399","1.0050599787444399"
"52213","1.0443553443086413","1.0443553443086413","1.0443553443086413"
"52475","1.0463550836951645","1.0463550836951645","1.0463550836951645"
"52741","1.1302207840394372","1.1302207840394372","1.1302207840394372"
"52997","1.1394500922578483","1.1394500922578483","1.1394500922578483"
"53263","1.0778130831738388","1.0778130831738388","1.0778130831738388"
"53533","1.0151896985060274","1.0151896985060274","1.0151896985060274"
"53802","1.15753346250427","1.15753346250427","1.15753346250427"
"54066","0.9512016411448985","0.9512016411448985","0.9512016411448985"
"54331","1.0685640174414501","1.0685640174414501","1.0685640174414501"
"54590","1.0676667416077565","1.0676667416077565","1.0676667416077565"
"54854","0.985430926699493","0.985430926699493","0.985430926699493"
"55124","1.0635127778512141","1.0635127778512141","1.0635127778512141"
"55386","1.1369824845336518","1.1369824845336518","1.1369824845336518"
"55656","1.0834108062571397","1.0834108062571397","1.0834108062571397"
"55915","1.067939631105922","1.067939631105922","1.067939631105922"
"56177","1.1101509827429457","1.1101509827429457","1.1101509827429457"
"56440","1.0620712885305423","1.0620712885305423","1.0620712885305423"
"56692","0.9586413722413135","0.9586413722413135","0.9586413722413135"
"56963","1.1427312727235042","1.1427312727235042","1.1427312727235042"
"57216","1.0515687608239708","1.0515687608239708","1.0515687608239708"
"57477","1.163243160640734","1.163243160640734","1.163243160640734"
"57736","1.1308191782153527","1.1308191782153527","1.1308191782153527"
"57991","0.9809038761658249","0.9809038761658249","0.9809038761658249"
"58263","0.9817214918063514","0.9817214918063514","0.9817214918063514"
"58517","1.0079231734495708","1.0079231734495708","1.0079231734495708"
"58786","1.071039131185358","1.071039131185358","1.071039131185358"
"59049","0.9822081753061378","0.9822081753061378","0.9822081753061378"
"59314","1.0736128017393205","1.0736128017393205","1.0736128017393205"
"59562","1.1709825529328572","1.1709825529328572","1.1709825529328572"
"59831","1.0244081312991737","1.0244081312991737","1.0244081312991737"
"60098","1.0227014519372022","1.0227014519372022","1.0227014519372022"
"60360","1.0655076504164793","1.0655076504164793","1.0655076504164793"
"60614","1.091444426972223","1.091444426972223","1.091444426972223"
"60872","1.0542366781600996","1.0542366781600996","1.0542366781600996"
"61138","0.9498629477084857","0.9498629477084857","0.9498629477084857"
"61412","1.1911887038155236","1.1911887038155236","1.1911887038155236"
"61662","0.873932922305568","0.873932922305568","0.873932922305568"
"61926","1.0930234675274801","1.0930234675274801","1.0930234675274801"
"62190","0.9773129097014652","0.9773129097014652","0.9773129097014652"
"62454","1.0257739380358712","1.0257739380358712","1.0257739380358712"
"62717","0.9921661310294473","0.9921661310294473","0.9921661310294473"
"62981","1.1266104824924115","1.1266104824924115","1.1266104824924115"
"63248","1.1194657873413127","1.1194657873413127","1.1194657873413127"
"63500","0.9401246080244029","0.9401246080244029","0.9401246080244029"
"63754","0.9589118713050268","0.9589118713050268","0.9589118713050268"
"64023","1.0280055438050253","1.0280055438050253","1.0280055438050253"
"64289","1.15036434403028","1.15036434403028","1.15036434403028"
"64560","1.0657106498149629","1.0657106498149629","1.0657106498149629"
"64820","1.0050002060073593","1.0050002060073593","1.0050002060073593"
"65074","1.168899742066304","1.168899742066304","1.168899742066304"
"65342","1.0602568100791587","1.0602568100791587","1.0602568100791587"
"65611","0.8753933212120267","0.8753933212120267","0.8753933212120267"
"65869","1.0626924189231801","1.0626924189231801","1.0626924189231801"
"66127","1.0360522487416035","1.0360522487416035","1.0360522487416035"
"66382","1.0862290099997602","1.0862290099997602","1.0862290099997602"
"66643","1.01686055225419","1.01686055225419","1.01686055225419"
"66904","0.930285586837812","0.930285586837812","0.930285586837812"
"67168","1.0897161138838507","1.0897161138838507","1.0897161138838507"
"67434","1.0491294663754167","1.0491294663754167","1.0491294663754167"
"67701","1.1734401104230863","1.1734401104230863","1.1734401104230863"
"67962","1.0686073940971659","1.0686073940971659","1.0686073940971659"
"68221","1.0658917494126836","1.0658917494126836","1.0658917494126836"
"68489","1.0316089118145033","1.0316089118145033","1.0316089118145033"
"68753","0.9741403563789693","0.9741403563789693","0.9741403563789693"
"69011","0.9692634252007506","0.9692634252007506","0.9692634252007506"
"69266","1.0657797776774673","1.0657797776774673","1.0657797776774673"
"69529","1.0650295575563278","1.0650295575563278","1.0650295575563278"
"69787","0.9406701990940636","0.9406701990940636","0.9406701990940636"
"70050","1.1227595014463145","1.1227595014463145","1.1227595014463145"
"70313","1.116586778871715","1.116586778871715","1.116586778871715"
"70567","0.9170723293993426","0.9170723293993426","0.9170723293993426"
"70826","0.820406581514226","0.820406581514226","0.820406581514226"
"71087","1.118268662454796","1.118268662454796","1.118268662454796"
"71344","0.971684631940382","0.971684631940382","0.971684631940382"
"71606","0.9832378697015938","0.9832378697015938","0.9832378697015938"
"71869","1.0554803929072227","1.0554803929072227","1.0554803929072227"
"72136","0.9509902687204006","0.9509902687204006","0.9509902687204006"
"72402","1.1491225619627923","1.1491225619627923","1.1491225619627923"
"72667","1.0821267159334595","1.0821267159334595","1.0821267159334595"
"72929","1.051358169172811","1.051358169172811","1.051358169172811"
"73186","1.0650896857515202","1.0650896857515202","1.0650896857515202"
"73443","1.057490250077616","1.057490250077616","1.057490250077616"
"73706","0.9728849241579021","0.9728849241579021","0.9728849241579021"
"73981","1.0155843400016338","1.0155843400016338","1.0155843400016338"
"74246","1.07535726484921","1.07535726484921","1.07535726484921"
"74515","1.0637677259010228","1.0637677259010228","1.0637677259010228"
"74779","1.0088127793108235","1.0088127793108235","1.0088127793108235"
"75047","1.0522579404490788","1.0522579404490788","1.0522579404490788"
"75307","1.027074277144769","1.027074277144769","1.027074277144769"
"75580","1.0151922791705938","1.0151922791705938","1.0151922791705938"
"75838","1.0396401118556107","1.0396401118556107","1.0396401118556107"
"76102","1.0003769149155084","1.0003769149155084","1.0003769149155084"
"76367","1.0059367642487205","1.0059367642487205","1.0059367642487205"
"76627","1.0250387515450332","1.0250387515450332","1.0250387515450332"
"76876","0.9898423286618796","0.9898423286618796","0.9898423286618796"
"77131","1.1120153604891703","1.1120153604891703","1.1120153604891703"
"77387","1.0504018641053443","1.0504018641053443","1.0504018641053443"
"77648","0.9663938205329791","0.9663938205329791","0.9663938205329791"
"77907","1.1319558618467354","1.1319558618467354","1.1319558618467354"
"78176","1.142303656672074","1.142303656672074","1.142303656672074"
"78441","0.9789199084735628","0.9789199084735628","0.9789199084735628"
"78701","1.1714953628382576","1.1714953628382576","1.1714953628382576"
"78967","1.1059039404883815","1.1059039404883815","1.1059039404883815"
"79237","1.0186991227062152","1.0186991227062152","1.0186991227062152"
"79503","1.0712653670770915","1.0712653670770915","1.0712653670770915"
"79771","0.9911710628347161","0.9911710628347161","0.9911710628347161"
"80038","0.9180201976649798","0.9180201976649798","0.9180201976649798"
"80297","0.9917497903132921","0.9917497903132921","0.9917497903132921"
"80546","1.0328557258954754","1.0328557258954754","1.0328557258954754"
"80807","0.9808671323639613","0.9808671323639613","0.9808671323639613"
"81072","1.0613957099442137","1.0613957099442137","1.0613957099442137"
"81332","0.9165229974102198","0.9165229974102198","0.9165229974102198"
"81592","1.0234148338280267","1.0234148338280267","1.0234148338280267"
"81845","1.074866475544318","1.074866475544318","1.074866475544318"
"82107","1.0296770991747992","1.0296770991747992","1.0296770991747992"
"82354","0.9917618902607097","0.9917618902607097","0.9917618902607097"
"82618","1.1526273644539593","1.1526273644539593","1.1526273644539593"
"82883","1.1209108297689387","1.1209108297689387","1.1209108297689387"
"83148","1.020927080421171","1.020927080421171","1.020927080421171"
"83410","1.0963725725128117","1.0963725725128117","1.0963725725128117"
"83671","1.0694399830424803","1.0694399830424803","1.0694399830424803"
"83937","1.0217245602165","1.0217245602165","1.0217245602165"
"84193","1.0033549130815016","1.0033549130815016","1.0033549130815016"
"84453","0.8940876764554626","0.8940876764554626","0.8940876764554626"
"84717","1.0311330308947988","1.0311330308947988","1.0311330308947988"
"84966","0.9022517263404147","0.9022517263404147","0.9022517263404147"
"85239","1.0567337831499","1.0567337831499","1.0567337831499"
"85494","0.9963525823948177","0.9963525823948177","0.9963525823948177"
"85760","1.0274023816206002","1.0274023816206002","1.0274023816206002"
"86021","1.1042322004523224","1.1042322004523224","1.1042322004523224"
"86288","1.1186800960346548","1.1186800960346548","1.1186800960346548"
"86553","1.1415935535070107","1.1415935535070107","1.1415935535070107"
"86823","1.0526885573978515","1.0526885573978515","1.0526885573978515"
"87096","1.042076669183708","1.042076669183708","1.042076669183708"
"87363","0.9948122692518626","0.9948122692518626","0.9948122692518626"
"87625","1.0732720296278044","1.0732720296278044","1.0732720296278044"
"87900","0.9434696015539455","0.9434696015539455","0.9434696015539455"
"88153","1.032788212201961","1.032788212201961","1.032788212201961"
"88422","1.1188540774286577","1.1188540774286577","1.1188540774286577"
"88674","1.0075504160365434","1.0075504160365434","1.0075504160365434"
"88937","1.0313373208323966","1.0313373208323966","1.0313373208323966"
"89200","0.969936869814717","0.969936869814717","0.969936869814717"
"89453","0.9609605342401821","0.9609605342401821","0.9609605342401821"
"89702","1.0440711029372471","1.0440711029372471","1.0440711029372471"
"89970","0.9818905812485572","0.9818905812485572","0.9818905812485572"
"90236","1.006255371922663","1.006255371922663","1.006255371922663"
"90491","1.0655934215279304","1.0655934215279304","1.0655934215279304"
"90751","1.0401430092627144","1.0401430092627144","1.0401430092627144"
"91010","1.0528351757331749","1.0528351757331749","1.0528351757331749"
"91269","0.9626487033096729","0.9626487033096729","0.9626487033096729"
"91532","1.0440278519087987","1.0440278519087987","1.0440278519087987"
"91796","1.023588126055876","1.023588126055876","1.023588126055876"
"92055","1.0422375759105273","1.0422375759105273","1.0422375759105273"
"92308","0.928267685519497","0.928267685519497","0.928267685519497"
"92573","1.0987731712444302","1.0987731712444302","1.0987731712444302"
"92835","0.9720504242085725","0.9720504242085725","0.9720504242085725"
"93104","0.9548528674856157","0.9548528674856157","0.9548528674856157"
"93361","1.0382263839109858","1.0382263839109858","1.0382263839109858"
"93625","1.1353431828506844","1.1353431828506844","1.1353431828506844"
"93891","1.141963767636966","1.141963767636966","1.141963767636966"
"94166","1.0025126647109257","1.0025126647109257","1.0025126647109257"
"94434","0.9504286942546627","0.9504286942546627","0.9504286942546627"
"94699","1.0442597615667317","1.0442597615667317","1.0442597615667317"
"94969","1.0237811176688107","1.0237811176688107","1.0237811176688107"
"95237","1.059864800768537","1.059864800768537","1.059864800768537"
"95498","1.0813267365076356","1.0813267365076356","1.0813267365076356"
"95747","0.919013666717715","0.919013666717715","0.919013666717715"
"96009","1.0326500890837973","1.0326500890837973","1.0326500890837973"
"96277","1.0788244689579","1.0788244689579","1.0788244689579"
"96542","1.0345454087850916","1.0345454087850916","1.0345454087850916"
"96811","0.9696961955821135","0.9696961955821135","0.9696961955821135"
"97070","1.1030357899926861","1.1030357899926861","1.1030357899926861"
"97334","0.9470640442658875","0.9470640442658875","0.9470640442658875"
"97596","0.9834070152163394","0.9834070152163394","0.9834070152163394"
"97863","1.162207187993314","1.162207187993314","1.162207187993314"
"98111","1.0357379094909316","1.0357379094909316","1.0357379094909316"
"98364","1.0610304820082719","1.0610304820082719","1.0610304820082719"
"98624","1.0839417603142836","1.0839417603142836","1.0839417603142836"
"98887","1.1065742908104537","1.1065742908104537","1.1065742908104537"
"99147","1.0406057637212556","1.0406057637212556","1.0406057637212556"
"99401","1.1570929446526235","1.1570929446526235","1.1570929446526235"
"99672","1.1811869494974394","1.1811869494974394","1.1811869494974394"
"99934","1.0100414868170906","1.0100414868170906","1.0100414868170906"
"100197","1.0363604580415793","1.0363604580415793","1.0363604580415793"
"100447","1.0824029868551317","1.0824029868551317","1.0824029868551317"
"100710","1.090998167389474","1.090998167389474","1.090998167389474"
"100969","1.084039732745962","1.084039732745962","1.084039732745962"
"101229","1.0155107346949754","1.0155107346949754","1.0155107346949754"
"101485","0.9813323005574012","0.9813323005574012","0.9813323005574012"
"101749","1.1292657291901562","1.1292657291901562","1.1292657291901562"
"101994","1.0981750660575926","1.0981750660575926","1.0981750660575926"
"102258","1.0092152619833532","1.0092152619833532","1.0092152619833532"
"102506","1.1335602677444416","1.1335602677444416","1.1335602677444416"
"102769","1.0256240944433828","1.0256240944433828","1.0256240944433828"
"103035","1.1347986705656201","1.1347986705656201","1.1347986705656201"
"103299","1.0525274892266916","1.0525274892266916","1.0525274892266916"
"103552","1.0276900508333684","1.0276900508333684","1.0276900508333684"
"103813","0.9625769987619891","0.9625769987619891","0.9625769987619891"
"104069","1.1358213551204515","1.1358213551204515","1.1358213551204515"
"104323","1.06430803503855","1.06430803503855","1.06430803503855"
"104582","1.072362166743492","1.072362166743492","1.072362166743492"
"104847","1.0193038621790171","1.0193038621790171","1.0193038621790171"
"105113","1.001432458820282","1.001432458820282","1.001432458820282"
"105372","1.0180372864174134","1.0180372864174134","1.0180372864174134"
"105634","1.0037564786959743","1.0037564786959743","1.0037564786959743"
"105894","1.0301904108279085","1.0301904108279085","1.0301904108279085"
"106158","1.0384955518015038","1.0384955518015038","1.0384955518015038"
"106419","1.2083284103539276","1.2083284103539276","1.2083284103539276"
"106665","1.0852236264305763","1.0852236264305763","1.0852236264305763"
"106926","1.1679546669052805","1.1679546669052805","1.1679546669052805"
"107183","0.9807129061194482","0.9807129061194482","0.9807129061194482"
"107449","0.9097421232804026","0.9097421232804026","0.9097421232804026"
"107710","0.9811347445723112","0.9811347445723112","0.9811347445723112"
"107984","1.0621550574392786","1.0621550574392786","1.0621550574392786"
"108254","1.1082707461778523","1.1082707461778523","1.1082707461778523"
"108516","1.0177671468869964","1.0177671468869964","1.0177671468869964"
"108781","1.124951737200213","1.124951737200213","1.124951737200213"
"109049","0.9904887302931701","0.9904887302931701","0.9904887302931701"
"109308","1.033213746826017","1.033213746826017","1.033213746826017"
"109567","1.07323939296141","1.07323939296141","1.07323939296141"
"109817","0.852453043505448","0.852453043505448","0.852453043505448"
"110073","1.105845304586852","1.105845304586852","1.105845304586852"
"110337","1.0078690059012565","1.0078690059012565","1.0078690059012565"
"110608","1.1669410141157688","1.1669410141157688","1.1669410141157688"
"110876","1.0537146987782708","1.0537146987782708","1.0537146987782708"
"111140","1.0196657066725625","1.0196657066725625","1.0196657066725625"
"111385","0.9519132198064971","0.9519132198064971","0.9519132198064971"
"111638","1.122603913086156","1.122603913086156","1.122603913086156"
"111907","1.0995009995763263","1.0995009995763263","1.0995009995763263"
"112163","0.9965097497984735","0.9965097497984735","0.9965097497984735"
"112427","1.0679136286923991","1.0679136286923991","1.0679136286923991"
"112678","1.0887257668058141","1.0887257668058141","1.0887257668058141"
"112937","0.9976396892511864","0.9976396892511864","0.9976396892511864"
"113206","0.9824718997515112","0.9824718997515112","0.9824718997515112"
"113466","0.9475551984488353","0.9475551984488353","0.9475551984488353"
"113734","1.0065782790589664","1.0065782790589664","1.0065782790589664"
"113988","1.0026853717087694","1.0026853717087694","1.0026853717087694"
"114247","1.0116182559534974","1.0116182559534974","1.0116182559534974"
"114502","1.04846968297883","1.04846968297883","1.04846968297883"
"114760","1.0321017719581196","1.0321017719581196","1.0321017719581196"
"115019","0.982594815039578","0.982594815039578","0.982594815039578"
"115274","1.0503040546106877","1.0503040546106877","1.0503040546106877"
